t_ns,steering_tire_angle
1785939483006116988,0.0
1785939483027382419,0.0
1785939483045536607,0.0
1785939483065627149,0.0
1785939483085304013,0.0
1785939483105674565,0.0
1785939483126762005,0.0
1785939483148580927,0.0
1785939483165840556,0.0
1785939483185324902,0.0
1785939483209042064,0.0
1785939483225402847,0.0
1785939483245403658,0.0
1785939483266118862,0.0
1785939483290483598,0.0
1785939483306036225,0.0
1785939483325666208,0.0
1785939483345413250,0.0
1785939483374519845,0.0
1785939483396709659,0.0
1785939483405764336,0.0
1785939483425566036,0.0
1785939483445342104,0.0
1785939483467046845,0.0
1785939483485192521,0.0
1785939483514469841,0.0
1785939483525634191,0.0
1785939483546111978,0.0
1785939483565715848,0.0
1785939483585410761,0.0
1785939483605593210,0.0
1785939483625531843,0.0
1785939483645505229,0.0
1785939483666713730,0.0
1785939483685527877,0.0
1785939483705707638,0.0
1785939483729154071,0.0
1785939483746390852,0.0
1785939483765810363,0.0
1785939483785430425,0.0
1785939483805882100,0.0
1785939483827438228,0.0
1785939483846106770,0.0
1785939483867745589,0.0
1785939483892750123,0.0
1785939483912337224,0.0
1785939483925665327,0.0
1785939483945416594,0.0
1785939483966404895,0.0
1785939483985642960,0.0
1785939484005919717,0.0
1785939484025817357,0.0
1785939484045346856,0.0
1785939484065577723,0.0
1785939484085221626,0.0
1785939484106010688,0.0
1785939484126031820,0.0
1785939484146589034,0.0
1785939484168432276,0.0
1785939484185474938,0.0
1785939484207355110,0.0
1785939484225664663,0.0
1785939484252635185,0.0
1785939484265902934,0.0
1785939484290370426,0.0
1785939484306669702,0.0
1785939484325747122,0.0
1785939484345286189,0.0
1785939484366908976,0.0
1785939484385793269,0.0
1785939484405903300,0.0
1785939484426287100,0.0
1785939484448342126,0.0
1785939484465736192,0.0
1785939484485354910,0.0
1785939484505622546,0.0
1785939484525517754,0.0
1785939484545510181,0.0
1785939484567798334,0.0
1785939484585457658,0.0
1785939484607269859,0.0
1785939484626644312,0.0
1785939484645299062,0.0
1785939484665554410,0.0
1785939484685376847,0.0
1785939484705841962,0.0
1785939484725761490,0.0
1785939484745717948,0.0
1785939484767479107,0.0
1785939484785682865,0.0
1785939484805907108,0.0
1785939484829115357,0.0
1785939484845657362,0.0
1785939484866632894,0.0
1785939484885262619,0.0
1785939484906394605,0.0
1785939484925862758,0.0
1785939484952852192,0.0
1785939484966795484,0.0
1785939484985460409,0.0
1785939485005922452,0.0
1785939485025871646,0.0
1785939485045605248,0.0
1785939485066488201,0.0
1785939485085705498,0.0
1785939485107553796,0.0
1785939485125633902,0.0
1785939485145357135,0.0
1785939485165615267,0.0
1785939485185334437,0.0
1785939485205667324,0.0
1785939485226468962,0.0
1785939485245518637,0.0
1785939485266402774,0.0
1785939485285950034,0.0
1785939485306905918,0.0
1785939485327261941,0.0
1785939485346369954,0.0
1785939485367020515,0.0
1785939485385839366,0.0
1785939485408600816,0.0
1785939485425778010,0.0
1785939485446246998,0.0
1785939485467204834,0.0
1785939485493455938,0.0
1785939485511950202,0.0
1785939485525905143,0.0
1785939485545656089,0.0
1785939485566065459,0.0
1785939485585773332,0.0
1785939485606461430,0.0
1785939485627003828,0.0
1785939485646042174,0.0
1785939485666567004,0.0
1785939485685204056,0.0
1785939485715807918,0.0
1785939485726861511,0.0
1785939485750600178,0.0
1785939485765537264,0.0
1785939485785699969,0.0
1785939485805691244,0.0
1785939485827067910,0.0
1785939485845443802,0.0
1785939485865550153,0.0
1785939485890370937,0.0
1785939485920721701,0.0
1785939485927093791,0.0
1785939485945250859,0.0
1785939485965579554,0.0
1785939485985347397,0.0
1785939486011595462,0.0
1785939486035249454,0.0
1785939486047886237,0.0
1785939486069323642,0.0
1785939486087706029,0.0
1785939486106639028,0.0
1785939486125801091,0.0
1785939486146440132,0.0
1785939486167136199,0.0
1785939486186910602,0.0
1785939486207158814,0.0
1785939486225700151,0.0
1785939486245843815,0.0
1785939486266983001,0.0
1785939486286484500,0.0
1785939486307458336,0.0
1785939486325810451,0.0
1785939486348136942,0.0
1785939486365872587,0.0
1785939486385780563,0.0
1785939486405618969,0.0
1785939486425725928,0.0
1785939486445566670,0.0
1785939486465778048,0.0
1785939486492191654,0.0
1785939486507044034,0.0
1785939486525617180,0.0
1785939486545750924,0.0
1785939486566939232,0.0
1785939486586732004,0.0
1785939486609014045,0.0
1785939486627571575,0.0
1785939486645278452,0.0
1785939486666231167,0.0
1785939486685292203,0.0
1785939486713988255,0.0
1785939486729446895,0.0
1785939486745261131,0.0
1785939486765600738,0.0
1785939486785016345,0.0
1785939486805647546,0.0
1785939486826030482,0.0
1785939486845557517,0.0
1785939486865520439,0.0
1785939486885450816,0.0
1785939486905720372,0.0
1785939486925628572,0.0
1785939486945413312,0.0
1785939486968225131,0.0
1785939486985399158,0.0006569999968633056
1785939487005885298,0.003942000214010477
1785939487027883105,0.009197999723255634
1785939487045556861,0.012482999823987484
1785939487065923541,0.020367000252008438
1785939487085609205,0.027594000101089478
1785939487106468254,0.031536001712083817
1785939487125925654,0.042047999799251556
1785939487145505843,0.051902998238801956
1785939487165941229,0.055844999849796295
1785939487186179553,0.065700002014637
1785939487205618777,0.07621199637651443
1785939487225419069,0.08081100136041641
1785939487248573524,0.08803799748420715
1785939487266748353,0.09460800141096115
1785939487286439009,0.09854999929666519
1785939487312624832,0.10709100216627121
1785939487325616732,0.11300399899482727
1785939487345282235,0.11563199758529663
1785939487365539663,0.11891700327396393
1785939487386142607,0.12417300045490265
1785939487405889778,0.12745800614356995
1785939487427840960,0.131400004029274
1785939487448645286,0.1333709955215454
1785939487467992667,0.1333709955215454
1785939487486488531,0.13599899411201477
1785939487506173811,0.1379700005054474
1785939487525731983,0.13862699270248413
1785939487545579349,0.13862699270248413
1785939487565824617,0.1379700005054474
1785939487585418662,0.13731299340724945
1785939487609569791,0.13534200191497803
1785939487626062579,0.13534200191497803
1785939487645577197,0.13534200191497803
1785939487666511704,0.1346849948167801
1785939487685083315,0.13271400332450867
1785939487706349641,0.13074299693107605
1785939487732608458,0.12548699975013733
1785939487749045692,0.12351600080728531
1785939487765555984,0.12285900115966797
1785939487785374133,0.12285900115966797
1785939487805626153,0.12088800221681595
1785939487825822938,0.11891700327396393
1785939487845587422,0.11366099864244461
1785939487866446182,0.10840500146150589
1785939487885124612,0.10512000322341919
1785939487905619040,0.09657900035381317
1785939487925433381,0.0886949971318245
1785939487945581237,0.08606699854135513
1785939487965593601,0.08146800100803375
1785939487987522446,0.07489799708127975
1785939488006463253,0.07095599919557571
1785939488026165814,0.06307200342416763
1785939488045794389,0.057158999145030975
1785939488066708319,0.055188000202178955
1785939488084958798,0.049274999648332596
1785939488106338409,0.041391000151634216
1785939488125625435,0.03679199889302254
1785939488145425472,0.030879000201821327
1785939488165825209,0.025622999295592308
1785939488185390677,0.02233799919486046
1785939488205993397,0.014453999698162079
1785939488227423473,0.007226999849081039
1785939488253246179,0.003942000214010477
1785939488266497896,0.0
1785939488285226055,-0.006570000201463699
1785939488308687721,-0.010511999949812889
1785939488325507399,-0.019710000604391098
1785939488345381358,-0.027594000101089478
1785939488366143507,-0.030879000201821327
1785939488385196894,-0.038763001561164856
1785939488405579383,-0.049274999648332596
1785939488426431487,-0.053874000906944275
1785939488445554444,-0.061758000403642654
1785939488465579352,-0.06832800060510635
1785939488485204374,-0.0722699984908104
1785939488505632112,-0.08212500065565109
1785939488530015281,-0.09066600352525711
1785939488550011164,-0.09395100176334381
1785939488566246151,-0.09920699894428253
1785939488585872101,-0.10249199718236923
1785939488605560358,-0.10577700287103653
1785939488625678837,-0.11234699934720993
1785939488645384342,-0.11891700327396393
1785939488666289568,-0.12154500186443329
1785939488685692087,-0.1281149983406067
1785939488706703333,-0.13402800261974335
1785939488726306786,-0.13534200191497803
1785939488745265514,-0.13731299340724945
1785939488766232982,-0.13731299340724945
1785939488785616780,-0.1379700005054474
1785939488813606792,-0.1379700005054474
1785939488831197665,-0.1379700005054474
1785939488845262946,-0.1379700005054474
1785939488865876994,-0.13731299340724945
1785939488885526305,-0.13534200191497803
1785939488906503950,-0.1333709955215454
1785939488926954120,-0.1300860047340393
1785939488946664778,-0.12877200543880463
1785939488966586482,-0.1281149983406067
1785939488987283317,-0.126800999045372
1785939489006329440,-0.12220200151205063
1785939489025891964,-0.11891700327396393
1785939489054270597,-0.11300399899482727
1785939489065627273,-0.10774800181388855
1785939489091084111,-0.10512000322341919
1785939489105517852,-0.09657900035381317
1785939489126222751,-0.08738099783658981
1785939489145494194,-0.08343899995088577
1785939489166069328,-0.07752600312232971
1785939489188052479,-0.07029899954795837
1785939489206778783,-0.065700002014637
1785939489225638659,-0.055844999849796295
1785939489245672496,-0.047961000353097916
1785939489266734399,-0.04467599838972092
1785939489285470687,-0.03679199889302254
1785939489305854615,-0.026937000453472137
1785939489329719399,-0.02168099954724312
1785939489351257574,-0.013797000050544739
1785939489366019263,-0.007226999849081039
1785939489385483319,-0.0032850001007318497
1785939489405785037,0.005913000088185072
1785939489425594706,0.015768000856041908
1785939489445238161,0.020367000252008438
1785939489466287360,0.027594000101089478
1785939489488312880,0.03679199889302254
1785939489510448612,0.042704999446868896
1785939489527002650,0.053217001259326935
1785939489545686456,0.061101000756025314
1785939489566005966,0.06438600271940231
1785939489585334274,0.07292699813842773
1785939489607070793,0.08278200030326843
1785939489625773384,0.08738099783658981
1785939489646741236,0.09460800141096115
1785939489667855653,0.10052099823951721
1785939489685405661,0.10446300357580185
1785939489705660240,0.11366099864244461
1785939489726980969,0.12023100256919861
1785939489746134295,0.12285900115966797
1785939489765996926,0.126800999045372
1785939489785458006,0.13271400332450867
1785939489805815214,0.13599899411201477
1785939489828213899,0.13994100689888
1785939489845386741,0.14191199839115143
1785939489866443749,0.14191199839115143
1785939489885053632,0.14388300478458405
1785939489913414185,0.1445399969816208
1785939489929808121,0.1445399969816208
1785939489945766106,0.1445399969816208
1785939489966162483,0.14388300478458405
1785939489985289728,0.1432259976863861
1785939490005585750,0.13928399980068207
1785939490025592641,0.1366560012102127
1785939490046241667,0.1366560012102127
1785939490065733116,0.13599899411201477
1785939490085269400,0.13402800261974335
1785939490110299855,0.13205699622631073
1785939490125726590,0.126800999045372
1785939490145548611,0.12417300045490265
1785939490166565393,0.12351600080728531
1785939490185357683,0.12088800221681595
1785939490205781868,0.11628899723291397
1785939490226411373,0.11300399899482727
1785939490245594780,0.10906200110912323
1785939490265575847,0.10643400251865387
1785939490285532689,0.10512000322341919
1785939490305817637,0.09920699894428253
1785939490329750167,0.09198000282049179
1785939490345307690,0.08935199677944183
1785939490366581121,0.08475299924612045
1785939490385152379,0.07884000241756439
1785939490408058954,0.07489799708127975
1785939490427081460,0.06701400130987167
1785939490445257761,0.061101000756025314
1785939490465874593,0.059130001813173294
1785939490485303385,0.053217001259326935
1785939490505680209,0.045333001762628555
1785939490526426997,0.041391000151634216
1785939490545467488,0.03547799959778786
1785939490566748599,0.030879000201821327
1785939490585331441,0.028250999748706818
1785939490605630727,0.020367000252008438
1785939490626761721,0.012482999823987484
1785939490645368660,0.009197999723255634
1785939490665870961,0.003942000214010477
1785939490686061570,-0.0019710001070052385
1785939490707395035,-0.006570000201463699
1785939490726122491,-0.015111000277101994
1785939490745382349,-0.021023999899625778
1785939490765992973,-0.023652000352740288
1785939490788138625,-0.029565000906586647
1785939490805976611,-0.0328500010073185
1785939490825531039,-0.03416400030255318
1785939490845379109,-0.03416400030255318
1785939490865576630,-0.03482099995017052
1785939490885374587,-0.03482099995017052
1785939490905684369,-0.03547799959778786
1785939490925644698,-0.03547799959778786
1785939490945389277,-0.03547799959778786
1785939490965473035,-0.03482099995017052
1785939490985153323,-0.03350700065493584
1785939491008973561,-0.031536001712083817
1785939491026237447,-0.028907999396324158
1785939491046169391,-0.028250999748706818
1785939491066174491,-0.028250999748706818
1785939491085863195,-0.026937000453472137
1785939491106434906,-0.023652000352740288
1785939491132489460,-0.02233799919486046
1785939491145585875,-0.021023999899625778
1785939491165624000,-0.021023999899625778
1785939491185297344,-0.020367000252008438
1785939491205646071,-0.01708200015127659
1785939491227259641,-0.013797000050544739
1785939491245354531,-0.012482999823987484
1785939491265735132,-0.011826000176370144
1785939491285368794,-0.009855000302195549
1785939491305620398,-0.008541000075638294
1785939491325946660,-0.004598999861627817
1785939491346325437,-0.0026279999874532223
1785939491366235717,-0.0019710001070052385
1785939491385087753,-0.0006569999968633056
1785939491405389502,0.0019710001070052385
1785939491426450670,0.0032850001007318497
1785939491445728960,0.004598999861627817
1785939491465749804,0.004598999861627817
1785939491485215493,0.0052559999749064445
1785939491505637599,0.007884000428020954
1785939491525777263,0.009855000302195549
1785939491545636085,0.009855000302195549
1785939491571917687,0.009855000302195549
1785939491586170206,0.01116899959743023
1785939491614764398,0.012482999823987484
1785939491629395394,0.013140000402927399
1785939491645260256,0.013140000402927399
1785939491665781533,0.013140000402927399
1785939491685202452,0.013797000050544739
1785939491706977436,0.015111000277101994
1785939491728467482,0.015111000277101994
1785939491745263416,0.015111000277101994
1785939491765689554,0.015768000856041908
1785939491785306192,0.01642500050365925
1785939491805619238,0.01905299909412861
1785939491825827704,0.019710000604391098
1785939491845270736,0.019710000604391098
1785939491865511076,0.019710000604391098
1785939491887099717,0.021023999899625778
1785939491906755396,0.02168099954724312
1785939491926046231,0.02233799919486046
1785939491945215142,0.02233799919486046
1785939491965495035,0.02233799919486046
1785939491985044535,0.023652000352740288
1785939492005742234,0.024309000000357628
1785939492028998708,0.024309000000357628
1785939492045555530,0.024309000000357628
1785939492067909093,0.024965999647974968
1785939492086480608,0.024965999647974968
1785939492105904823,0.024965999647974968
1785939492125698171,0.024965999647974968
1785939492148896084,0.024965999647974968
1785939492166094175,0.024965999647974968
1785939492185856898,0.023652000352740288
1785939492206337598,0.022995000705122948
1785939492227020289,0.02233799919486046
1785939492245822179,0.02168099954724312
1785939492267110970,0.02168099954724312
1785939492285460205,0.020367000252008438
1785939492313469642,0.01773899979889393
1785939492327416774,0.01773899979889393
1785939492347153576,0.01708200015127659
1785939492365454009,0.01708200015127659
1785939492385542408,0.01642500050365925
1785939492405770747,0.013140000402927399
1785939492429456964,0.010511999949812889
1785939492445787249,0.009855000302195549
1785939492466833536,0.009197999723255634
1785939492486149748,0.007884000428020954
1785939492505997082,0.005913000088185072
1785939492526365746,0.0032850001007318497
1785939492546039314,0.0019710001070052385
1785939492565942874,0.0019710001070052385
1785939492586474327,0.0006569999968633056
1785939492608141051,0.0
1785939492626087776,0.0
1785939492645822083,0.0
1785939492667241054,0.0
1785939492686327306,-0.0006569999968633056
1785939492713443336,-0.0019710001070052385
1785939492730839547,-0.0026279999874532223
1785939492751980717,-0.0026279999874532223
1785939492765507675,-0.0026279999874532223
1785939492785340576,-0.003942000214010477
1785939492806277036,-0.004598999861627817
1785939492829241148,-0.004598999861627817
1785939492845525896,-0.004598999861627817
1785939492865452945,-0.0052559999749064445
1785939492890688111,-0.006570000201463699
1785939492905759154,-0.007884000428020954
1785939492925754909,-0.007884000428020954
1785939492945447294,-0.007884000428020954
1785939492967402348,-0.007226999849081039
1785939492986602331,-0.006570000201463699
1785939493010349031,-0.0032850001007318497
1785939493026680116,-0.0019710001070052385
1785939493045612731,-0.0019710001070052385
1785939493066148249,-0.0013139999937266111
1785939493085432683,0.0
1785939493114438282,0.0013139999937266111
1785939493127452135,0.003942000214010477
1785939493145472590,0.004598999861627817
1785939493165580669,0.004598999861627817
1785939493185461924,0.005913000088185072
1785939493205766490,0.007884000428020954
1785939493225741476,0.007884000428020954
1785939493246783059,0.008541000075638294
1785939493265626263,0.008541000075638294
1785939493285727205,0.009197999723255634
1785939493305694895,0.011826000176370144
1785939493325452082,0.013797000050544739
1785939493345343514,0.013797000050544739
1785939493366924091,0.014453999698162079
1785939493385234988,0.015768000856041908
1785939493421227546,0.01773899979889393
1785939493441015774,0.020367000252008438
1785939493447376279,0.021023999899625778
1785939493466215195,0.021023999899625778
1785939493485738806,0.021023999899625778
1785939493505859589,0.02233799919486046
1785939493529067038,0.024309000000357628
1785939493545842683,0.027594000101089478
1785939493567385339,0.028907999396324158
1785939493585229276,0.030222000554203987
1785939493614332510,0.03350700065493584
1785939493625633824,0.03416400030255318
1785939493645246718,0.03416400030255318
1785939493665765883,0.03482099995017052
1785939493685553087,0.0361349992454052
1785939493705754929,0.03744899854063988
1785939493725664025,0.038763001561164856
1785939493745085329,0.038763001561164856
1785939493766720212,0.038763001561164856
1785939493796007644,0.03679199889302254
1785939493807122776,0.03350700065493584
1785939493827154148,0.030879000201821327
1785939493845138186,0.027594000101089478
1785939493865407711,0.026280000805854797
1785939493885961117,0.024309000000357628
1785939493906358358,0.020367000252008438
1785939493926383010,0.015768000856041908
1785939493945262407,0.014453999698162079
1785939493965594205,0.013140000402927399
1785939493986425125,0.010511999949812889
1785939494006337613,0.008541000075638294
1785939494025682402,0.003942000214010477
1785939494047241474,0.0013139999937266111
1785939494068584731,0.0006569999968633056
1785939494089387778,-0.0006569999968633056
1785939494105607820,-0.004598999861627817
1785939494126364785,-0.0052559999749064445
1785939494145341529,-0.006570000201463699
1785939494165727410,-0.006570000201463699
1785939494186660861,-0.007226999849081039
1785939494205652357,-0.010511999949812889
1785939494225632336,-0.012482999823987484
1785939494245123978,-0.013140000402927399
1785939494267078392,-0.013140000402927399
1785939494287943808,-0.014453999698162079
1785939494307389113,-0.01642500050365925
1785939494333571127,-0.01839599944651127
1785939494347184456,-0.01839599944651127
1785939494366022700,-0.01839599944651127
1785939494385495877,-0.019710000604391098
1785939494406443952,-0.02168099954724312
1785939494425763652,-0.02233799919486046
1785939494445605514,-0.02233799919486046
1785939494465794908,-0.02233799919486046
1785939494485239700,-0.022995000705122948
1785939494506075292,-0.024309000000357628
1785939494525621911,-0.024309000000357628
1785939494547225433,-0.024309000000357628
1785939494568062369,-0.024965999647974968
1785939494586059528,-0.026280000805854797
1785939494606334300,-0.026937000453472137
1785939494625854263,-0.027594000101089478
1785939494645101129,-0.027594000101089478
1785939494667610634,-0.027594000101089478
1785939494685364264,-0.027594000101089478
1785939494708209492,-0.027594000101089478
1785939494727089337,-0.027594000101089478
1785939494750469752,-0.027594000101089478
1785939494768029936,-0.027594000101089478
1785939494785540390,-0.027594000101089478
1785939494805876989,-0.028250999748706818
1785939494829798094,-0.028907999396324158
1785939494845816881,-0.028907999396324158
1785939494866132583,-0.028250999748706818
1785939494892588655,-0.026937000453472137
1785939494912540792,-0.025622999295592308
1785939494926465332,-0.024309000000357628
1785939494945569248,-0.024309000000357628
1785939494965889399,-0.023652000352740288
1785939494988690401,-0.02233799919486046
1785939495013267113,-0.01905299909412861
1785939495027553137,-0.01773899979889393
1785939495045215436,-0.01642500050365925
1785939495065665543,-0.01642500050365925
1785939495085165665,-0.015768000856041908
1785939495114609359,-0.012482999823987484
1785939495125694537,-0.009855000302195549
1785939495145565232,-0.009197999723255634
1785939495165710592,-0.008541000075638294
1785939495186375490,-0.007226999849081039
1785939495205732695,-0.0052559999749064445
1785939495225438873,-0.0013139999937266111
1785939495245314464,0.0
1785939495265668791,0.0
1785939495285371608,0.0013139999937266111
1785939495305972664,0.004598999861627817
1785939495325730299,0.006570000201463699
1785939495345272950,0.007226999849081039
1785939495365534602,0.007884000428020954
1785939495385105607,0.008541000075638294
1785939495406014225,0.01116899959743023
1785939495425670192,0.013140000402927399
1785939495448864329,0.013140000402927399
1785939495465879726,0.013140000402927399
1785939495485345191,0.014453999698162079
1785939495505767905,0.015768000856041908
1785939495527087257,0.01642500050365925
1785939495546032192,0.01642500050365925
1785939495565776866,0.01642500050365925
1785939495585571591,0.015768000856041908
1785939495606604117,0.011826000176370144
1785939495625853831,0.009197999723255634
1785939495646101722,0.0032850001007318497
1785939495667045606,-0.0013139999937266111
1785939495685362327,-0.004598999861627817
1785939495705968663,-0.012482999823987484
1785939495729124110,-0.01905299909412861
1785939495747145878,-0.021023999899625778
1785939495766149599,-0.024965999647974968
1785939495786388146,-0.029565000906586647
1785939495805655204,-0.0328500010073185
1785939495827073344,-0.038763001561164856
1785939495851173975,-0.041391000151634216
1785939495866736235,-0.042047999799251556
1785939495885653937,-0.045333001762628555
1785939495905837411,-0.049274999648332596
1785939495925461185,-0.050588998943567276
1785939495945500365,-0.051902998238801956
1785939495965788323,-0.051902998238801956
1785939495987069881,-0.052560001611709595
1785939496008984358,-0.055844999849796295
1785939496029703050,-0.057815998792648315
1785939496045810480,-0.058472998440265656
1785939496065766650,-0.058472998440265656
1785939496085126191,-0.059130001813173294
1785939496106420198,-0.059130001813173294
1785939496127949734,-0.059130001813173294
1785939496148964276,-0.059787001460790634
1785939496169988322,-0.059787001460790634
1785939496185395056,-0.059787001460790634
1785939496205669509,-0.059787001460790634
1785939496225503434,-0.059787001460790634
1785939496246142891,-0.059130001813173294
1785939496265798187,-0.059130001813173294
1785939496286501614,-0.058472998440265656
1785939496306180590,-0.055844999849796295
1785939496330018300,-0.054531000554561615
1785939496345654290,-0.054531000554561615
1785939496366589598,-0.053874000906944275
1785939496387715311,-0.051902998238801956
1785939496408940292,-0.050588998943567276
1785939496426707235,-0.046647001057863235
1785939496445515526,-0.045990001410245895
1785939496465461295,-0.045333001762628555
