t_ns,hitch_angle,hitch_rate
1785939482963395369,-0.005150214768946171,0.0
1785939483126728724,-0.00784811656922102,0.0
1785939483252312022,-0.006121409125626087,0.0
1785939483401788328,-0.0061018140986561775,0.0
1785939483531072744,-0.007010430563241243,0.0
1785939483675691285,-0.004898226819932461,0.0
1785939483825720345,-0.0056488364934921265,0.0
1785939483962293459,-0.00583805562928319,0.0
1785939484118589870,-0.007362014148384333,0.0
1785939484252598927,-0.009609539993107319,0.0
1785939484416805049,-0.008023306727409363,0.0
1785939484575508262,-0.003892977489158511,0.0
1785939484706407709,-0.007373476400971413,0.0
1785939484859367782,-0.005110608413815498,0.0
1785939484990098136,-0.006224978715181351,0.0
1785939485136458143,-0.00502210296690464,0.0
1785939485291319593,-0.004388713277876377,0.0
1785939485419144568,-0.007329748943448067,0.0
1785939485567809966,-0.0058067562058568,0.0
1785939485710123115,-0.006909893359988928,0.0
1785939485910945847,-0.005447210278362036,0.0
1785939486088730320,-0.005094430409371853,0.0
1785939486231213492,-0.004839261062443256,0.0
1785939486380187124,-0.006092913914471865,0.0
1785939486533840053,-0.006668887101113796,0.0
1785939486664625097,-0.004267768003046513,0.0
1785939486817706166,-0.004498231690376997,0.0
1785939486948299395,-0.007617018651217222,0.0
1785939487099218086,-0.006602936424314976,0.0
1785939487255313114,-0.005886424798518419,0.0
1785939487384215021,-0.005453938618302345,0.0
1785939487535092047,-0.007926731370389462,0.0
1785939487663250921,-0.0084428945556283,0.0
1785939487835319263,-0.009776378981769085,0.0
1785939487998975925,0.009389625862240791,0.0
1785939488139207275,0.029381023719906807,0.0
1785939488298574383,0.047007497400045395,0.0
1785939488428968021,0.0732327476143837,0.0
1785939488577400324,0.08208289742469788,0.0
1785939488740628012,0.09272193908691406,0.0
1785939488896457431,0.09357703477144241,0.0
1785939489051380035,0.09211743623018265,0.0
1785939489181946415,0.07575855404138565,0.0
1785939489329783497,0.05917057394981384,0.0
1785939489490455609,0.030502086505293846,0.0
1785939489622572154,0.01291781384497881,0.0
1785939489777131546,-0.013489575125277042,0.0
1785939489919385013,-0.021303750574588776,0.0
1785939490094877408,-0.02802398055791855,0.0
1785939490254957340,-0.022871755063533783,0.0
1785939490393091915,-0.006943493150174618,0.0
1785939490550875288,0.01100471243262291,0.0
1785939490683164735,0.03718753159046173,0.0
1785939490836160970,0.04960852488875389,0.0
1785939490994883672,0.0793733075261116,0.0
1785939491128439914,0.08573414385318756,0.0
1785939491286216119,0.09719138592481613,0.0
1785939491419523745,0.09660276770591736,0.0
1785939491565940106,0.08758602291345596,0.0
1785939491721230051,0.0849899873137474,0.0
1785939491855334792,0.07195468246936798,0.0
1785939492007456276,0.06818254292011261,0.0
1785939492137552624,0.06547431647777557,0.0
1785939492288965285,0.06393557041883469,0.0
