t_ns,path_id
1785938877823689105,0
1785938877917362705,0
1785938878022915975,0
1785938878117572616,0
1785938878215862342,0
1785938878317172266,0
1785938878416003674,0
1785938878517224572,0
1785938878616708194,0
1785938878717236716,0
1785938878816235362,0
1785938878917157146,0
1785938879029075081,0
1785938879116736027,0
1785938879220740860,0
1785938879315947152,0
1785938879417547103,0
1785938879516420112,0
1785938879616903192,0
1785938879717313150,0
1785938879816287379,0
1785938879916627543,0
1785938880018999840,0
1785938880118918325,0
1785938880217761797,0
1785938880316436400,0
1785938880416341829,0
1785938880517954068,0
1785938880619101363,0
1785938880722384699,0
1785938880816634734,0
1785938880916693448,0
1785938881017550878,0
1785938881116440240,0
1785938881217403080,0
1785938881318392034,0
1785938881430539801,0
1785938881519294097,0
1785938881618541679,0
1785938881719923638,0
1785938881819482975,0
1785938881920720257,0
1785938882024062283,0
1785938882119709327,0
1785938882218885355,0
1785938882320396886,0
1785938882431790163,0
1785938882519276416,0
1785938882618730597,0
1785938882718850753,0
1785938882818116832,0
1785938882917686505,0
1785938883018372024,0
1785938883117778652,0
1785938883220814396,0
1785938883318276573,0
1785938883436732875,0
1785938883518185834,0
1785938883620849853,0
1785938883719409475,0
1785938883817576669,0
1785938883920473208,0
1785938884020280041,0
1785938884119426372,0
1785938884217833189,0
1785938884319706589,0
1785938884433802903,0
1785938884521421032,0
1785938884618884297,0
1785938884721081836,0
1785938884819344361,0
1785938884917625830,0
1785938885020226039,0
1785938885117223880,0
1785938885217657231,0
1785938885317357980,0
1785938885430652794,0
1785938885523522495,0
1785938885618883640,0
1785938885719290462,0
1785938885818558685,0
1785938885927218685,0
1785938886017995514,0
1785938886119074006,0
1785938886217426870,0
1785938886317080354,0
1785938886430126392,0
1785938886517134068,0
1785938886617920871,0
1785938886717573363,0
1785938886818560877,0
1785938886917095890,0
1785938887017884741,0
1785938887118040899,0
1785938887221578291,0
1785938887317246871,0
1785938887429672664,0
1785938887518095780,0
1785938887617819635,0
1785938887717779241,0
1785938887818607069,0
1785938887922933545,0
1785938888022439120,0
1785938888117692998,0
1785938888217629372,0
1785938888317406060,0
1785938888429427775,0
1785938888518553731,0
1785938888618645854,0
1785938888717624115,0
1785938888818740561,0
1785938888923220706,0
1785938889017270703,0
1785938889118316139,0
1785938889218077306,0
1785938889318645926,0
1785938889429722680,0
1785938889522452376,0
1785938889618156701,0
1785938889717536352,0
1785938889819236434,0
1785938889918615764,0
1785938890027262740,0
1785938890116815879,0
1785938890217971974,0
1785938890319236169,0
1785938890429901518,0
1785938890518041200,0
1785938890620089582,0
1785938890717548783,0
1785938890817141818,0
1785938890918926798,0
1785938891017006181,0
1785938891117827865,0
1785938891219099420,0
1785938891318633892,0
1785938891431947683,0
1785938891517051326,0
1785938891618794641,0
1785938891717660355,0
1785938891827877560,0
1785938891917733525,0
1785938892019245345,0
1785938892117659394,0
1785938892218340178,0
1785938892329596490,0
1785938892418537064,0
1785938892523268706,0
1785938892626682510,0
1785938892717427434,0
1785938892819372836,0
1785938892919152885,0
1785938893019356756,0
1785938893117931547,0
1785938893218280415,0
1785938893322631243,0
1785938893417446098,0
1785938893517270852,0
1785938893618671532,0
1785938893717674018,0
1785938893817638233,0
1785938893917880377,0
1785938894019290881,0
1785938894118001037,0
1785938894218166442,0
1785938894317796214,0
1785938894417764365,0
1785938894519306489,0
1785938894623618724,0
1785938894717662449,0
1785938894818282974,0
1785938894936843504,0
1785938895017966659,0
1785938895118066654,0
1785938895217607655,0
1785938895318076847,0
1785938895419651868,0
1785938895522785343,0
1785938895618359840,0
1785938895720746282,0
1785938895817400687,0
1785938895919105761,0
1785938896023375979,0
1785938896117024938,0
1785938896219669756,0
1785938896317567757,0
1785938896418602568,0
1785938896527563922,0
1785938896618114663,0
1785938896720589172,0
1785938896820810387,0
1785938896918556798,0
1785938897018271852,0
1785938897125677313,0
1785938897219896820,0
1785938897317508538,0
1785938897419861378,0
1785938897517628750,0
1785938897617567300,0
1785938897719310583,0
1785938897818863648,0
1785938897918726195,0
1785938898017849773,0
1785938898118264499,0
1785938898217665143,0
1785938898317752786,0
1785938898418619943,0
1785938898517306802,0
1785938898617333963,0
1785938898718242786,0
1785938898818978195,0
1785938898921048978,0
1785938899017901278,0
1785938899118313828,0
1785938899218846862,0
1785938899318178096,0
1785938899418218953,0
1785938899517690351,0
1785938899617649285,0
1785938899718420344,0
1785938899817419373,0
1785938899917513384,0
1785938900018277787,0
1785938900119277333,0
1785938900217811546,0
1785938900318332804,0
1785938900420274751,0
1785938900518477561,0
1785938900619174185,0
1785938900719850456,0
1785938900817128115,0
1785938900924782448,0
1785938901017656533,0
1785938901123854688,0
1785938901217543809,0
1785938901318262161,0
1785938901421611964,0
1785938901517832370,0
1785938901617237718,0
1785938901720499549,0
1785938901819821310,0
1785938901918142877,0
1785938902018053426,0
1785938902120860873,0
1785938902225208790,0
1785938902317873747,0
1785938902422759346,0
1785938902518054313,0
1785938902620332399,0
1785938902728393850,0
1785938902819669832,0
1785938902924351840,0
1785938903018075458,0
1785938903117978358,0
1785938903221377634,0
1785938903318727488,0
1785938903421611962,0
1785938903518746032,0
1785938903625462126,0
1785938903724812303,0
1785938903817946205,0
1785938903923952610,0
1785938904024992413,0
1785938904120901450,0
1785938904218294760,0
1785938904320120575,0
1785938904418910989,0
1785938904520429561,0
1785938904617557359,0
1785938904717628361,0
1785938904822530633,0
1785938904922593347,0
1785938905021892771,0
1785938905122445294,0
1785938905220331229,0
1785938905317776126,0
1785938905417871385,0
1785938905519718576,0
1785938905626690678,0
1785938905718154059,0
1785938905820954882,0
1785938905920057180,0
1785938906018841738,0
1785938906120721314,0
