t_ns,v0,v1
1785938877910207357,0.34549519419670105,-1.0
1785938878010844106,0.34549519419670105,-1.0
1785938878109574903,0.3454169034957886,-1.0
1785938878210585297,0.34536272287368774,-1.0
1785938878310082616,0.3451094329357147,-1.0
1785938878410344569,0.3449404537677765,-1.0
1785938878510496246,0.3449404537677765,-1.0
1785938878609465771,0.34487035870552063,-1.0
1785938878711201918,0.34487035870552063,-1.0
1785938878809537245,0.34404343366622925,-1.0
1785938878911479448,0.34404343366622925,-1.0
1785938879013392113,0.3443725109100342,-1.0
1785938879109998805,0.34458303451538086,-1.0
1785938879209979116,0.3444048762321472,-1.0
1785938879309588567,0.3442857563495636,-1.0
1785938879414715550,0.3439704179763794,-1.0
1785938879510267678,0.34382522106170654,-1.0
1785938879609602271,0.34436315298080444,-1.0
1785938879711009159,0.3447009325027466,-1.0
1785938879809384167,0.3447009325027466,-1.0
1785938879909373151,0.3442210853099823,-1.0
1785938880009834023,0.3442210853099823,-1.0
1785938880110705180,0.3441273868083954,-1.0
1785938880210572048,0.3440770208835602,-1.0
1785938880312097116,0.3440770208835602,-1.0
1785938880412847821,0.34519025683403015,-1.0
1785938880510313103,0.34519025683403015,-1.0
1785938880610596496,0.3452666401863098,-1.0
1785938880716396494,0.3452926576137543,-1.0
1785938880809094797,0.3452926576137543,-1.0
1785938880911560793,0.34607288241386414,-1.0
1785938881010371432,0.34607288241386414,-1.0
1785938881109444737,0.34589993953704834,-1.0
1785938881209592990,0.34589993953704834,-1.0
1785938881314656195,0.345944344997406,-1.0
1785938881410694963,0.345944344997406,-1.0
1785938881509613254,0.34585314989089966,-1.0
1785938881614381953,0.3431563079357147,-1.0
1785938881716155606,0.287852019071579,-1.0
1785938881811197220,0.2090761363506317,-1.0
1785938881916256041,0.13603626191616058,-1.0
1785938882012359644,0.07075942307710648,-1.0
1785938882111636027,0.02663685567677021,-1.0
1785938882212370316,-0.04559260979294777,-1.0
1785938882323217142,-0.12061496078968048,-1.0
1785938882411923437,-0.24658438563346863,-1.0
1785938882511644411,-0.33214691281318665,-1.0
1785938882611757335,-0.3804301917552948,-1.0
1785938882715270919,-0.4057222902774811,-1.0
1785938882812924238,-0.38706067204475403,-1.0
1785938882911801152,-0.29105907678604126,-1.0
1785938883011871258,-0.22145836055278778,-1.0
1785938883116956128,-0.13211509585380554,-1.0
1785938883211554399,-0.08283153921365738,-1.0
1785938883315080368,-0.022695640102028847,-1.0
1785938883446271089,0.012895245105028152,-1.0
1785938883511224028,0.10709231346845627,-1.0
1785938883613631334,0.099602609872818,-1.0
1785938883711625850,0.11712733656167984,-1.0
1785938883812317705,0.19111290574073792,-1.0
1785938883914212450,0.25614771246910095,-1.0
1785938884011960717,0.23931221663951874,-1.0
1785938884111653434,0.22913812100887299,-1.0
1785938884212316233,0.21054266393184662,-1.0
1785938884311903635,0.18778884410858154,-1.0
1785938884415179195,0.16633924841880798,-1.0
1785938884511726172,0.1345665156841278,-1.0
1785938884627510512,0.06902475655078888,-1.0
1785938884713358756,-0.00198180740699172,-1.0
1785938884811074574,-0.07101810723543167,-1.0
1785938884911059525,-0.11856365203857422,-1.0
1785938885023500550,-0.15723535418510437,-1.0
1785938885111068022,-0.1564929336309433,-1.0
1785938885211030732,-0.1303873360157013,-1.0
1785938885312630523,-0.07982710003852844,-1.0
1785938885414766268,-0.33553409576416016,-1.0
1785938885511084054,-0.3492067754268646,-1.0
1785938885632745170,-0.3158887028694153,-1.0
1785938885710926464,-0.243932843208313,-1.0
1785938885811078334,-0.16489794850349426,-1.0
1785938885923463133,-0.06254658102989197,-1.0
1785938886011633088,0.08479320257902145,-1.0
1785938886114595165,0.1407610923051834,-1.0
1785938886215899458,0.2259267121553421,-1.0
1785938886313765585,0.22301658987998962,-1.0
1785938886412001965,0.22839520871639252,-1.0
1785938886512576536,0.23827847838401794,-1.0
1785938886613448750,0.257173091173172,-1.0
1785938886713184509,0.2745758295059204,-1.0
1785938886813817290,0.2518089711666107,-1.0
1785938886926594519,0.19399002194404602,-1.0
1785938887013775609,0.15262863039970398,-1.0
1785938887111137719,0.058274947106838226,-1.0
1785938887212041358,-0.034354619681835175,-1.0
1785938887327784159,-0.09585801512002945,-1.0
1785938887413079041,-0.1391528844833374,-1.0
1785938887512351168,-0.238777756690979,-1.0
1785938887616208412,-0.24387435615062714,-1.0
1785938887711672825,-0.24309587478637695,-1.0
1785938887811524492,-0.22072036564350128,-1.0
1785938887916577424,-0.2113693654537201,-1.0
1785938888013205205,-0.17899976670742035,-1.0
1785938888114559771,-0.12090248614549637,-1.0
1785938888212690803,-0.05208827555179596,-1.0
1785938888311588293,0.13966494798660278,-1.0
1785938888414275289,0.1751866638660431,-1.0
1785938888513854787,0.2020353227853775,-1.0
1785938888611947865,0.1938767433166504,-1.0
1785938888714048729,0.16655883193016052,-1.0
1785938888811610878,0.1409173160791397,-1.0
1785938888914269521,0.11996188014745712,-1.0
1785938889012753653,0.10810621082782745,-1.0
1785938889114831188,0.0912603884935379,-1.0
1785938889210767745,0.05966832861304283,-1.0
1785938889312091686,0.028436848893761635,-1.0
1785938889412255491,-0.04426371678709984,-1.0
