t_ns,reverse
1785938877804546243,0
1785938877824364296,0
1785938877918122539,0
1785938878024875786,0
1785938878118260448,0
1785938878216291412,0
1785938878317489845,0
1785938878417986078,0
1785938878518435269,0
1785938878617470396,0
1785938878717414610,0
1785938878816836951,0
1785938878917347392,0
1785938879029588218,0
1785938879117437779,0
1785938879221133513,0
1785938879316699722,0
1785938879418178740,0
1785938879517423346,0
1785938879616869143,0
1785938879717997398,0
1785938879817396121,0
1785938879917240908,0
1785938880019714296,0
1785938880119702000,0
1785938880218658564,0
1785938880316407343,0
1785938880417029340,0
1785938880518394083,0
1785938880620455521,0
1785938880723140021,0
1785938880817682610,0
1785938880917665450,0
1785938881017514748,0
1785938881116849214,0
1785938881218271910,0
1785938881319458343,0
1785938881434247928,0
1785938881523991121,0
1785938881624440249,0
1785938881734648685,0
1785938881823736112,0
1785938881925047381,0
1785938882038655742,0
1785938882123967584,0
1785938882223296225,0
1785938882326113145,0
1785938882436594839,0
1785938882524004673,0
1785938882623404741,0
1785938882722173459,0
1785938882822309839,0
1785938882921302341,0
1785938883022685484,0
1785938883123825579,0
1785938883228194072,0
1785938883324457936,0
1785938883443719450,0
1785938883524079763,0
1785938883627207542,0
1785938883724441423,0
1785938883821600070,0
1785938883927436678,0
1785938884024564603,0
1785938884123852635,0
1785938884221870671,0
1785938884324472896,0
1785938884438413492,0
1785938884526455668,0
1785938884624399493,0
1785938884727012631,0
1785938884823827810,0
1785938884921417991,0
1785938885025547084,0
1785938885121498298,0
1785938885221937921,0
1785938885322083838,0
1785938885434443548,0
1785938885527482886,0
1785938885632728817,0
1785938885723889435,0
1785938885822676138,0
1785938885933475635,0
1785938886023136553,0
1785938886124083554,0
1785938886221339292,0
1785938886321254609,0
1785938886434027453,0
1785938886521818900,0
1785938886622114390,0
1785938886722388215,0
1785938886822945602,0
1785938886921425926,0
1785938887026706867,0
1785938887121981961,0
1785938887227213716,0
1785938887321793875,0
1785938887433626079,0
1785938887523211763,0
1785938887623621945,0
1785938887722970427,0
1785938887823545830,0
1785938887922919977,0
1785938888022954210,0
1785938888122699217,0
1785938888224938838,0
1785938888322420503,0
1785938888433424583,0
1785938888525934623,0
1785938888624771536,0
1785938888721731328,0
1785938888821863580,0
1785938888927484116,0
1785938889021740328,0
1785938889123635552,0
1785938889222383790,0
1785938889326461649,0
1785938889433506457,0
1785938889523481659,0
1785938889625514296,0
1785938889721656396,0
1785938889822848685,0
1785938889924324599,0
1785938890036722455,0
1785938890120919219,0
1785938890222180790,0
1785938890323813062,0
1785938890436254183,0
1785938890523091069,0
1785938890630351533,0
1785938890722653374,0
1785938890821091968,0
1785938890926153093,0
1785938891021065551,0
1785938891121760895,0
1785938891223541876,0
1785938891323341669,0
1785938891437518945,0
1785938891521050343,0
1785938891624280301,0
1785938891721982902,0
1785938891833372179,0
1785938891922448790,0
1785938892024690235,0
1785938892122568298,0
1785938892222359739,0
1785938892339050573,0
1785938892422525808,0
1785938892527463697,0
1785938892631416368,0
1785938892722136043,0
1785938892828999053,0
1785938892929871139,0
1785938893025201691,0
1785938893122307025,0
1785938893223041026,0
1785938893327568692,0
1785938893423488321,0
1785938893521170121,0
1785938893623440719,0
1785938893722426692,0
1785938893824150807,0
1785938893924386679,0
1785938894025144681,0
1785938894124200929,0
1785938894223458207,0
1785938894322245422,0
1785938894422325448,0
1785938894523371332,0
1785938894627448391,0
1785938894727805035,0
1785938894829128560,0
1785938894946604605,0
1785938895021831431,0
1785938895122139594,0
1785938895221208738,0
1785938895324767507,0
1785938895426163163,0
1785938895528342557,0
1785938895622919868,0
1785938895723329634,0
1785938895821749828,0
1785938895924076843,0
1785938896023338026,0
1785938896121189688,0
1785938896224938288,0
1785938896323462166,0
1785938896425500788,0
1785938896533573311,0
1785938896621961611,0
1785938896725265427,0
1785938896826953509,0
1785938896924105852,0
1785938897023159251,0
1785938897131613420,0
1785938897227135339,0
1785938897322411809,0
1785938897423817993,0
1785938897522814815,0
1785938897622396969,0
1785938897723531943,0
1785938897823836138,0
1785938897923231373,0
1785938898022238435,0
1785938898125522315,0
1785938898222928779,0
1785938898321163302,0
1785938898422703603,0
1785938898521039506,0
1785938898624037072,0
1785938898723033798,0
1785938898826209994,0
1785938898926777430,0
1785938899021756802,0
1785938899122125511,0
1785938899225883871,0
1785938899322086997,0
1785938899422253523,0
1785938899521405518,0
1785938899622778741,0
1785938899722880208,0
1785938899821149805,0
1785938899921072386,0
1785938900031714950,0
1785938900124271487,0
1785938900222205969,0
1785938900323435635,0
1785938900425957025,0
1785938900524447557,0
1785938900624055920,0
1785938900727162482,0
1785938900821496168,0
1785938900928983584,0
1785938901021404085,0
1785938901127740869,0
1785938901221739056,0
1785938901322617958,0
1785938901425909102,0
1785938901521690998,0
1785938901621100218,0
1785938901725348707,0
1785938901831501901,0
1785938901923726491,0
1785938902023917146,0
1785938902130153223,0
1785938902230380487,0
1785938902321872828,0
1785938902429444342,0
1785938902523742540,0
1785938902630082940,0
1785938902732906069,0
1785938902824197571,0
1785938902931515829,0
1785938903023874152,0
1785938903122427246,0
1785938903227139495,0
1785938903329249543,0
1785938903430081916,0
1785938903525260303,0
1785938903630546427,0
1785938903730300683,0
1785938903822693215,0
1785938903927747588,0
1785938904031566750,0
1785938904129453774,0
1785938904222520857,0
1785938904324543350,0
1785938904423695345,0
1785938904525523303,0
1785938904623105293,0
1785938904721194051,0
1785938904831181872,0
1785938904924396704,0
1785938905025742086,0
1785938905124043076,0
1785938905227080004,0
1785938905321985294,0
1785938905422883428,0
1785938905525180683,0
1785938905642376078,0
1785938905721906347,0
1785938905826166292,0
1785938905924208297,0
1785938906022761584,0
1785938906124958739,0
1785938906227591845,0
1785938906324410832,0
1785938906426051424,0
1785938906528238499,0
1785938906626834667,0
1785938906722937309,0
1785938906821341599,0
1785938906924058164,0
1785938907022320816,0
1785938907122604914,0
1785938907227268937,0
1785938907325046965,0
1785938907422920804,0
1785938907521805718,0
1785938907626563377,0
1785938907722468061,0
1785938907822166410,0
1785938907921001371,0
1785938908022827729,0
1785938908122549055,0
1785938908222105832,0
1785938908326675932,0
1785938908426401195,0
1785938908531228680,0
1785938908622220012,0
1785938908721327013,0
1785938908822317439,0
1785938908923143251,0
1785938909024665759,0
1785938909127591003,0
1785938909238330658,0
1785938909325278652,0
1785938909424426295,0
1785938909525863936,0
1785938909622805935,0
1785938909724310043,0
1785938909827688230,0
1785938909923334313,0
1785938910026048190,0
1785938910134676476,0
1785938910223315440,0
1785938910324176710,0
1785938910423473221,0
1785938910529502027,0
1785938910621667832,0
1785938910721364965,0
1785938910823753935,0
1785938910923800584,0
1785938911021381806,0
1785938911122523821,0
1785938911229967363,0
1785938911324672838,0
1785938911426704131,0
1785938911520952503,0
1785938911627223877,0
