t_ns,x,y,yaw,vx,vy,wz
1785938877835899314,8.725404494306662,0.33672788524744923,0.10162516075865567,0.0,0.0,0.0
1785938877874454775,8.725219251831236,0.33668813226281136,0.10168419857717889,0.0,0.0,0.0
1785938877899855995,8.725219251831236,0.33668813226281136,0.1016841985771789,0.0,0.0,0.0
1785938877949900617,8.725219251831236,0.33668813226281136,0.10168419857717892,0.0,0.0,0.0
1785938878000742481,8.725219251831236,0.33668813226281136,0.10168419857717893,0.0,0.0,0.0
1785938878063735001,8.725378492592451,0.3367005391857547,0.10166797466380716,0.0,0.0,0.0
1785938878116258075,8.725514210652658,0.3367105973102053,0.10165735836961351,0.0,0.0,0.0
1785938878150927580,8.725514210652658,0.3367105973102053,0.10165735836961351,0.0,0.0,0.0
1785938878199424404,8.725514210652658,0.3367105973102053,0.10165735836961351,0.0,0.0,0.0
1785938878267283618,8.725707343384085,0.33672868890034163,0.10160904762853745,0.0,0.0,0.0
1785938878320348503,8.725870230189905,0.33674371694646177,0.10158031128002107,0.0,0.0,0.0
1785938878352905551,8.725870230189905,0.33674371694646177,0.10158031128002107,0.0,0.0,0.0
1785938878399702990,8.725870230189905,0.33674371694646177,0.10158031128002107,0.0,0.0,0.0
1785938878449970243,8.725870230189905,0.33674371694646177,0.10158031128002107,0.0,0.0,0.0
1785938878514476734,8.726144085272807,0.33676891422742106,0.10156701203437539,0.0,0.0,0.0
1785938878565099103,8.726372605934307,0.3367895230221557,0.10155952921185551,0.0,0.0,0.0
1785938878599727710,8.726372605934307,0.3367895230221557,0.10155952921185551,0.0,0.0,0.0
1785938878650172314,8.726372605934307,0.3367895230221557,0.10155952921185551,0.0,0.0,0.0
1785938878716484019,8.726519432515722,0.3368226096381754,0.10146416888441002,0.0,0.0,0.0
1785938878767687560,8.72664213763583,0.3368530070944713,0.10140768177510047,0.0,0.0,0.0
1785938878799790480,8.72664213763583,0.3368530070944713,0.10140768177510047,0.0,0.0,0.0
1785938878850538646,8.72664213763583,0.3368530070944713,0.10140768177510047,0.0,0.0,0.0
1785938878902119960,8.72664213763583,0.3368530070944713,0.10140768177510047,0.0,0.0,0.0
1785938878966298728,8.726487872243947,0.3368319616737385,0.10146793701024473,0.0,0.0,0.0
1785938879023222305,8.72635676193696,0.3368133439574223,0.10150737381087332,0.0,0.0,0.0
1785938879055555249,8.72635676193696,0.3368133439574223,0.10150737381087332,0.0,0.0,0.0
1785938879099299719,8.72635676193696,0.3368133439574223,0.10150737381087332,0.0,0.0,0.0
1785938879167744201,8.726563418909032,0.3368531612569724,0.1014715301162754,0.0,0.0,0.0
1785938879215964633,8.726738608992438,0.33688953862072535,0.10144907742385509,0.0,0.0,0.0
1785938879249703257,8.726738608992438,0.33688953862072535,0.10144907742385509,0.0,0.0,0.0
1785938879298902122,8.726738608992438,0.33688953862072535,0.10144907742385509,0.0,0.0,0.0
1785938879364859543,8.727132660449676,0.33693038130760833,0.10138626849332165,0.0,0.0,0.0
1785938879414031686,8.727451883304786,0.33696358887317196,0.10135662309274888,0.0,0.0,0.0
1785938879450837680,8.727451883304786,0.33696358887317196,0.10135662309274888,0.0,0.0,0.0
1785938879501303596,8.727451883304786,0.33696358887317196,0.10135662309274888,0.0,0.0,0.0
1785938879564534300,8.727487487811906,0.3369624091512032,0.10145447175377623,0.0,0.0,0.0
1785938879621576216,8.72751713249106,0.33696067994192125,0.10151364599479583,0.0,0.0,0.0
1785938879653575677,8.72751713249106,0.33696067994192125,0.10151364599479583,0.0,0.0,0.0
1785938879699303415,8.72751713249106,0.33696067994192125,0.10151364599479583,0.0,0.0,0.0
1785938879749700785,8.72751713249106,0.33696067994192125,0.10151364599479583,0.0,0.0,0.0
1785938879817368920,8.72761864063375,0.33698278339621623,0.1014556951997848,0.0,0.0,0.0
1785938879866860691,8.727702058730655,0.3370029033857705,0.10142336103188657,0.0,0.0,0.0
1785938879900349515,8.727702058730655,0.3370029033857705,0.10142336103188657,0.0,0.0,0.0
1785938879952837676,8.727702058730655,0.3370029033857705,0.10142336103188657,0.0,0.0,0.0
1785938880000602571,8.727702058730655,0.3370029033857705,0.10142336103188657,0.0,0.0,0.0
1785938880064482897,8.727535466748877,0.33698801348551866,0.1014097325864011,0.0,0.0,0.0
1785938880128958572,8.72739748478968,0.3369760150147473,0.10140181210849172,0.0,0.0,0.0
1785938880155312752,8.72739748478968,0.3369760150147473,0.10140181210849172,0.0,0.0,0.0
1785938880199271342,8.72739748478968,0.3369760150147473,0.10140181210849172,0.0,0.0,0.0
1785938880254490060,8.72739748478968,0.3369760150147473,0.10140181210849172,0.0,0.0,0.0
1785938880327723090,8.72703295018455,0.3369219385115674,0.10153706163609959,0.0,0.0,0.0
1785938880364924456,8.726732833132434,0.33687462550578423,0.10161269528637441,0.0,0.0,0.0
1785938880399611977,8.726732833132434,0.33687462550578423,0.10161269528637441,0.0,0.0,0.0
1785938880456563843,8.726732833132434,0.33687462550578423,0.10161269528637441,0.0,0.0,0.0
1785938880514233237,8.726732833132434,0.33687462550578423,0.10161269528637441,0.0,0.0,0.0
1785938880565086462,8.72631145842114,0.3368355177308157,0.10162923735012094,0.0,0.0,0.0
1785938880617041549,8.725965410658677,0.33680404450357154,0.10163835784191576,0.0,0.0,0.0
1785938880652995033,8.725965410658677,0.33680404450357154,0.10163835784191576,0.0,0.0,0.0
1785938880707160243,8.725965410658677,0.33680404450357154,0.10163835784191576,0.0,0.0,0.0
1785938880755846802,8.725965410658677,0.33680404450357154,0.10163835784191576,0.0,0.0,0.0
1785938880821901570,8.725621753837014,0.3367575043902274,0.10173506295573459,0.0,0.0,0.0
1785938880864937665,8.72534054068626,0.33671745913639817,0.10178806991985316,0.0,0.0,0.0
1785938880900047152,8.72534054068626,0.33671745913639817,0.10178806991985316,0.0,0.0,0.0
1785938880949601101,8.72534054068626,0.33671745913639817,0.10178806991985316,0.0,0.0,0.0
1785938881021379456,8.725587218615765,0.33673258515778487,0.10176693866965093,0.0,0.0,0.0
1785938881071077218,8.725793756760064,0.33674373322914886,0.10175354158000537,0.0,0.0,0.0
1785938881102379759,8.725793756760064,0.33674373322914886,0.10175354158000535,0.0,0.0,0.0
1785938881150782661,8.725793756760064,0.33674373322914886,0.10175354158000534,0.0,0.0,0.0
1785938881229437540,8.725432427506142,0.3367012946502245,0.10176232210706652,0.0,0.0,0.0
1785938881277106848,8.72513292947938,0.3366652184924725,0.10176735127116615,0.0,0.0,0.0
1785938881299752646,8.72513292947938,0.3366652184924725,0.10176735127116614,0.0,0.0,0.0
1785938881338694264,8.72513292947938,0.3366652184924725,0.10176735127116612,0.0,0.0,0.0
1785938881403131441,8.72513292947938,0.3366652184924725,0.10176735127116611,0.0,0.0,0.0
1785938881469196738,8.725070980784539,0.33667896179104423,0.10175007143494325,0.0,0.0,0.0
1785938881516944289,8.725018408818256,0.3366934400832956,0.10173894219560704,0.0,0.0,0.0
1785938881551363448,8.725018408818256,0.3366934400832956,0.10173894219560704,0.0,0.0,0.0
1785938881601544939,8.725018408818256,0.3366934400832956,0.10173894219560704,0.0,0.0,0.0
1785938881670451612,8.72512705402234,0.3367010868221925,0.10171523463758891,0.0,0.0,0.0
1785938881714775494,8.726886279382898,0.3368772584440955,0.10170154736076632,0.0,0.0,0.0
1785938881757321748,8.72804015095609,0.3369950152793867,0.10170154736076632,0.0,0.0,0.0
1785938881799437650,8.737329395632967,0.3379426130677024,0.10061026246908537,0.1350829247596503,0.0,-0.01491106044129387
1785938881855930332,8.744062540442759,0.33862233957287025,0.09986456278164643,0.13519135724675732,0.0,-0.01491238129545115
1785938881919349779,8.759800982015184,0.3402018776301721,0.09748425403746458,0.25627791406833766,0.0,-0.03727999017481432
1785938881979784963,8.775468663240632,0.3417383194291216,0.09477732433383933,0.3686384277795884,0.0,-0.07136646741051986
1785938882000772336,8.793935718667932,0.3434938452354081,0.09118788396718273,0.36877804083011445,0.0,-0.07136959222822471
1785938882050962434,8.816388924322801,0.3455470624311706,0.08636229233836278,0.5372547469810367,0.0,-0.1224959909541424
1785938882116509249,8.843331831147749,0.347882099454835,0.08016265473534866,0.5374232136904918,0.0,-0.12250070079600299
1785938882165742643,8.873543898294681,0.3503141644487487,0.07311590217001837,0.6683008465504836,0.0,-0.15765266420099505
1785938882201830148,8.907018077314186,0.3527660504935214,0.06520024125049757,0.668431486951398,0.0,-0.15765589595750118
1785938882249222135,8.939858375363322,0.3549102568247978,0.05598478643743791,0.6534387516674753,0.0,-0.21197762903023612
1785938882315702102,8.972161234153265,0.3567066487099185,0.045406052529834595,0.653423791554027,0.0,-0.21198262137209004
1785938882365437113,9.003608841093339,0.358119856970906,0.03532124927505331,0.6159604429582326,0.0,-0.191751310538169
1785938882400903476,9.034528157709454,0.3592124121891508,0.025689180124123686,0.6159230545834224,0.0,-0.19174945088977158
1785938882454274899,9.065187523787575,0.360000198929806,0.0171095493450886,0.6029224730202657,0.0,-0.14914476636098173
1785938882501412733,9.094980615837189,0.36050999516711085,0.009738613314050239,0.6029096420542489,0.0,-0.14914089358810056
1785938882567202949,9.124538983307165,0.3607955243852454,0.0022987579556323955,0.5748111951856288,0.0,-0.14807194980626037
1785938882621222906,9.153510086785863,0.3608600444541211,-0.005146542699482161,0.5747828287695284,0.0,-0.14807185041162166
1785938882649891245,9.182217205711655,0.36071231118837416,-0.01184264099620038,0.5794355029584577,0.0,-0.12144503937983503
1785938882702148390,9.211198986293951,0.36036907689105635,-0.017917158768326637,0.5794401477413919,0.0,-0.12144259111160641
1785938882765975595,9.239987001828807,0.35985262138026725,-0.023490847572259173,0.5664818772495596,0.0,-0.10013877241576927
1785938882817368006,9.268419127922579,0.35918840490361925,-0.028516676459846395,0.5664689495531187,0.0,-0.10013681488723139
1785938882849802810,9.297488586786548,0.35835923871520403,-0.032805857703452845,0.5963427247172322,0.0,-0.07137800459158292
1785938882900222293,9.327287060507068,0.3573813285807105,-0.036373978111460196,0.5963725359263782,0.0,-0.07137536134822736
1785938882950866775,9.357468728560365,0.356283036833802,-0.038638031400343414,0.6115257152910151,0.0,-0.019184356556388227
1785938883014031556,9.388109881201823,0.35508450169977795,-0.03965739494994036,0.6115408393139921,0.0,-0.019179558823040135
1785938883065107829,9.418984455005116,0.35385596688364634,-0.03924330370782938,0.621638221578865,0.0,0.037273875411810056
1785938883103681947,9.45013599032048,0.35263285372325626,-0.037373651449982566,0.6216482990821642,0.0,0.03727906474273131
1785938883151508604,9.480715767254278,0.3514894539394127,-0.03479374879084838,0.6061749135916112,0.0,0.06604110655237297
1785938883217115261,9.511348396115647,0.3503645797494096,-0.031643478747020864,0.606159471771385,0.0,0.06604375023704247
1785938883265657976,9.541698887431746,0.34938240579163654,-0.027815779659698548,0.5967819141580982,0.0,0.09054297628695737
1785938883299486779,9.571559248145274,0.3485516048827898,-0.023283375675193282,0.5967725572678433,0.0,0.09054522778110657
1785938883350272802,9.600976173063604,0.34786656601947014,-0.0184158474702763,0.5819999182964657,0.0,0.10439336426101273
1785938883415423860,9.630032278427944,0.3473689439144328,-0.013172683332544965,0.5819851707143551,0.0,0.10439463756218205
1785938883470611377,9.660134701690605,0.3470018006642266,-0.007218170382242653,0.5812502123061012,0.0,0.12569742644477713
1785938883498947801,9.688179521534776,0.3467993662907437,-0.0011530707718241293,0.5812495048278202,0.0,0.12569931502609252
1785938883549565210,9.71772954072594,0.34676528681503727,0.005323624675480278,0.5942109372037584,0.0,0.13209157923035936
1785938883599493571,9.747240218317605,0.3469223904058431,0.011883692177480112,0.5942242498325402,0.0,0.1320921839657129
1785938883664180677,9.777846615920076,0.3471194025618003,0.018137730720972297,0.6082805222681247,0.0,0.12783251594115633
1785938883725407184,9.80887183119194,0.3475896761917751,0.024405275984887564,0.608294648939949,0.0,0.12783212164023627
1785938883753303369,9.839207123678385,0.34833016532799765,0.03103247255601524,0.6115494895358187,0.0,0.13848241530873162
1785938883800087879,9.869770147204514,0.34927891629757757,0.03795667297396872,0.6115527383004576,0.0,0.1384833944086961
1785938883850064051,9.900105145039817,0.3504308841616827,0.044363647525975415,0.6047144885446522,0.0,0.11824807633433727
1785938883915173315,9.9356910362152,0.34984009553640705,0.048169870069711906,0.6047076529903799,0.0,0.11824621331696421
1785938883965829157,9.97000257820924,0.35027944941517647,0.05257815486177527,0.5917378690390812,0.0,0.10652859268811828
1785938884002882743,9.99956038671079,0.35183497875361686,0.057906806171886316,0.5917249464009658,0.0,0.10652751737880775
1785938884050511634,10.028893101065988,0.3535354422954371,0.06275095589883137,0.5841503452546577,0.0,0.08735520491324486
1785938884114924618,10.062987956291304,0.353598229205936,0.06533680826713881,0.5841427854369641,0.0,0.08735344251961387
1785938884165386086,10.096531396996586,0.3544488515705794,0.06812913077171122,0.5927771552149412,0.0,0.07031058934398893
1785938884199522740,10.126106104040161,0.356466872117814,0.07164501380040475,0.592785772206248,0.0,0.07030902279447016
1785938884249148147,10.156027079185218,0.35861421944377475,0.0740678100153178,0.6071976134175306,0.0,0.02663963915182614
1785938884302434511,10.18632336919467,0.36086230790122625,0.07540030776258669,0.6072119961047959,0.0,0.02663562517891563
1785938884367523999,10.221150765724506,0.3612775528153059,0.074373879976961,0.605065901738152,0.0,4.895460460885986e-06
1785938884415014837,10.25555526035144,0.36234917213494855,0.0732328222233747,0.6050637602647714,0.0,2.4479551898313324e-06
1785938884453728927,10.285605375668476,0.36455376138488726,0.07253393987373905,0.6021809396823075,0.0,-0.027691823037774933
