t_ns,steering_tire_angle
1785943347044328219,0.0
1785943347044391198,0.0
1785943347044404766,0.0
1785943347044415294,0.0
1785943347044425855,0.0
1785943347044436607,0.0
1785943347044446336,0.0
1785943347064670281,0.0
1785943347088261326,0.0
1785943347104990519,0.0
1785943347124879507,0.0
1785943347143769196,0.0
1785943347164044823,0.0
1785943347184303969,0.0
1785943347205023325,0.0
1785943347225240774,0.0
1785943347244794550,0.0
1785943347264513901,0.0
1785943347286228589,0.0
1785943347304833691,0.0
1785943347326750978,0.0
1785943347344201157,0.0
1785943347364877439,0.0
1785943347386110030,0.0
1785943347404117445,0.0
1785943347425113963,0.0
1785943347443762106,0.0
1785943347464326800,0.0
1785943347487364449,0.0
1785943347505105359,0.0
1785943347524678656,0.0
1785943347544849991,0.0
1785943347564252466,0.0
1785943347584925580,0.0
1785943347604714629,0.0
1785943347624806377,0.0
1785943347644089040,0.0
1785943347672539464,0.0
1785943347684537827,0.0
1785943347705354914,0.0
1785943347724682026,0.0
1785943347744024371,0.0
1785943347766597522,0.0
1785943347784153849,0.0
1785943347804553545,0.0
1785943347825184801,0.0
1785943347844018679,0.0
1785943347864634223,0.0
1785943347885153091,0.0
1785943347904084925,0.0
1785943347924739254,0.0
1785943347944431275,0.0
1785943347966314418,0.0
1785943347985630906,0.0
1785943348004908064,0.0
1785943348025049158,0.0
1785943348044478770,0.0
1785943348065298033,0.0
1785943348086878733,0.0
1785943348104808609,0.0
1785943348124184459,0.0
1785943348144122090,0.0
1785943348165507902,0.0
1785943348185013645,0.0
1785943348204407383,0.0
1785943348226145497,0.0
1785943348244708229,0.0
1785943348264356601,0.0
1785943348285320221,0.0
1785943348305235835,0.0
1785943348324883375,0.0
1785943348344906417,0.0
1785943348364240409,0.0
1785943348386051709,0.0
1785943348404082677,0.0
1785943348424156729,0.0
1785943348444194748,0.0
1785943348466541331,0.0
1785943348484598828,0.0
1785943348503947797,0.0
1785943348527128780,0.0
1785943348544246594,0.0
1785943348566696670,0.0
1785943348584489549,0.0
1785943348604657876,0.0
1785943348624457230,0.0
1785943348644083489,0.0
1785943348664472593,0.0
1785943348685826179,0.0
1785943348704413584,0.0
1785943348724788191,0.0
1785943348743908960,0.0
1785943348764545656,0.0
1785943348785058124,0.0
1785943348804906696,0.0
1785943348825637987,0.0
1785943348844065067,0.0
1785943348864695395,0.0
1785943348884629857,0.0
1785943348904474301,0.0
1785943348924565057,0.0
1785943348945627945,0.0
1785943348964452351,0.0
1785943348984562564,0.0
1785943349004430432,0.0
1785943349024353470,0.0
1785943349047637912,0.0
1785943349066547953,0.0
1785943349084971672,0.0
1785943349104416356,0.0
1785943349124458727,0.0
1785943349144075354,0.0
1785943349166051844,0.0
1785943349184782102,0.0
1785943349207452185,0.0
1785943349224360296,0.0
1785943349244218212,0.0
1785943349264387115,0.0
1785943349294808012,0.0
1785943349307225494,0.0
1785943349325087144,0.0
1785943349344846688,0.0
1785943349369849337,0.0
1785943349384575224,0.0
1785943349404880868,0.0
1785943349426326747,0.0
1785943349444974218,0.0
1785943349464906760,0.0
1785943349485054447,0.0
1785943349506141080,0.0
1785943349524722436,0.0
1785943349544217523,0.0
1785943349564923054,0.0
1785943349589291888,0.0
1785943349604832588,0.0
1785943349625068342,0.0
1785943349644685225,0.0
1785943349665401284,0.0
1785943349684703404,0.0
1785943349707548181,0.0
1785943349725453833,0.0
1785943349744517640,0.0
1785943349764429221,0.0
1785943349784619981,0.0
1785943349804987772,0.0
1785943349825979394,0.0
1785943349844498668,0.0
1785943349866759776,0.0
1785943349885562325,0.0
1785943349915812016,0.0
1785943349924990370,0.0
1785943349948949749,0.0
1785943349964503602,0.0
1785943350010012095,0.0
1785943350025337972,0.0
1785943350044850179,0.0
1785943350064687070,0.0
1785943350084419477,0.0
1785943350103935428,0.0
1785943350125429948,0.0
1785943350144182575,0.0
1785943350164832968,0.0
1785943350184725253,0.0
1785943350205892305,0.0
1785943350224684358,0.0
1785943350246081018,0.0
1785943350264856270,0.0
1785943350285929494,0.0
1785943350304149238,0.0
1785943350325015255,0.0
1785943350344351615,0.0
1785943350367976486,0.0
1785943350384734447,0.0
1785943350405213506,0.0
1785943350424224991,0.0
1785943350443955542,0.0
1785943350464283683,0.0
1785943350485732601,0.0
1785943350504644466,0.0
1785943350524288038,0.0
1785943350544581298,0.0
1785943350564511984,0.0
1785943350584833117,0.0
1785943350604751323,0.0
1785943350633910989,0.0
1785943350644741820,0.0
1785943350665127852,0.0
1785943350688200190,0.0
1785943350706111378,0.0
1785943350724395892,0.0
1785943350746764620,0.0
1785943350766415328,0.0
1785943350785568418,0.0
1785943350804061515,0.0
1785943350829020131,0.0
1785943350844102127,0.0
1785943350864703590,0.0
1785943350885131959,0.0
1785943350906308323,0.0
1785943350926926747,0.0
1785943350945333985,0.0
1785943350971852690,0.0
1785943350984707564,0.0013139999937266111
1785943351003861870,0.0052559999749064445
1785943351024207324,0.007884000428020954
1785943351043989909,0.014453999698162079
1785943351064253023,0.023652000352740288
1785943351084683568,0.028907999396324158
1785943351105918975,0.041391000151634216
1785943351124672050,0.056501999497413635
1785943351144064732,0.06504300236701965
1785943351164010971,0.08343899995088577
1785943351185583894,0.10249199718236923
1785943351204891070,0.11103300005197525
1785943351224512561,0.126800999045372
1785943351245375538,0.14191199839115143
1785943351264781053,0.1497959941625595
1785943351285519193,0.16687799990177155
1785943351304449202,0.18133200705051422
1785943351324982311,0.18790200352668762
1785943351345574462,0.20301300287246704
1785943351364820899,0.21746699512004852
1785943351384394676,0.22337999939918518
1785943351404468664,0.23323500156402588
1785943351424577949,0.24243299663066864
1785943351443894213,0.24768899381160736
1785943351464388760,0.25754401087760925
1785943351488924800,0.26411399245262146
1785943351503998892,0.2660849988460541
1785943351524575586,0.2693699896335602
1785943351546119356,0.2746259868144989
1785943351564617989,0.2779110074043274
1785943351584772492,0.28053900599479675
1785943351605155931,0.2811959981918335
1785943351625769779,0.2811959981918335
1785943351647536277,0.28382399678230286
1785943351664254717,0.2864519953727722
1785943351689286103,0.28710898756980896
1785943351703872049,0.2864519953727722
1785943351724145084,0.28710898756980896
1785943351743873107,0.28842300176620483
1785943351769612359,0.2910510003566742
1785943351784742293,0.2910510003566742
1785943351804056989,0.2910510003566742
1785943351824478221,0.2910510003566742
1785943351844444429,0.2910510003566742
1785943351864225190,0.2910510003566742
1785943351886369334,0.2910510003566742
1785943351904547508,0.2910510003566742
1785943351931009731,0.2910510003566742
1785943351943908446,0.2910510003566742
1785943351964736638,0.2910510003566742
1785943351984431027,0.2910510003566742
1785943352004222605,0.2910510003566742
1785943352027717582,0.2910510003566742
1785943352043921283,0.29236501455307007
1785943352064916073,0.2930220067501068
1785943352084329652,0.2930220067501068
1785943352104055659,0.2930220067501068
1785943352124460475,0.2930220067501068
1785943352143879111,0.29565000534057617
1785943352164528320,0.29696398973464966
1785943352185263516,0.2976210117340088
1785943352204452255,0.2976210117340088
1785943352226515564,0.2976210117340088
1785943352245451526,0.299591988325119
1785943352267723162,0.304190993309021
1785943352284507045,0.3061619997024536
1785943352304163289,0.3074760138988495
1785943352324409795,0.3074760138988495
1785943352343958900,0.308789998292923
1785943352369375036,0.3140459954738617
1785943352386973093,0.32127299904823303
1785943352406071205,0.3239009976387024
1785943352424287652,0.32850000262260437
1785943352444184065,0.33441299200057983
1785943352464385961,0.3390119969844818
1785943352484766936,0.3488669991493225
1785943352507489886,0.354779988527298
1785943352524904223,0.35740798711776733
1785943352543869050,0.36397799849510193
1785943352564231785,0.37186199426651
1785943352584712411,0.37448999285697937
1785943352603891998,0.37777501344680786
1785943352626094960,0.37777501344680786
1785943352644647676,0.37777501344680786
1785943352668459273,0.37777501344680786
1785943352685145776,0.37777501344680786
1785943352704027528,0.37777501344680786
1785943352724335444,0.37777501344680786
1785943352743763520,0.37777501344680786
1785943352764082701,0.37777501344680786
1785943352786316640,0.37777501344680786
1785943352804462621,0.37777501344680786
1785943352826015031,0.37777501344680786
1785943352844471647,0.37777501344680786
1785943352864576420,0.37777501344680786
1785943352884688553,0.37777501344680786
1785943352906525326,0.37777501344680786
1785943352924614473,0.37777501344680786
1785943352944358720,0.37777501344680786
1785943352964276478,0.37777501344680786
1785943352984422564,0.37777501344680786
1785943353004379300,0.37777501344680786
1785943353025783225,0.37777501344680786
1785943353043856211,0.37777501344680786
1785943353064430825,0.37777501344680786
1785943353085080770,0.37777501344680786
1785943353105079171,0.37777501344680786
1785943353124210052,0.37777501344680786
1785943353144007133,0.37777501344680786
1785943353164316361,0.37777501344680786
1785943353184270345,0.37777501344680786
1785943353204119972,0.37777501344680786
1785943353224757565,0.37777501344680786
1785943353253726184,0.37777501344680786
1785943353264395537,0.37777501344680786
1785943353285359094,0.37777501344680786
1785943353303954883,0.37777501344680786
1785943353324800963,0.37777501344680786
1785943353344682240,0.37777501344680786
1785943353364759812,0.37777501344680786
1785943353385322873,0.37777501344680786
1785943353405613701,0.37777501344680786
1785943353424610817,0.37777501344680786
1785943353444236116,0.37777501344680786
1785943353464219701,0.37777501344680786
1785943353484636773,0.37777501344680786
1785943353504020335,0.37777501344680786
1785943353526289092,0.37777501344680786
1785943353544530532,0.37777501344680786
1785943353565941561,0.37777501344680786
1785943353584765999,0.37777501344680786
1785943353604946646,0.37777501344680786
1785943353624736432,0.37777501344680786
1785943353644230558,0.37777501344680786
1785943353664708785,0.37777501344680786
1785943353690708111,0.37777501344680786
1785943353704108348,0.37777501344680786
1785943353724335014,0.37777501344680786
1785943353743978042,0.37777501344680786
1785943353764929278,0.37777501344680786
1785943353784791482,0.37777501344680786
1785943353805045060,0.37777501344680786
1785943353824803004,0.37777501344680786
1785943353844637111,0.376460999250412
1785943353864777949,0.37186199426651
1785943353885839685,0.3685770034790039
1785943353904067845,0.3685770034790039
1785943353924624346,0.36792001128196716
1785943353943952803,0.36463499069213867
1785943353964395316,0.3620069921016693
1785943353984578588,0.35412299633026123
1785943354004511610,0.3436110019683838
1785943354025320217,0.3390119969844818
1785943354044397816,0.330471009016037
1785943354064891595,0.3206160068511963
1785943354084856363,0.31338900327682495
1785943354110774374,0.3009060025215149
1785943354124709927,0.29039400815963745
1785943354146216704,0.28382399678230286
