t_ns,v0,v1
1785943346982933093,0.30992892384529114,-1.0
1785943347084865009,0.30998027324676514,-1.0
1785943347183411040,0.3100220263004303,-1.0
1785943347283144795,0.3102589249610901,-1.0
1785943347384721755,0.3103954493999481,-1.0
1785943347483431792,0.3103954493999481,-1.0
1785943347582100580,0.3115258812904358,-1.0
1785943347685017492,0.3115258812904358,-1.0
1785943347790173495,0.3113844096660614,-1.0
1785943347882538627,0.3113844096660614,-1.0
1785943347982396098,0.3113844096660614,-1.0
1785943348083030335,0.3113844096660614,-1.0
1785943348182917184,0.31263259053230286,-1.0
1785943348281430350,0.3133425712585449,-1.0
1785943348382620927,0.31220772862434387,-1.0
1785943348488932492,0.31154143810272217,-1.0
1785943348588279161,0.31154143810272217,-1.0
1785943348682453863,0.3111993372440338,-1.0
1785943348790509141,0.3111993372440338,-1.0
1785943348884564575,0.3111979365348816,-1.0
1785943348985410915,0.3111979365348816,-1.0
1785943349082242227,0.3107741177082062,-1.0
1785943349193852612,0.31051450967788696,-1.0
1785943349281488769,0.3114422559738159,-1.0
1785943349385723906,0.31199169158935547,-1.0
1785943349491279764,0.31199169158935547,-1.0
1785943349583212368,0.31161174178123474,-1.0
1785943349691122296,0.31161174178123474,-1.0
1785943349818683221,0.31148654222488403,-1.0
1785943349886968681,0.311408668756485,-1.0
1785943350001593865,0.310710608959198,-1.0
1785943350085598016,0.3102579414844513,-1.0
1785943350185226296,0.3102579414844513,-1.0
1785943350282835812,0.3101005554199219,-1.0
1785943350391070009,0.3101005554199219,-1.0
1785943350482004656,0.3098563253879547,-1.0
1785943350589339491,0.3098563253879547,-1.0
1785943350681914038,0.3099048137664795,-1.0
1785943350905246620,-0.4363323152065277,-1.0
1785943350919779763,-0.4363323152065277,-1.0
1785943350987286123,-0.4363323152065277,-1.0
1785943351091067419,-0.4363323152065277,-1.0
1785943351185999110,-0.43443745374679565,-1.0
1785943351285901767,-0.3128224313259125,-1.0
1785943351388375751,-0.20586557686328888,-1.0
1785943351488917632,-0.12571154534816742,-1.0
1785943351586652817,-0.04830269515514374,-1.0
1785943351688286259,-0.04039350524544716,-1.0
1785943351787446040,-0.0030855208169668913,-1.0
1785943351886309108,0.002019345061853528,-1.0
1785943351988090426,-0.017840974032878876,-1.0
1785943352088719862,-0.04864748567342758,-1.0
1785943352191607462,-0.09619775414466858,-1.0
1785943352290515586,-0.21046629548072815,-1.0
1785943352389909105,-0.30872347950935364,-1.0
1785943352495615080,-0.3393392264842987,-1.0
1785943352587008496,-0.3525259792804718,-1.0
1785943352685695268,-0.4308016300201416,-1.0
1785943352787077244,-0.4363323152065277,-1.0
1785943352888638779,-0.3452102839946747,-1.0
1785943352989644389,-0.27200305461883545,-1.0
1785943353090658639,-0.41388291120529175,-1.0
1785943353184171813,-0.19117404520511627,-1.0
1785943353284304015,0.07226274907588959,-1.0
1785943353387303298,-0.0694686695933342,-1.0
1785943353486032792,-0.057179927825927734,-1.0
1785943353589532926,0.26331019401550293,-1.0
1785943353687515193,0.1338205635547638,-1.0
1785943353789322753,0.27863287925720215,-1.0
1785943353886754599,0.4360264539718628,-1.0
1785943353991937547,0.4363323152065277,-1.0
1785943354086100473,0.4363323152065277,-1.0
1785943354186422537,0.4363323152065277,-1.0
1785943354292031741,0.4363323152065277,-1.0
1785943354383543049,0.4363323152065277,-1.0
1785943354489661264,0.4363323152065277,-1.0
1785943354590458994,0.4363323152065277,-1.0
1785943354684419352,0.4363323152065277,-1.0
1785943354783675746,0.4363323152065277,-1.0
1785943354887145063,0.4363323152065277,-1.0
1785943354986014178,0.4363323152065277,-1.0
1785943355084077888,0.4363323152065277,-1.0
1785943355183833724,0.4363323152065277,-1.0
1785943355283449458,0.4363323152065277,-1.0
1785943355389700062,0.4363323152065277,-1.0
1785943355483893581,0.4363323152065277,-1.0
1785943355593552277,0.4363323152065277,-1.0
1785943355681210868,0.4363323152065277,-1.0
