t_ns,reverse
1785943346893201658,0
1785943346966999706,0
1785943347067909600,0
1785943347167238540,0
1785943347266587033,0
1785943347367142963,0
1785943347466020174,0
1785943347566076405,0
1785943347666812757,0
1785943347765887064,0
1785943347866064004,0
1785943347967579424,0
1785943348066267637,0
1785943348165476221,0
1785943348266559914,0
1785943348365449606,0
1785943348466038560,0
1785943348569601417,0
1785943348665766144,0
1785943348765958028,0
1785943348865517537,0
1785943348966094619,0
1785943349065296867,0
1785943349170679310,0
1785943349266250000,0
1785943349366160817,0
1785943349467584139,0
1785943349567451435,0
1785943349666514829,0
1785943349792413229,0
1785943349867581919,0
1785943349968170489,0
1785943350068538028,0
1785943350168475502,0
1785943350265508806,0
1785943350368235439,0
1785943350466440530,0
1785943350568244090,0
1785943350682060348,1
1785943350772099666,1
1785943350871931152,1
1785943350971345792,1
1785943351071559020,1
1785943351170397639,1
1785943351271970566,1
1785943351374432837,1
1785943351471276438,1
1785943351571876241,1
1785943351683276602,1
1785943351778624595,1
1785943351871032961,1
1785943351972764005,1
1785943352073239228,1
1785943352173230976,1
1785943352273278151,1
1785943352371592142,1
1785943352470917722,1
1785943352570729976,1
1785943352682445517,1
1785943352770179502,1
1785943352872066040,1
1785943352974293071,1
1785943353071868443,1
1785943353170467884,1
1785943353270520723,1
1785943353371514269,1
1785943353470548990,1
1785943353572962140,1
1785943353683768879,1
1785943353773205327,1
1785943353872357780,1
1785943353972582626,1
1785943354072342910,1
1785943354171170135,1
1785943354274078376,1
1785943354370007927,1
1785943354475421539,1
1785943354572357431,1
1785943354688564145,1
1785943354771283353,1
1785943354871695309,1
1785943354973030660,1
1785943355070752149,1
1785943355171537910,1
1785943355270041764,1
1785943355372448482,1
1785943355470840812,1
1785943355574781634,1
1785943355683841653,1
1785943355788425154,1
1785943355873341660,1
1785943355970844036,1
1785943356070144368,1
1785943356170389054,1
1785943356276593799,1
1785943356371007902,1
1785943356471523734,1
1785943356571449240,1
1785943356684571617,1
1785943356772580492,1
1785943356876848910,1
1785943356972032418,1
1785943357071759709,1
1785943357173489121,1
1785943357270456086,1
1785943357374117410,1
1785943357470244569,1
1785943357570284607,1
1785943357683253666,1
1785943357770414478,1
1785943357876295403,1
1785943357971449726,1
1785943358069779653,1
1785943358172479086,1
1785943358276089847,1
1785943358371199816,1
