t_ns,enabled
1785943346921163905,0
1785943346966720271,0
1785943347067583956,0
1785943347166897984,0
1785943347266340464,0
1785943347367167188,0
1785943347466041199,0
1785943347566092566,0
1785943347666832534,0
1785943347765909241,0
1785943347866082724,0
1785943347967280149,0
1785943348066292086,0
1785943348165500926,0
1785943348266023158,0
1785943348365467142,0
1785943348465662483,0
1785943348567004969,0
1785943348665734079,0
1785943348765738980,0
1785943348865548354,0
1785943348965818609,0
1785943349065126236,0
1785943349170411172,0
1785943349265496500,0
1785943349366178898,0
1785943349467228638,0
1785943349567262180,0
1785943349666536270,0
1785943349791644464,0
1785943349867205297,0
1785943349966634977,0
1785943350068558764,0
1785943350168031454,0
1785943350265184506,0
1785943350367920676,0
1785943350466454163,0
1785943350567933870,0
1785943350681608555,1
1785943350772033711,1
1785943350871889039,1
1785943350970932656,1
1785943351071098171,1
1785943351170421767,1
1785943351271995750,1
1785943351374465478,1
1785943351470876135,1
1785943351571532996,1
1785943351682690724,1
1785943351776794704,1
1785943351870971838,1
1785943351972544509,1
1785943352072635206,1
1785943352173261090,1
1785943352272769012,1
1785943352371272706,1
1785943352470272162,1
1785943352570396812,1
1785943352682394539,1
1785943352769902467,1
1785943352871422624,1
1785943352974328528,1
1785943353071432875,1
1785943353170149664,1
1785943353270212744,1
1785943353371004778,1
1785943353470491772,1
1785943353572534060,1
1785943353683367008,1
1785943353772547830,1
1785943353871098214,1
1785943353972178291,1
1785943354071934639,1
1785943354170603459,1
1785943354273612150,1
1785943354369704107,1
1785943354474848942,1
1785943354571651389,1
1785943354687975579,1
1785943354770923436,1
1785943354871004340,1
1785943354972575667,1
1785943355070510476,1
1785943355171177897,1
1785943355269809052,1
1785943355371886157,1
1785943355470658085,1
1785943355573936355,1
1785943355683438790,1
1785943355780297719,1
1785943355872989679,1
1785943355970467959,1
1785943356069872102,1
1785943356169126479,1
1785943356276640137,1
1785943356370473707,1
1785943356471104999,1
1785943356571079083,1
1785943356684198451,1
1785943356771920564,1
1785943356875866090,1
1785943356971579409,1
1785943357071078595,1
1785943357172662435,1
1785943357270166988,1
1785943357373388711,1
1785943357469832041,1
1785943357569976052,1
1785943357682910549,1
1785943357770091010,1
1785943357875880284,1
1785943357970990765,1
1785943358069528828,1
1785943358171905752,1
1785943358275723274,1
1785943358370815610,1
1785943358470567766,1
1785943358571558623,1
1785943358684167061,1
1785943358772351910,1
1785943358872364972,1
1785943358974657637,1
1785943359072482138,1
1785943359171817671,1
1785943359272982294,1
1785943359371382656,1
1785943359471070458,1
1785943359572983333,1
1785943359686698788,1
1785943359778791493,1
1785943359870967946,1
1785943359973283268,1
1785943360070682985,1
1785943360171678291,1
1785943360275942357,1
1785943360370555571,1
1785943360475065503,1
1785943360577385817,1
1785943360687426384,1
1785943360773699803,1
1785943360871400427,1
1785943360971941348,1
1785943361071114667,1
1785943361176817090,1
1785943361274559699,1
1785943361377220186,1
1785943361476690284,1
1785943361572565401,1
1785943361670016192,1
1785943361772412093,1
1785943361882048869,1
1785943361974146983,1
1785943362070688172,1
1785943362182493252,1
1785943362269894073,1
1785943362370378576,1
1785943362475477745,1
1785943362570670532,1
1785943362671140059,1
1785943362769758509,1
1785943362871819486,1
1785943362975780693,1
1785943363070668541,1
1785943363174892478,1
1785943363278511784,1
1785943363377853365,1
1785943363470786997,1
1785943363577514354,1
1785943363671228687,1
1785943363770871335,1
1785943363872419237,1
1785943363973352365,1
1785943364087418840,1
1785943364176554540,1
1785943364269446539,1
1785943364371028075,1
1785943364470183504,1
1785943364570706025,1
1785943364671181119,1
1785943364769551976,1
1785943364872163373,1
1785943364971941962,1
1785943365072027954,1
1785943365175000485,1
1785943365271967610,1
1785943365379330446,1
1785943365471088515,1
1785943365573536226,1
1785943365674525804,1
1785943365774233542,1
1785943365871499462,1
1785943365972521297,1
1785943366108845648,1
1785943366171659163,1
1785943366270860962,1
1785943366371682566,1
1785943366471211929,1
1785943366575246707,1
1785943366680354004,1
1785943366769934297,1
1785943366876814300,1
1785943366970469943,1
1785943367069874886,1
1785943367169708197,1
1785943367270078231,1
1785943367370644305,1
1785943367470272520,1
1785943367577998026,1
1785943367670185647,1
1785943367772337955,1
1785943367871358500,1
1785943367974468059,1
1785943368072082313,1
1785943368171143979,1
1785943368272238040,1
1785943368370931437,1
1785943368470278074,1
1785943368573285358,1
1785943368671053696,1
1785943368771041829,1
1785943368872379611,1
1785943368971513536,1
1785943369071658986,1
1785943369171262401,1
1785943369273780578,1
1785943369371016898,1
1785943369473189239,1
1785943369572918001,1
1785943369673183552,1
1785943369770421279,1
1785943369871839673,1
1785943369972676476,1
1785943370072828519,1
1785943370174098779,1
1785943370275890370,1
1785943370371156696,1
1785943370471285890,1
1785943370569861650,1
1785943370673236212,1
1785943370769636948,1
1785943370871134896,1
1785943370971132117,1
1785943371071356866,1
1785943371170255391,1
1785943371272835971,1
1785943371371746687,1
1785943371470827810,1
1785943371570775077,1
1785943371671464260,1
1785943371770359776,1
1785943371869223131,1
1785943371973866539,1
1785943372076504273,1
1785943372171544447,1
1785943372274500401,1
1785943372380510900,1
1785943372475116562,1
1785943372592211693,1
1785943372674982135,1
1785943372771066092,1
1785943372881707321,1
1785943372970909680,1
1785943373069569891,1
1785943373169714477,1
1785943373275279199,1
1785943373369837340,1
1785943373491088752,1
1785943373569757699,1
1785943373671865173,1
1785943373772016480,1
1785943373870509005,1
1785943373974405826,1
1785943374074332676,1
1785943374170510524,1
1785943374270168629,1
1785943374371442377,1
1785943374471855453,1
1785943374580725256,1
1785943374672755400,1
1785943374769579576,1
1785943374872040887,1
1785943374970108277,1
1785943375072645943,1
1785943375176437224,1
1785943375272839593,1
1785943375370998058,1
1785943375471924433,1
1785943375570447039,1
1785943375670300991,1
1785943375770554221,1
1785943375871530518,1
1785943375971022952,1
1785943376069477044,1
1785943376171408256,1
1785943376276587716,1
1785943376371525326,1
1785943376469272832,1
1785943376571856709,1
1785943376673034485,1
1785943376769348242,1
1785943376873247815,1
1785943376972089089,1
1785943377073853223,1
1785943377170309225,1
1785943377278003658,1
1785943377371584962,1
1785943377471789647,1
1785943377572260197,1
1785943377669943956,1
1785943377774172661,1
1785943377869613298,1
1785943377973762960,1
1785943378070576736,1
1785943378169697188,1
1785943378274537275,1
1785943378370531085,1
1785943378472718402,1
1785943378570630874,1
1785943378676386643,1
1785943378771674699,1
1785943378871162077,1
1785943378972677914,1
1785943379072670334,1
1785943379174618987,1
1785943379273360802,1
1785943379406010842,1
1785943379471205948,1
1785943379575210933,1
1785943379697615027,1
1785943379770828701,1
1785943379873656330,1
1785943379970245649,1
1785943380071126551,1
1785943380171300898,1
1785943380279021796,1
1785943380375279103,1
1785943380479144530,1
1785943380573830803,1
1785943380670996976,1
1785943380770785773,1
1785943380871313925,1
1785943380974621828,1
1785943381071552312,1
1785943381172305593,1
1785943381271829900,1
1785943381369790790,1
1785943381472914142,1
1785943381570949562,1
1785943381670856028,1
1785943381771283121,1
1785943381871559104,1
1785943381974334795,1
1785943382075844616,1
1785943382172294442,1
1785943382273010537,1
1785943382371336208,1
1785943382477187021,1
1785943382571110290,1
1785943382676990319,1
1785943382783671307,1
1785943382870904409,1
1785943382969715026,1
1785943383070087173,1
1785943383171388634,1
1785943383270827018,1
1785943383369882924,1
1785943383471215394,1
1785943383572498038,1
1785943383671591610,1
1785943383771596479,1
1785943383869644188,1
1785943383970121363,1
1785943384072861565,1
1785943384171998082,1
1785943384273540863,1
1785943384371319987,1
1785943384472242329,1
1785943384573162976,1
1785943384671436486,1
1785943384770385124,1
1785943384871114372,1
1785943384971707775,1
1785943385070394963,1
1785943385170263635,1
1785943385272293731,1
1785943385370216411,1
1785943385473532410,1
1785943385571145767,1
1785943385675804824,1
1785943385770324147,1
1785943385881280748,1
1785943385970596071,1
1785943386071480653,1
1785943386180858827,1
1785943386273062417,1
1785943386371492988,1
1785943386470208113,1
1785943386576893453,1
1785943386670993528,1
1785943386770598703,1
1785943386871254988,1
1785943386970666939,1
1785943387071396219,1
1785943387171291900,1
1785943387273358125,1
1785943387371250596,1
1785943387470818809,1
1785943387579263222,1
1785943387670726976,1
1785943387770639874,1
1785943387872380999,1
1785943387970917206,1
1785943388078583125,1
1785943388172928778,1
1785943388271803237,1
1785943388370535323,1
1785943388474330124,1
1785943388571043800,1
1785943388670686672,1
1785943388770756407,1
1785943388875696114,1
1785943388969912034,1
1785943389070028171,1
1785943389170373885,1
1785943389281048459,1
1785943389372288750,1
1785943389471300174,1
1785943389571200047,1
1785943389670906441,1
1785943389769742980,1
1785943389873416720,1
1785943389971306727,1
1785943390070760952,1
1785943390173167445,1
1785943390271255444,1
1785943390371642631,1
1785943390470815566,1
1785943390574239761,1
1785943390670952829,1
1785943390770407277,1
1785943390872393308,1
1785943390971172244,1
1785943391072041849,1
1785943391170697420,1
1785943391269836689,1
1785943391373988943,1
1785943391470879521,1
1785943391570396949,1
1785943391672854356,1
1785943391770292507,1
1785943391872212390,1
1785943391971464400,1
1785943392074015699,1
1785943392172767050,1
1785943392273797301,1
1785943392372198239,1
1785943392488867370,1
1785943392571372714,1
1785943392674410751,1
1785943392774759857,1
1785943392883142923,1
1785943392969906216,1
1785943393071177404,1
1785943393170584075,1
1785943393271264425,1
1785943393378559098,1
1785943393470942119,1
1785943393572751918,1
1785943393669794790,1
1785943393771783445,1
1785943393869874067,1
1785943393975298208,1
1785943394070275564,1
1785943394177636576,1
1785943394269926409,1
1785943394369183506,1
1785943394473899333,1
1785943394573810247,1
1785943394676024413,1
1785943394769588597,1
1785943394871462559,1
1785943394972471881,1
1785943395072382667,1
1785943395170785493,1
1785943395272906536,1
1785943395377022597,1
1785943395470568220,1
1785943395570331448,1
1785943395671060408,1
1785943395770520393,1
1785943395870459436,1
1785943395969804024,1
1785943396071940076,1
1785943396169683422,1
1785943396272944283,1
1785943396370446148,1
1785943396472650138,1
1785943396569898394,1
1785943396670143752,1
1785943396772918675,1
1785943396871837488,1
1785943396973175814,1
1785943397071304998,1
1785943397180425115,1
1785943397271494487,1
1785943397374537516,1
1785943397472744719,1
1785943397569650658,1
1785943397670288158,1
1785943397770450313,1
1785943397876682484,1
1785943397970455763,1
1785943398071709446,1
1785943398173030556,1
1785943398270622632,1
1785943398371899164,1
1785943398470785624,1
1785943398573938001,1
1785943398670610428,1
1785943398772467365,1
1785943398874665467,1
1785943398974353204,1
1785943399071788539,1
1785943399172070282,1
1785943399273226426,1
1785943399372838768,1
1785943399477875343,1
1785943399578044762,1
1785943399678513264,1
1785943399774452288,1
1785943399872911692,1
1785943399983519960,1
1785943400080798360,1
1785943400173573203,1
1785943400280527704,1
1785943400379162411,1
1785943400471605561,1
1785943400572234069,1
1785943400672198265,1
