collided,completed,episode,episode_length,hitch_angle_variance,jackknifed,label,max_abs_cte_tractor,max_abs_cte_trailer,max_abs_hitch_angle,max_inference_ms,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_heading_err_tractor,mean_abs_heading_err_trailer,mean_abs_hitch_angle,mean_inference_ms,mean_min_lidar,min_clearance_m,p95_inference_ms,rms_cte_tractor,rms_cte_trailer,speed_variance,steering_rate_rms,steering_rate_variance,total_reward,truncated
True,False,1,1,0.0,False,forward_obs/bev/dense,0.0,0.07547083184990305,0.0,0.9837310062721372,0.0,0.07547083184990305,0.0,0.031287873094921925,0.0,0.9837310062721372,nan,nan,0.9837310062721372,0.0,0.07547083184990305,0.0,0.4363323152065277,0.0,-10.0,False
True,False,2,5,0.0011101941514709169,False,forward_obs/bev/dense,0.46743245000805733,0.7092382508962946,0.09067095306487616,0.9913319954648614,0.17244589223503254,0.5435446895796836,0.044843472430778034,0.09745138506152116,0.034783554768884686,0.9779957996215671,nan,nan,0.9909437969326973,0.23358323543409132,0.5622079026189135,9.05215330805748,0.4363323152065277,0.0,10.518352270126343,False
True,False,3,9,0.011254933809175457,False,forward_obs/bev/dense,2.0548368643115955,1.0067164104200859,0.31289440549227804,1.0195710055995733,0.6302466793985179,0.6143728312191098,0.23125303027491276,0.09256395880471867,0.11864980479734274,0.9569785518882176,nan,nan,1.0161673941183835,0.9062178925069193,0.6585570484209056,10.39757597457617,0.4363323152065277,0.0,33.02648854255676,False
True,False,4,8,0.0074503775132819085,False,forward_obs/bev/dense,1.1648074325397109,0.9331452918104066,0.2517207806111486,1.0551509913057089,0.39942949621810825,0.6073030078970671,0.15063666722760086,0.09832091989196287,0.0950147274152373,0.9901103730953764,nan,nan,1.0442344937473536,0.5447305072849236,0.6580544281984756,10.97175356944427,0.4363323152065277,0.0,31.30572748184204,False
True,False,5,10,0.016572187745714544,False,forward_obs/bev/dense,2.0777928430688357,1.0993697447378645,0.3827620351877874,1.1412000167183578,0.6145430196528934,0.6535630113365986,0.1963608040037923,0.0989058383389662,0.14641849096347953,0.9728017961606383,nan,nan,1.072611453128047,0.8929613736419224,0.7059261289100586,10.962186702140858,0.4363323152065277,0.0,37.740723460912704,False
True,False,6,11,0.02295215855212745,False,forward_obs/bev/dense,2.992066460277864,1.1217850972140324,0.4533396954136903,1.0759309807326645,0.852950380688701,0.6213652536307381,0.24085241502744417,0.10642689673615896,0.17501695620168603,0.9739173639735038,nan,nan,1.0556059860391542,1.260498076547881,0.7199492278646499,10.968955564029738,0.4363323152065277,0.0,39.75081753730774,False
True,False,7,10,0.016863813326654136,False,forward_obs/bev/dense,2.628706274784311,1.1030220842221012,0.38603471058467265,1.012421998893842,0.7729302831497046,0.6205013069252661,0.23750407052337982,0.09271907350733448,0.14786799536210932,0.9651737054809928,nan,nan,1.0075660480652004,1.1329325494355966,0.6869018481497016,11.689397650726468,0.4363323152065277,0.0,37.638284772634506,False
True,False,8,11,0.02329847876824258,False,forward_obs/bev/dense,2.6791697224345112,1.1245640778891695,0.456677286085178,1.131650002207607,0.7765464068468533,0.6541043825356335,0.21381761211530506,0.11154061382051696,0.17653853504036485,0.9745034516196359,nan,nan,1.0628404997987673,1.1365342269228194,0.7267660866648656,11.638526529621414,0.4363323152065277,0.0,44.61466659605503,False
True,False,9,10,0.017110889944623144,False,forward_obs/bev/dense,2.3370154892448665,1.147095970894692,0.38878476489505454,1.0449410183355212,0.7000746336849784,0.5975889557521354,0.2031080984663351,0.10192074501986163,0.1490979929428052,0.9800974017707631,nan,nan,1.0248305145069025,1.0103931509390334,0.693645470146238,12.34488583925923,0.4363323152065277,0.0,41.56464064121246,False
True,False,10,5,0.00122690156266204,False,forward_obs/bev/dense,0.34674810866505595,0.7393976869441069,0.09524953480289597,1.028781000059098,0.1589223097406416,0.45630003995021956,0.03923820479337235,0.08939972135953059,0.03654132664810132,0.9842614002991468,nan,nan,1.0240449977573007,0.21192023340118116,0.4967514139207358,11.816395194249244,0.4363323152065277,0.0,12.922020435333252,False
True,False,11,9,0.012106371496066064,False,forward_obs/bev/dense,2.0579428860919533,0.9839510600197998,0.32422200220525954,1.0740309953689575,0.6271145219035914,0.6456416556413619,0.20437645715722763,0.1084000360064965,0.12353926313244783,0.9810373368155625,nan,nan,1.0396474041044712,0.9054350655006441,0.6739305768885326,13.385820984512844,0.4363323152065277,0.0,37.5851194858551,False
True,False,12,9,0.012185120486238002,False,forward_obs/bev/dense,2.2553040794100583,0.9789740845884327,0.32524797526256427,0.9898210118990391,0.6984478942115193,0.528223817699089,0.22073123094601912,0.07258559277396304,0.12399195943137359,0.9583540053831207,nan,nan,0.9857014112640172,1.0018704500224542,0.6000888369012666,13.701746448103652,0.4363323152065277,0.0,36.435009717941284,False
True,False,13,9,0.012258830953133534,False,forward_obs/bev/dense,1.9299372161976294,0.9813592093143187,0.32620509533469655,0.9867520129773766,0.6028828821034689,0.6464053491656179,0.18850558811643137,0.10778314563247113,0.12441596928418491,0.9557719976227317,nan,nan,0.9839560079853982,0.8552122493356665,0.6769934528760618,14.004513993892196,0.4363323152065277,0.0,39.311169147491455,False
True,False,14,9,0.012327858873780873,False,forward_obs/bev/dense,2.378552048465499,0.9899489312387618,0.3270986212263943,1.1549810005817562,0.7296591892649652,0.5215665610618567,0.22812339153731628,0.06193098919452961,0.12481333288308652,0.9865716630075541,nan,nan,1.1061969969887286,1.0499483061319694,0.5963776542286694,14.29446689065066,0.4363323152065277,0.0,43.56072235107422,False
True,False,15,10,0.01773810930877645,False,forward_obs/bev/dense,2.5156154548768397,1.0142774530225407,0.39567580994193813,1.0410510003566742,0.7670866941668939,0.5784404582538312,0.20678509065952824,0.09926291924149455,0.15223491266561326,0.9666058991570026,nan,nan,1.0128589536179788,1.099552154389184,0.667307558881181,14.197573043228711,0.4363323152065277,0.0,42.75229835510254,False
True,False,16,10,0.017806170697176747,False,forward_obs/bev/dense,2.6044283967846007,1.0184441811119467,0.3964160240570964,1.0803110199049115,0.803257591320263,0.6398335995901151,0.21059378943735033,0.11989682300423958,0.15257709561040955,0.9755407023476437,nan,nan,1.0530414670938626,1.1452358723366145,0.6946408459136888,14.41714571291087,0.4363323152065277,0.0,42.02243733406067,False
True,False,17,10,0.017869464900809352,False,forward_obs/bev/dense,2.713625860089435,1.0353038898245994,0.3971030960686209,0.9669410064816475,0.7925247305384315,0.6525760139389097,0.22242508166530106,0.11290364803127037,0.15289571214088896,0.9497599006863311,nan,nan,0.9665679594036192,1.1619867498559986,0.6989246081054189,14.62497120304722,0.4363323152065277,0.0,41.80850172042847,False
True,False,18,9,0.012537176741422068,False,forward_obs/bev/dense,2.339381904640397,1.0536111297841069,0.32979180490558074,1.04967100196518,0.7010350363120756,0.5737334419779335,0.21342644266899516,0.08086848624101409,0.12602045615666105,0.9772149949438043,nan,nan,1.024579006480053,1.01610050831961,0.6292662842998008,15.214060539421787,0.4363323152065277,0.0,38.233237504959106,False
True,False,19,1,0.0,False,forward_obs/bev/dense,0.0,0.10478424488324914,0.0,0.9658519993536174,0.0,0.10478424488324914,0.0,0.013486694296407354,0.0,0.9658519993536174,nan,nan,0.9658519993536174,0.0,0.10478424488324914,0.0,0.4363323152065277,0.0,-10.0,False
