collided,completed,episode_length,jackknifed,label,max_abs_cte_trailer,max_abs_hitch_angle,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_hitch_angle,mean_inference_ms,n_episodes,p95_inference_ms,rms_cte_trailer,total_reward
1.0,0.0,8.1,0.0,forward_obs/bev/dense,0.8856641685021525,0.28814346371955313,0.5681485634066095,0.5370109160341496,0.11048905232031037,0.9719036093462545,30,1.030680304102134,0.5865843912958796,31.702298329770564
