collided,completed,episode_length,jackknifed,label,max_abs_cte_trailer,max_abs_hitch_angle,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_hitch_angle,mean_inference_ms,n_episodes,p95_inference_ms,rms_cte_trailer,total_reward
1.0,0.0,15.633333333333333,0.0,reverse/bev_unet_unfrozen/dense,1.5575271620519555,0.8914629410459504,0.9670318500136893,0.7763078774954245,0.28080696778358366,1.4475105963752621,30,1.7165058187917264,0.8946653632743224,-602.2225780804952
1.0,0.0,15.5,0.0,reverse/bev_unet_unfrozen/dense,1.7266005800610489,0.8740056637203314,0.9509520036739464,0.8732489629428727,0.27504360094051755,1.3644544820826376,30,1.411324464691764,1.0037905403615333,-601.545379781723
