t_ns,v0,v1
1785941064916185522,0.1180974468588829,-1.0
1785941065015951220,0.126076802611351,-1.0
1785941065116160967,0.14506763219833374,-1.0
1785941065215880871,0.1435551941394806,-1.0
1785941065318037669,0.10820376127958298,-1.0
1785941065417956749,0.12046775221824646,-1.0
1785941065516657030,0.12091425061225891,-1.0
1785941065617328267,0.10531255602836609,-1.0
1785941065716103174,0.13169145584106445,-1.0
1785941065816652326,0.09379131346940994,-1.0
1785941065917613238,0.09506472200155258,-1.0
1785941066025325453,0.13981223106384277,-1.0
1785941066116869903,0.1226038709282875,-1.0
1785941066218220975,0.1226038709282875,-1.0
1785941066316855781,0.13961535692214966,-1.0
1785941066416622054,0.12712794542312622,-1.0
1785941066516688660,0.15263763070106506,-1.0
1785941066618829298,0.15277953445911407,-1.0
1785941066718083360,0.130619615316391,-1.0
1785941066817468403,0.12406917661428452,-1.0
1785941066918854292,0.12406917661428452,-1.0
1785941067016711275,0.11981096118688583,-1.0
1785941067116047836,0.1319180727005005,-1.0
1785941067218655661,0.12881284952163696,-1.0
1785941067316404416,0.12881284952163696,-1.0
1785941067422666782,0.13495607674121857,-1.0
1785941067516484089,0.16079720854759216,-1.0
1785941067621983193,0.16079720854759216,-1.0
1785941067715977435,0.14687158167362213,-1.0
1785941067817120114,0.14687158167362213,-1.0
1785941067922627987,0.12658117711544037,-1.0
1785941068027707971,0.13981467485427856,-1.0
1785941068123958045,0.13981467485427856,-1.0
1785941068216731055,0.13761819899082184,-1.0
1785941068321253097,0.14711396396160126,-1.0
1785941068420067270,0.14666792750358582,-1.0
1785941068517063101,0.12833160161972046,-1.0
1785941068616957347,0.12819524109363556,-1.0
1785941068716936238,0.13910187780857086,-1.0
1785941068816718064,0.11735311150550842,-1.0
1785941068921460787,0.11562904715538025,-1.0
1785941069018331876,0.09819293767213821,-1.0
1785941069122507057,0.06303443014621735,-1.0
1785941069217656128,0.0663769468665123,-1.0
1785941069321886831,0.052939385175704956,-1.0
1785941069419354360,0.02599005214869976,-1.0
1785941069520305800,-0.005855767522007227,-1.0
1785941069619064290,-0.009448109194636345,-1.0
1785941069719104527,0.02213851734995842,-1.0
1785941069819691344,0.023221787065267563,-1.0
1785941069920570013,0.017699381336569786,-1.0
1785941070025540425,0.015071382746100426,-1.0
1785941070118984406,-0.004640320781618357,-1.0
1785941070219344655,0.004826707765460014,-1.0
1785941070318818949,0.006975409109145403,-1.0
1785941070418756270,0.004835797473788261,-1.0
1785941070518738168,0.012691417708992958,-1.0
1785941070619178676,-0.0232484582811594,-1.0
1785941070718929013,-0.022219985723495483,-1.0
1785941070819103079,0.030834266915917397,-1.0
1785941070921511279,0.03745704144239426,-1.0
1785941071018623178,0.03102901391685009,-1.0
1785941071119212044,0.016724327579140663,-1.0
1785941071217428881,0.023407692089676857,-1.0
1785941071318796561,-0.024438874796032906,-1.0
1785941071418200229,-0.024617357179522514,-1.0
1785941071521833757,-0.014085494913160801,-1.0
1785941071618989754,0.015164547599852085,-1.0
1785941071717987998,0.01360387448221445,-1.0
1785941071820310403,0.0006482701865024865,-1.0
1785941071919458860,-0.004618705250322819,-1.0
1785941072017545165,-0.053091563284397125,-1.0
1785941072119251386,-0.0478021502494812,-1.0
1785941072217767980,0.00045325749670155346,-1.0
1785941072319838343,0.005116684827953577,-1.0
1785941072419297981,0.0038026857655495405,-1.0
1785941072519800731,0.025268487632274628,-1.0
1785941072620387005,0.0006439675344154239,-1.0
1785941072718030828,0.009137803688645363,-1.0
1785941072821183026,0.00650980556383729,-1.0
1785941072924616354,0.03125590831041336,-1.0
1785941073019888885,0.03174781799316406,-1.0
1785941073120584667,0.026491820812225342,-1.0
1785941073218667196,-0.023172736167907715,-1.0
1785941073319272254,0.006983094848692417,-1.0
1785941073418743636,-0.01117901224642992,-1.0
1785941073518923046,-0.00986501295119524,-1.0
1785941073620939871,0.0042422180995345116,-1.0
1785941073718283011,0.009675000794231892,-1.0
1785941073823072840,0.006168735213577747,-1.0
1785941073918874960,0.006117191631346941,-1.0
1785941074018657970,-0.025945572182536125,-1.0
1785941074118262318,-0.04816637188196182,-1.0
1785941074218322811,-0.0429103747010231,-1.0
1785941074327774901,0.0005597927956841886,-1.0
1785941074418623869,0.02027716115117073,-1.0
1785941074522108207,0.01719103381037712,-1.0
1785941074617793458,0.029832031577825546,-1.0
1785941074720198203,-0.01583593152463436,-1.0
1785941074819115131,0.01161835715174675,-1.0
1785941074919183945,0.01030435785651207,-1.0
1785941075027125704,0.007475304417312145,-1.0
1785941075118465571,-0.015054771676659584,-1.0
1785941075219583673,-0.005075927823781967,-1.0
1785941075317374926,-0.002773249289020896,-1.0
1785941075418860467,-0.008496245369315147,-1.0
1785941075519439668,-0.0014427491696551442,-1.0
1785941075619818606,0.0007543788524344563,-1.0
1785941075718320735,0.004946012049913406,-1.0
1785941075819398132,-0.008525291457772255,-1.0
1785941075921558322,-0.0010854817228391767,-1.0
1785941076022112275,0.00022851757239550352,-1.0
1785941076120552033,0.02454252913594246,-1.0
1785941076220543660,0.006143904756754637,-1.0
1785941076319490958,0.004829905461519957,-1.0
1785941076418808702,0.00514792138710618,-1.0
1785941076519405312,-0.006223105825483799,-1.0
1785941076624210534,-0.006832455284893513,-1.0
1785941076719106954,0.02721359394490719,-1.0
1785941076820778070,-0.0340731218457222,-1.0
1785941076918710641,0.0015841162530705333,-1.0
1785941077025405856,0.005526114255189896,-1.0
1785941077120914460,0.02275015413761139,-1.0
1785941077226317753,-0.001112140016630292,-1.0
1785941077319101676,-0.0030675276648253202,-1.0
1785941077418090063,-0.00012799361138604581,-1.0
1785941077518294978,-0.028387971222400665,-1.0
1785941077618733470,-0.017257550731301308,-1.0
1785941077719669261,-0.009108668193221092,-1.0
1785941077826350716,-0.0194877739995718,-1.0
1785941077920221145,0.04687059670686722,-1.0
1785941078018345947,0.0369143970310688,-1.0
1785941078119814015,-0.021298334002494812,-1.0
1785941078226343047,-0.02624538540840149,-1.0
1785941078319438758,-0.008943300694227219,-1.0
1785941078419663577,-0.4363323152065277,-1.0
1785941078519246164,-0.09293005615472794,-1.0
1785941078619538634,-0.02854406088590622,-1.0
1785941078719051362,0.11562022566795349,-1.0
1785941078818059239,0.14336234331130981,-1.0
1785941078920442030,0.11500062793493271,-1.0
1785941079022180925,0.06942640990018845,-1.0
1785941079120286654,0.044943660497665405,-1.0
1785941079219512235,0.031201865524053574,-1.0
1785941079326369440,0.024161340668797493,-1.0
1785941079420484358,-0.0008658130536787212,-1.0
1785941079524347175,-0.0073446729220449924,-1.0
1785941079620485532,-0.0018624771619215608,-1.0
1785941079718880873,0.04216383025050163,-1.0
1785941079819861434,0.0010830532992258668,-1.0
1785941079919545432,-0.0022272642236202955,-1.0
1785941080017538901,-0.00037358063855208457,-1.0
1785941080115831518,-0.4363323152065277,-1.0
1785941080216163958,-0.4363323152065277,-1.0
1785941080326474449,0.1887628585100174,-1.0
1785941080412059404,-0.4363323152065277,-1.0
1785941080511639687,-0.4363323152065277,-1.0
1785941080621316778,0.4044649302959442,-1.0
1785941080711638525,-0.4363323152065277,-1.0
1785941080812959835,-0.4363323152065277,-1.0
1785941080918653667,0.4363323152065277,-1.0
1785941081016195438,-0.4363323152065277,-1.0
1785941081111843952,-0.4363323152065277,-1.0
1785941081218168081,0.4363323152065277,-1.0
1785941081312116145,-0.4363323152065277,-1.0
1785941081411862418,-0.4363323152065277,-1.0
1785941081519340735,0.4363323152065277,-1.0
1785941081612911888,-0.4363323152065277,-1.0
1785941081712364294,-0.4363323152065277,-1.0
1785941081819205851,-0.4363323152065277,-1.0
1785941081919265448,0.4363323152065277,-1.0
1785941082024291062,0.4363323152065277,-1.0
1785941082119095511,0.4363323152065277,-1.0
1785941082219429103,0.4363323152065277,-1.0
1785941082318264172,0.4363323152065277,-1.0
1785941082420109343,0.41026604175567627,-1.0
1785941082517552743,0.32698217034339905,-1.0
1785941082622258632,0.24814216792583466,-1.0
1785941082719442374,-0.4363323152065277,-1.0
1785941082815919720,-0.4363323152065277,-1.0
1785941082916083193,-0.4363323152065277,-1.0
1785941083018630471,0.4042249917984009,-1.0
1785941083118850555,0.3340752124786377,-1.0
1785941083229147381,0.35780853033065796,-1.0
1785941083318094163,0.363404780626297,-1.0
1785941083417983898,0.21466442942619324,-1.0
1785941083518548826,0.12268442660570145,-1.0
1785941083619032408,0.06870664656162262,-1.0
1785941083718134080,0.02685038559138775,-1.0
1785941083818491961,0.01633838377892971,-1.0
1785941083920632311,-0.018420666456222534,-1.0
1785941084017783827,-0.017106667160987854,-1.0
1785941084124750573,0.004511287435889244,-1.0
1785941084218861651,0.033790361136198044,-1.0
1785941084318795835,0.026441076770424843,-1.0
1785941084421368490,0.02914700284600258,-1.0
1785941084519531790,0.002623448148369789,-1.0
1785941084619117640,-0.006881853099912405,-1.0
1785941084719334108,0.0007499048369936645,-1.0
1785941084818541672,-0.0011120348935946822,-1.0
1785941084923131749,0.0006453522364608943,-1.0
1785941085022552121,0.006090915761888027,-1.0
1785941085119166337,0.004573514685034752,-1.0
1785941085218714266,-0.005983639508485794,-1.0
1785941085321067393,0.0009464453323744237,-1.0
1785941085422843248,0.0009464453323744237,-1.0
1785941085518127460,-0.030288930982351303,-1.0
1785941085618996721,0.007545055355876684,-1.0
1785941085717638535,-0.013203690759837627,-1.0
1785941085818623032,-0.011889691464602947,-1.0
1785941085918675909,-0.014231066219508648,-1.0
1785941086018779508,-0.012984891422092915,-1.0
1785941086117779064,0.018504325300455093,-1.0
1785941086218134897,0.01690964214503765,-1.0
1785941086318510058,0.009775764308869839,-1.0
1785941086420852848,0.009025652892887592,-1.0
1785941086520991360,-0.00017551502969581634,-1.0
1785941086617839281,0.02377120964229107,-1.0
1785941086719751110,0.02114321105182171,-1.0
1785941086819057974,-0.015231224708259106,-1.0
1785941086918118077,-0.030466485768556595,-1.0
1785941087019189169,-0.022456448525190353,-1.0
1785941087120570066,-0.01336706429719925,-1.0
1785941087220735171,0.017347149550914764,-1.0
1785941087318483286,0.014799859374761581,-1.0
1785941087419249567,-0.00781448557972908,-1.0
1785941087518481740,0.015799574553966522,-1.0
1785941087619214547,0.0034389537759125233,-1.0
1785941087718293371,0.004924001172184944,-1.0
1785941087821539716,0.010597426444292068,-1.0
1785941087918495448,0.019770126789808273,-1.0
1785941088019448648,0.017142128199338913,-1.0
1785941088117470470,-0.028278840705752373,-1.0
1785941088218828230,-0.0016344139585271478,-1.0
1785941088319465322,0.0022962610237300396,-1.0
1785941088417768467,-0.006647015921771526,-1.0
1785941088520823188,0.0020853388123214245,-1.0
1785941088618534662,0.0033992216922342777,-1.0
1785941088719808963,-0.020416712388396263,-1.0
1785941088818149421,0.018638379871845245,-1.0
1785941088917977201,0.016010381281375885,-1.0
1785941089025929745,-0.020809046924114227,-1.0
1785941089120067832,0.011944697238504887,-1.0
1785941089220132166,0.011745218187570572,-1.0
1785941089317850168,-0.01972685381770134,-1.0
1785941089417912581,-0.01359709445387125,-1.0
1785941089518007924,-0.010220570489764214,-1.0
1785941089620222933,0.004329035058617592,-1.0
1785941089718616257,0.02852581813931465,-1.0
1785941089826468029,0.026706214994192123,-1.0
1785941089922973568,0.024737656116485596,-1.0
1785941090018219731,-0.026407625526189804,-1.0
1785941090120162249,-0.023388277739286423,-1.0
1785941090218399119,-0.012179242447018623,-1.0
1785941090318530911,-0.020405741408467293,-1.0
1785941090417685834,0.06582549214363098,-1.0
1785941090534808461,0.18075858056545258,-1.0
1785941090627366839,0.18684235215187073,-1.0
1785941090718250592,0.1850259006023407,-1.0
1785941090820107827,0.15959566831588745,-1.0
1785941090918145042,0.1590883880853653,-1.0
1785941091027938937,0.1839020550251007,-1.0
1785941091118472564,0.18079693615436554,-1.0
1785941091226298031,0.17554093897342682,-1.0
1785941091318259970,0.12589552998542786,-1.0
1785941091431825916,0.0974925309419632,-1.0
1785941091518397053,0.0647471696138382,-1.0
1785941091620340884,0.04722299054265022,-1.0
1785941091720187416,0.05069977790117264,-1.0
1785941091818645511,0.04451268911361694,-1.0
1785941091920486586,0.036628685891628265,-1.0
1785941092020090517,0.022495588287711143,-1.0
1785941092120526929,0.007534435950219631,-1.0
1785941092219619129,0.006220436654984951,-1.0
1785941092319647173,-0.0009728471632115543,-1.0
1785941092419122491,0.012214696034789085,-1.0
1785941092518408971,-0.003939121495932341,-1.0
1785941092620887894,-0.003939121495932341,-1.0
1785941092722663302,0.03281212970614433,-1.0
1785941092818162210,0.020996693521738052,-1.0
1785941092919024270,0.014426697045564651,-1.0
1785941093019174367,-0.017652157694101334,-1.0
1785941093120036459,0.005907053593546152,-1.0
1785941093218434648,-0.02426326647400856,-1.0
1785941093320625144,-0.02032126858830452,-1.0
1785941093419935400,-0.017983386293053627,-1.0
1785941093522234060,0.009448121301829815,-1.0
1785941093618924823,0.009382050484418869,-1.0
1785941093719262703,0.02375439926981926,-1.0
1785941093818579071,-0.0020254349801689386,-1.0
1785941093918178522,-0.0122378496453166,-1.0
1785941094019780004,-0.00960985105484724,-1.0
1785941094119528357,0.006919373758137226,-1.0
1785941094218890039,-0.005095799453556538,-1.0
1785941094319961451,-0.005989488214254379,-1.0
1785941094418068973,-0.01575133390724659,-1.0
1785941094519379082,-0.0038698080461472273,-1.0
1785941094622293735,6.102918996475637e-05,-1.0
1785941094720754134,0.00033302721567451954,-1.0
1785941094818173500,0.0332760326564312,-1.0
1785941094919370134,0.010671299882233143,-1.0
1785941095019870100,0.005716017913073301,-1.0
1785941095117899794,0.023126455023884773,-1.0
1785941095220726347,-0.0012449893401935697,-1.0
1785941095320183425,-0.001797399716451764,-1.0
1785941095422619658,-0.022891836240887642,-1.0
1785941095519344438,-0.01662318967282772,-1.0
1785941095620220227,0.008029479533433914,-1.0
1785941095717605225,0.008478222414851189,-1.0
1785941095819068460,0.005511520896106958,-1.0
1785941095917781157,-0.02100919559597969,-1.0
1785941096020600286,-0.01838119700551033,-1.0
1785941096118819619,-0.012862049974501133,-1.0
1785941096217874666,0.020892033353447914,-1.0
1785941096326234457,-0.008932237513363361,-1.0
1785941096418067847,-0.007634070701897144,-1.0
1785941096517922540,0.00146755191963166,-1.0
1785941096618180129,0.004868094809353352,-1.0
1785941096722699675,0.013217923231422901,-1.0
1785941096818049010,0.011686325073242188,-1.0
1785941096918132192,0.009058326482772827,-1.0
1785941097047156082,-0.026451095938682556,-1.0
1785941097117799721,0.00934095773845911,-1.0
1785941097225755081,0.01328295562416315,-1.0
1785941097326342890,-0.00485153729096055,-1.0
1785941097420553012,-0.0016305125318467617,-1.0
1785941097519114023,-0.0020803820807486773,-1.0
1785941097620467207,0.03493067994713783,-1.0
1785941097720509331,0.03230268135666847,-1.0
1785941097820263637,-0.013784738257527351,-1.0
1785941097921155234,-0.04230905696749687,-1.0
1785941098018304127,-0.0384187214076519,-1.0
1785941098119403156,0.007395139429718256,-1.0
1785941098224908789,0.010023137554526329,-1.0
1785941098319648723,0.0216542799025774,-1.0
1785941098419888488,0.02044900320470333,-1.0
1785941098518378392,0.013782340101897717,-1.0
1785941098618613132,0.021774301305413246,-1.0
1785941098720775243,0.020940667018294334,-1.0
1785941098818475196,0.017271777614951134,-1.0
1785941098918722513,-0.026742951944470406,-1.0
1785941099018368910,-0.0400061160326004,-1.0
1785941099120350310,-0.01123796682804823,-1.0
1785941099219415821,-0.005214293021708727,-1.0
1785941099320102002,-0.014799696393311024,-1.0
1785941099419558920,-0.02346833422780037,-1.0
1785941099519390252,-0.02084033563733101,-1.0
1785941099619082123,-0.015699895098805428,-1.0
1785941099723245304,0.023776298388838768,-1.0
1785941099820125354,0.024998176842927933,-1.0
1785941099920235353,-0.009410153143107891,-1.0
1785941100019181115,-0.029685813933610916,-1.0
1785941100126059249,-0.02442389912903309,-1.0
1785941100221252833,0.02404005080461502,-1.0
1785941100318327418,-0.012052850797772408,-1.0
1785941100420813542,-0.012052850797772408,-1.0
1785941100518885286,-0.006477220915257931,-1.0
1785941100622385881,0.009179755114018917,-1.0
1785941100719860993,0.009732207283377647,-1.0
1785941100820391009,-0.009285703301429749,-1.0
1785941100922675781,-0.01153379213064909,-1.0
1785941101020935116,0.01668829470872879,-1.0
1785941101118285840,0.01545012928545475,-1.0
1785941101218111700,0.01924971677362919,-1.0
1785941101319760159,0.015139131806790829,-1.0
1785941101419445054,0.008200831711292267,-1.0
1785941101517659011,-0.02720976434648037,-1.0
1785941101618815227,-0.0013755530817434192,-1.0
1785941101722966471,-0.011675802059471607,-1.0
1785941101819883770,-0.011673715896904469,-1.0
1785941101919156745,0.029660267755389214,-1.0
1785941102020872407,0.012478143908083439,-1.0
1785941102118710637,0.011082367971539497,-1.0
1785941102218759194,-0.02245764434337616,-1.0
1785941102317851618,0.0034441789612174034,-1.0
1785941102418227675,0.004758178256452084,-1.0
1785941102519560442,-0.024777067825198174,-1.0
1785941102619614343,0.017997469753026962,-1.0
1785941102720323406,0.01600482128560543,-1.0
1785941102819627197,-0.0171656496822834,-1.0
1785941102919077587,0.024752739816904068,-1.0
1785941103017717993,0.024595629423856735,-1.0
1785941103120725257,0.026603633537888527,-1.0
1785941103218702821,-0.029277058318257332,-1.0
1785941103320906694,-0.02796305902302265,-1.0
1785941103418727868,-0.008580571040511131,-1.0
1785941103519268508,0.008771402761340141,-1.0
1785941103618839926,-0.028431067243218422,-1.0
1785941103718645785,-0.0257586557418108,-1.0
1785941103818869709,-0.003806433640420437,-1.0
1785941103918448200,0.005634442437440157,-1.0
1785941104017617778,0.006790633779019117,-1.0
1785941104120029659,0.02870459295809269,-1.0
1785941104218576141,-0.019959544762969017,-1.0
1785941104320458017,-0.019959544762969017,-1.0
1785941104420035452,0.001822277787141502,-1.0
1785941104519247272,0.0013625797582790256,-1.0
1785941104619501373,-0.03222605958580971,-1.0
1785941104718044399,0.00634662015363574,-1.0
1785941104818738165,0.008974619209766388,-1.0
1785941104918006788,-0.008209964260458946,-1.0
1785941105019050071,0.008226180449128151,-1.0
1785941105119858593,0.00640401104465127,-1.0
1785941105217996004,-0.02034086361527443,-1.0
1785941105318364509,-0.0063651795499026775,-1.0
1785941105419196200,-0.0038955560885369778,-1.0
1785941105519433084,0.01733793504536152,-1.0
1785941105618282747,0.003176625818014145,-1.0
1785941105721689290,0.003176625818014145,-1.0
1785941105820131000,0.022378835827112198,-1.0
1785941105920289161,-0.010325275361537933,-1.0
1785941106018360169,-0.02661912888288498,-1.0
1785941106127243949,-0.02365698479115963,-1.0
1785941106220469809,0.041292864829301834,-1.0
1785941106317891576,-0.0003115349682047963,-1.0
1785941106420109945,-0.003617894370108843,-1.0
1785941106519521645,0.05010716989636421,-1.0
1785941106619070534,0.022025596350431442,-1.0
1785941106719083058,0.01240925956517458,-1.0
1785941106820701339,-0.029987070709466934,-1.0
1785941106917954044,-0.029901182278990746,-1.0
1785941107022314096,-0.023331185802817345,-1.0
1785941107118257373,0.008811814710497856,-1.0
1785941107218486417,0.03857820853590965,-1.0
1785941107320554508,0.009191942401230335,-1.0
1785941107418600747,0.0020113917998969555,-1.0
1785941107521612747,-0.020119618624448776,-1.0
1785941107618736550,0.002261559944599867,-1.0
1785941107723024472,0.003142236964777112,-1.0
