t_ns,reverse
1785941064857734964,1
1785941064935993459,1
1785941065032846948,1
1785941065135431827,1
1785941065234020135,1
1785941065333412922,1
1785941065433830742,1
1785941065534929003,1
1785941065634820818,1
1785941065734726041,1
1785941065833242666,1
1785941065933424252,1
1785941066034860863,1
1785941066133526774,1
1785941066234761777,1
1785941066333874009,1
1785941066441511917,1
1785941066533524610,1
1785941066633463402,1
1785941066734472060,1
1785941066833673736,1
1785941066934140837,1
1785941067035521638,1
1785941067134322946,1
1785941067235313971,1
1785941067337547637,1
1785941067434028983,1
1785941067533802266,1
1785941067642247628,1
1785941067735211078,1
1785941067836649993,1
1785941067939176278,1
1785941068044012092,1
1785941068133989250,1
1785941068233340276,1
1785941068340059972,1
1785941068433151170,1
1785941068533937068,1
1785941068633864340,1
1785941068750651851,1
1785941068838322615,1
1785941068936615071,1
1785941069040771820,1
1785941069136903552,1
1785941069238359236,1
1785941069348535514,1
1785941069436491121,1
1785941069538021399,1
1785941069637241572,1
1785941069751595484,1
1785941069837968726,1
1785941069941012919,1
1785941070043584070,1
1785941070138677170,1
1785941070238447156,1
1785941070342734022,1
1785941070458554071,1
1785941070536586669,1
1785941070638108627,1
1785941070749925353,1
1785941070837369676,1
1785941070939085305,1
1785941071037352705,1
1785941071137957732,1
1785941071236319279,1
1785941071338980257,1
1785941071437111875,1
1785941071537373816,1
1785941071641173815,1
1785941071749337855,1
1785941071839962046,1
1785941071948033378,1
1785941072042243020,1
1785941072138174489,1
1785941072238020894,1
1785941072340527274,1
1785941072437909359,1
1785941072538040959,1
1785941072642716128,1
1785941072749848480,1
1785941072837762549,1
1785941072939205912,1
1785941073038775026,1
1785941073138774589,1
1785941073245448075,1
1785941073338384420,1
1785941073441879095,1
1785941073538553600,1
1785941073641481181,1
1785941073752069443,1
1785941073838378106,1
1785941073937323004,1
1785941074042335754,1
1785941074140116063,1
1785941074240966570,1
1785941074338575865,1
1785941074438579492,1
1785941074538108764,1
1785941074639821322,1
1785941074751953580,1
1785941074838840761,1
1785941074939786697,1
1785941075039719857,1
1785941075139078659,1
1785941075239242229,1
1785941075343058612,1
1785941075438143520,1
1785941075539397723,1
1785941075641797379,1
1785941075758414292,1
1785941075847929415,1
1785941075940657528,1
1785941076043593269,1
1785941076138962540,1
1785941076239954877,1
1785941076346340160,1
1785941076437195240,1
1785941076538771504,1
1785941076639657533,1
1785941076761639614,1
1785941076838911734,1
1785941076939154603,1
1785941077039531044,1
1785941077138444709,1
1785941077237235521,1
1785941077337458740,1
1785941077438320001,1
1785941077546058232,1
1785941077645759479,1
1785941077763341229,1
1785941077837785016,1
1785941077937367506,1
1785941078039119361,1
1785941078142642709,1
1785941078237968522,1
1785941078344108452,1
1785941078437945439,1
1785941078539720975,1
1785941078638462025,1
1785941078750683311,1
1785941078838183764,1
1785941078938760789,1
1785941079039474396,1
1785941079144426375,1
1785941079237400705,1
1785941079339328631,1
1785941079455739871,1
1785941079536710919,1
1785941079637719065,1
1785941079743141399,1
1785941079838973024,1
1785941079938583420,1
1785941080054160387,1
1785941080141013808,1
1785941080238285073,1
1785941080353643152,1
1785941080444619549,1
1785941080540066487,1
1785941080639758998,1
1785941080738163555,1
1785941080837156774,1
1785941080937478814,1
1785941081037962780,1
1785941081140383172,1
1785941081239669428,1
1785941081339373779,1
1785941081445229313,1
1785941081568326061,1
1785941081640994227,1
1785941081739107348,1
1785941081858387084,1
1785941081939587549,1
1785941082037011908,1
1785941082139826972,1
1785941082237407977,1
1785941082339338527,1
1785941082438366212,1
1785941082538102309,1
1785941082646554936,1
1785941082737237081,1
1785941082843563385,1
1785941082942707043,1
1785941083036788744,1
1785941083138147080,1
1785941083246337137,1
1785941083339665465,1
1785941083437402124,1
1785941083539247806,1
1785941083636867277,1
1785941083737793083,1
1785941083875893390,1
1785941083944203274,1
1785941084038855237,1
1785941084138559877,1
1785941084249723137,1
