t_ns,steer_angle_cmd,steer_rate_cmd,vel_cmd,accel_cmd
1785941064917033907,0.0,-0.1180974468588829,0.0,0.0
1785941065016583020,0.0,-0.126076802611351,0.0,0.0
1785941065117021320,0.0,-0.14506763219833374,0.0,0.0
1785941065216444605,0.0,-0.1435551941394806,0.0,0.0
1785941065318002596,0.0,-0.10820376127958298,0.0,0.0
1785941065418719563,0.0,-0.12046775221824646,0.0,0.0
1785941065517249437,0.0,-0.12091425061225891,0.0,0.0
1785941065617958979,0.0,-0.10531255602836609,0.0,0.0
1785941065716558008,0.0,-0.13169145584106445,0.0,0.0
1785941065817484678,0.0,-0.09379131346940994,0.0,0.0
1785941065918231950,0.0,-0.09506472200155258,0.0,0.0
1785941066028126586,0.0,-0.13981223106384277,0.0,0.0
1785941066117491783,0.0,-0.1226038709282875,0.0,0.0
1785941066218869256,0.0,-0.1226038709282875,0.0,0.0
1785941066319177599,0.0,-0.13961535692214966,0.0,0.0
1785941066417138042,0.0,-0.12712794542312622,0.0,0.0
1785941066517228137,0.0,-0.15263763070106506,0.0,0.0
1785941066619471083,0.0,-0.15277953445911407,0.0,0.0
1785941066718044254,0.0,-0.130619615316391,0.0,0.0
1785941066817936165,0.0,-0.12406917661428452,0.0,0.0
1785941066919585424,0.0,-0.12406917661428452,0.0,0.0
1785941067017260577,0.0,-0.11981096118688583,0.0,0.0
1785941067116984097,0.0,-0.1319180727005005,0.0,0.0
1785941067219172321,0.0,-0.12881284952163696,0.0,0.0
1785941067316963478,0.0,-0.12881284952163696,0.0,0.0
1785941067420007255,0.0,-0.13495607674121857,0.0,0.0
1785941067517043407,0.0,-0.16079720854759216,0.0,0.0
1785941067631851257,0.0,-0.16079720854759216,0.0,0.0
1785941067738132183,0.0,-0.14687158167362213,0.0,0.0
1785941067821987375,0.0,-0.14687158167362213,0.0,0.0
1785941067923497461,0.0,-0.12658117711544037,0.0,0.0
1785941068028410399,0.0,-0.13981467485427856,0.0,0.0
1785941068124430767,0.0,-0.13981467485427856,0.0,0.0
1785941068218130661,0.0,-0.13761819899082184,0.0,0.0
1785941068324374755,0.0,-0.14711396396160126,0.0,0.0
1785941068420498231,0.0,-0.14666792750358582,0.0,0.0
1785941068517702293,0.0,-0.12833160161972046,0.0,0.0
1785941068618038797,0.0,-0.12819524109363556,0.0,0.0
1785941068717281659,0.0,-0.13910187780857086,0.0,0.0
1785941068817125152,-0.011735310778021812,-0.11735311150550842,0.0,0.0
1785941068922991086,-0.023298215121030807,-0.11562904715538025,0.0,0.0
1785941069018972093,-0.03311751037836075,-0.09819293767213821,0.0,0.0
1785941069127324717,-0.039420951157808304,-0.06303443014621735,0.0,0.0
1785941069218356219,-0.04605864733457565,-0.0663769468665123,0.0,0.0
1785941069321858990,-0.05135258659720421,-0.052939385175704956,0.0,0.0
1785941069419703717,-0.05395159125328064,-0.02599005214869976,0.0,0.0
1785941069520897951,-0.05336601287126541,0.005855767522007227,0.0,0.0
1785941069619421264,-0.0524212047457695,0.009448109194636345,0.0,0.0
1785941069719614147,-0.05463505536317825,-0.02213851734995842,0.0,0.0
1785941069820188292,-0.05695723369717598,-0.023221787065267563,0.0,0.0
1785941069921499746,-0.05872717127203941,-0.017699381336569786,0.0,0.0
1785941070026006491,-0.06023431196808815,-0.015071382746100426,0.0,0.0
1785941070119671472,-0.05977027863264084,0.004640320781618357,0.0,0.0
1785941070221199543,-0.060252949595451355,-0.004826707765460014,0.0,0.0
1785941070319653382,-0.060950491577386856,-0.006975409109145403,0.0,0.0
1785941070419325700,-0.0614340677857399,-0.004835797473788261,0.0,0.0
1785941070519179593,-0.0627032145857811,-0.012691417708992958,0.0,0.0
1785941070619536706,-0.060378365218639374,0.0232484582811594,0.0,0.0
1785941070719395367,-0.058156367391347885,0.022219985723495483,0.0,0.0
1785941070821713836,-0.06123979389667511,-0.030834266915917397,0.0,0.0
1785941070922046660,-0.0649854987859726,-0.03745704144239426,0.0,0.0
1785941071019177023,-0.06808839738368988,-0.03102901391685009,0.0,0.0
1785941071119769473,-0.06976082921028137,-0.016724327579140663,0.0,0.0
1785941071217897828,-0.07210160046815872,-0.023407692089676857,0.0,0.0
1785941071319166336,-0.06965771317481995,0.024438874796032906,0.0,0.0
1785941071418745722,-0.06719597429037094,0.024617357179522514,0.0,0.0
1785941071522478486,-0.0657874271273613,0.014085494913160801,0.0,0.0
1785941071619291301,-0.06730388104915619,-0.015164547599852085,0.0,0.0
1785941071718629526,-0.06866426765918732,-0.01360387448221445,0.0,0.0
1785941071820266881,-0.06872909516096115,-0.0006482701865024865,0.0,0.0
1785941071919924159,-0.06826722621917725,0.004618705250322819,0.0,0.0
1785941072017894843,-0.06295806914567947,0.053091563284397125,0.0,0.0
1785941072119661706,-0.05817785486578941,0.0478021502494812,0.0,0.0
1785941072219019548,-0.0582231804728508,-0.00045325749670155346,0.0,0.0
1785941072320435742,-0.05873484909534454,-0.005116684827953577,0.0,0.0
1785941072419695564,-0.05911511927843094,-0.0038026857655495405,0.0,0.0
1785941072520499862,-0.06164196878671646,-0.025268487632274628,0.0,0.0
1785941072620233047,-0.061706364154815674,-0.0006439675344154239,0.0,0.0
1785941072718427356,-0.062620148062706,-0.009137803688645363,0.0,0.0
1785941072821711110,-0.06327112764120102,-0.00650980556383729,0.0,0.0
1785941072925339038,-0.06639671325683594,-0.03125590831041336,0.0,0.0
1785941073020537806,-0.06957149505615234,-0.03174781799316406,0.0,0.0
1785941073121247285,-0.07222068309783936,-0.026491820812225342,0.0,0.0
1785941073219575103,-0.0699034035205841,0.023172736167907715,0.0,0.0
1785941073320151008,-0.07060171663761139,-0.006983094848692417,0.0,0.0
1785941073419092034,-0.06948381662368774,0.01117901224642992,0.0,0.0
1785941073519652515,-0.06849731504917145,0.00986501295119524,0.0,0.0
1785941073621586489,-0.0689215362071991,-0.0042422180995345116,0.0,0.0
1785941073718836281,-0.06988903135061264,-0.009675000794231892,0.0,0.0
1785941073819517726,-0.07050590962171555,-0.006168735213577747,0.0,0.0
1785941073919357507,-0.07111762464046478,-0.006117191631346941,0.0,0.0
1785941074019014720,-0.06852307170629501,0.025945572182536125,0.0,0.0
1785941074119106383,-0.06370643526315689,0.04816637188196182,0.0,0.0
1785941074218771085,-0.05941539630293846,0.0429103747010231,0.0,0.0
1785941074327718003,-0.05947137624025345,-0.0005597927956841886,0.0,0.0
1785941074419452189,-0.06149909272789955,-0.02027716115117073,0.0,0.0
1785941074522505790,-0.06321819126605988,-0.01719103381037712,0.0,0.0
1785941074618318439,-0.06620139628648758,-0.029832031577825546,0.0,0.0
1785941074720849684,-0.06461780518293381,0.01583593152463436,0.0,0.0
1785941074819537100,-0.06577964127063751,-0.01161835715174675,0.0,0.0
1785941074919680508,-0.06681007891893387,-0.01030435785651207,0.0,0.0
1785941075027958089,-0.06755760312080383,-0.007475304417312145,0.0,0.0
1785941075118859282,-0.06605213135480881,0.015054771676659584,0.0,0.0
1785941075220138159,-0.06554453819990158,0.005075927823781967,0.0,0.0
1785941075317855297,-0.06526721268892288,0.002773249289020896,0.0,0.0
1785941075419970590,-0.06441758573055267,0.008496245369315147,0.0,0.0
1785941075520033323,-0.06427331268787384,0.0014427491696551442,0.0,0.0
1785941075620567755,-0.0643487498164177,-0.0007543788524344563,0.0,0.0
1785941075718983385,-0.06484334915876389,-0.004946012049913406,0.0,0.0
1785941075819783042,-0.06399082392454147,0.008525291457772255,0.0,0.0
1785941075922034501,-0.06388227641582489,0.0010854817228391767,0.0,0.0
1785941076022590597,-0.06390512734651566,-0.00022851757239550352,0.0,0.0
1785941076121243548,-0.06635937839746475,-0.02454252913594246,0.0,0.0
1785941076221011582,-0.06697376817464828,-0.006143904756754637,0.0,0.0
1785941076320031875,-0.06745675951242447,-0.004829905461519957,0.0,0.0
1785941076419282800,-0.06797154992818832,-0.00514792138710618,0.0,0.0
1785941076519995383,-0.06734924018383026,0.006223105825483799,0.0,0.0
1785941076625154922,-0.06666599214076996,0.006832455284893513,0.0,0.0
1785941076719953899,-0.06938735395669937,-0.02721359394490719,0.0,0.0
1785941076821185382,-0.06598003953695297,0.0340731218457222,0.0,0.0
1785941076919047966,-0.06613845378160477,-0.0015841162530705333,0.0,0.0
1785941077025935220,-0.06669106334447861,-0.005526114255189896,0.0,0.0
1785941077121213992,-0.0689660832285881,-0.02275015413761139,0.0,0.0
1785941077226283256,-0.06885486841201782,0.001112140016630292,0.0,0.0
1785941077319450649,-0.06854811310768127,0.0030675276648253202,0.0,0.0
1785941077418627684,-0.06853531301021576,0.00012799361138604581,0.0,0.0
1785941077518942843,-0.06569651514291763,0.028387971222400665,0.0,0.0
1785941077619247122,-0.06397075951099396,0.017257550731301308,0.0,0.0
1785941077720039708,-0.06305989623069763,0.009108668193221092,0.0,0.0
1785941077826664616,-0.06111111864447594,0.0194877739995718,0.0,0.0
1785941077920628296,-0.06579817831516266,-0.04687059670686722,0.0,0.0
1785941078018745322,-0.06948962062597275,-0.0369143970310688,0.0,0.0
1785941078120241327,-0.06735978275537491,0.021298334002494812,0.0,0.0
