t_ns,hitch_angle,hitch_rate
1785941064971173097,-0.0045166015625,0.0
1785941065104500034,-0.006308834534138441,0.0
1785941065253890379,-0.002957584336400032,0.0
1785941065381141464,-0.004070384427905083,0.0
1785941065526593415,-0.0025810678489506245,0.0
1785941065676589928,-0.005227517802268267,0.0
1785941065802579748,-0.0016103953821584582,0.0
1785941065951816454,-0.005871918052434921,0.0
1785941066077161225,-0.004091429524123669,0.0
1785941066221558064,-0.005654888693243265,0.0
1785941066374294875,-0.004426722414791584,0.0
1785941066500890831,-0.006816146429628134,0.0
1785941066648668153,-0.004726980347186327,0.0
1785941066774614739,-0.004167160950601101,0.0
1785941066923917752,-0.003832226851955056,0.0
1785941067075082566,-0.004982104990631342,0.0
1785941067201922019,-0.004823226016014814,0.0
1785941067349743023,-0.00529763987287879,0.0
1785941067480242778,-0.007637409958988428,0.0
1785941067631884538,-0.006186960730701685,0.0
1785941067822003088,-0.004322427790611982,0.0
1785941067958523781,-0.005621470510959625,0.0
1785941068158597086,-0.005637563299387693,0.0
1785941068304514432,-0.006530763115733862,0.0
1785941068459689961,-0.0048357415944337845,0.0
1785941068612696254,-0.00587107427418232,0.0
1785941068754086320,-0.0038092483300715685,0.0
1785941068909604583,-0.004649896640330553,0.0
1785941069040287065,-0.0034637313801795244,0.0
1785941069187355527,-0.005555822979658842,0.0
1785941069345544038,-0.004056315403431654,0.0
1785941069465197548,-0.001892063650302589,0.0
1785941069611574303,-0.0046554007567465305,0.0
1785941069738231189,-0.004967664368450642,0.0
1785941069883101871,-0.005120403598994017,0.0
1785941070032839205,-0.003592374501749873,0.0
1785941070163631227,-0.004493854008615017,0.0
1785941070312622004,-0.004415437579154968,0.0
1785941070442765586,-0.005211475770920515,0.0
1785941070591793772,-0.00197457242757082,0.0
1785941070742408101,-0.006423988379538059,0.0
1785941070871871432,-0.007277286611497402,0.0
1785941071024650580,-0.006675370037555695,0.0
1785941071153564194,-0.007921264506876469,0.0
1785941071303509568,-0.003654943546280265,0.0
1785941071456036386,-0.004282895475625992,0.0
1785941071581550316,-0.0067069861106574535,0.0
1785941071731456457,-0.005716415587812662,0.0
1785941071858232547,-0.005202688742429018,0.0
1785941072000184075,-0.0005478258826769888,0.0
1785941072149901600,-0.004306015558540821,0.0
1785941072276567959,-0.0038545154966413975,0.0
1785941072423676903,-0.005856866482645273,0.0
1785941072548673180,-0.004013889469206333,0.0
1785941072694590046,-0.004900229629129171,0.0
1785941072845714410,-0.007333400193601847,0.0
1785941072973333541,-0.007724829483777285,0.0
1785941073123067964,-0.00392813328653574,0.0
1785941073251956200,-0.006544507574290037,0.0
1785941073397870378,-0.004895420745015144,0.0
1785941073547040746,-0.0058945356868207455,0.0
1785941073674360154,-0.006351460702717304,0.0
1785941073821725812,-0.00653756083920598,0.0
1785941073947938584,-0.003742495086044073,0.0
1785941074090472855,-0.001267526182346046,0.0
1785941074238857017,-0.004425942897796631,0.0
1785941074366572088,-0.005792906973510981,0.0
1785941074513055215,-0.0071716271340847015,0.0
1785941074640265979,-0.003466333495453,0.0
1785941074782889437,-0.005850981455296278,0.0
1785941074933677852,-0.005769672803580761,0.0
1785941075061229109,-0.0037523647770285606,0.0
1785941075207230586,-0.004616792779415846,0.0
1785941075334337473,-0.004023853689432144,0.0
1785941075478502239,-0.00466197682544589,0.0
1785941075625496555,-0.0050979601219296455,0.0
1785941075752178433,-0.003940964117646217,0.0
1785941075904769382,-0.004565719049423933,0.0
1785941076038256454,-0.0069847567938268185,0.0
1785941076185505243,-0.005709412973374128,0.0
1785941076335847145,-0.005899949464946985,0.0
1785941076465986950,-0.00494544068351388,0.0
1785941076614294021,-0.00796934962272644,0.0
1785941076767023983,-0.0026359891053289175,0.0
1785941076898393308,-0.005989981349557638,0.0
1785941077047200206,-0.007727987132966518,0.0
1785941077175613512,-0.00584968039765954,0.0
1785941077323101127,-0.006127991713583469,0.0
1785941077476035577,-0.00339220417663455,0.0
1785941077603305639,-0.004295610822737217,0.0
1785941077755369944,-0.00315842148847878,0.0
1785941077908279785,-0.009189927950501442,0.0
1785941078064425656,-0.004442885518074036,0.0
1785941078222555060,-0.005892508663237095,0.0
1785941078348347368,0.20289717614650726,0.0
1785941078495162989,0.003100310917943716,0.0
1785941078625253960,-0.006568375043570995,0.0
1785941078785384114,-0.009170549921691418,0.0
1785941078917961710,-0.007068489212542772,0.0
1785941079068588775,-0.006650111172348261,0.0
1785941079219569485,-0.006729113403707743,0.0
1785941079352123592,-0.00500916363671422,0.0
1785941079500279393,-0.0045200493186712265,0.0
1785941079631325441,-0.008648575283586979,0.0
1785941079784884204,-0.005211905110627413,0.0
1785941079940642348,-0.00538677116855979,0.0
1785941080070832555,0.49265754222869873,0.0
1785941080225433502,-0.016713909804821014,0.0
1785941080378246603,1.010092854499817,0.0
1785941080528085637,-0.02041267417371273,0.0
1785941080683719297,1.0032912492752075,0.0
1785941080816052051,-0.015822332352399826,0.0
1785941080973731774,0.980872392654419,0.0
1785941081114847045,-0.01375532802194357,0.0
1785941081274619265,0.9781508445739746,0.0
1785941081429445820,-0.018912043422460556,0.0
1785941081559475189,0.9823727607727051,0.0
1785941081711285372,0.44639095664024353,0.0
1785941081903891315,-0.016383394598960876,0.0
1785941082035176956,-0.003596229711547494,0.0
1785941082224761790,-0.005809224676340818,0.0
1785941082359315078,-0.005912706721574068,0.0
1785941082504968638,-0.006915912497788668,0.0
1785941082627730557,0.02617110125720501,0.0
1785941082771826520,0.5899792909622192,0.0
1785941082944023350,-0.020139073953032494,0.0
