t_ns,hitch_angle,hitch_rate
1785946192422604066,0.04821937531232834,0.0
1785946192565069998,0.04907238483428955,0.0
1785946192708894386,0.045399878174066544,0.0
1785946192855714695,0.04954195395112038,0.0
1785946192981251630,0.04981914162635803,0.0
1785946193128609430,0.04961414635181427,0.0
1785946193256544594,0.048662930727005005,0.0
1785946193399758952,0.047419559210538864,0.0
1785946193548377404,0.04579746350646019,0.0
1785946193676872652,0.04682515561580658,0.0
1785946193819481068,0.04979304224252701,0.0
1785946193969423471,0.04734741896390915,0.0
1785946194094275710,0.0490935780107975,0.0
1785946194242176729,0.04884800687432289,0.0
1785946194370202552,0.048229265958070755,0.0
1785946194516225393,0.04809020832180977,0.0
1785946194673652156,0.04616333544254303,0.0
1785946194807720080,0.04952959716320038,0.0
1785946194969532085,0.04870224371552467,0.0
1785946195100513852,0.049814652651548386,0.0
1785946195250529026,0.04719756916165352,0.0
1785946195409290811,0.04756777361035347,0.0
1785946195576803849,0.04834280535578728,0.0
1785946195743408280,0.0457887165248394,0.0
1785946195874083060,0.050877656787633896,0.0
1785946196025788085,0.049702972173690796,0.0
1785946196180084241,0.04814136028289795,0.0
1785946196312572173,0.051311951130628586,0.0
1785946196488060212,0.04993423447012901,0.0
1785946196623795875,0.05027777701616287,0.0
1785946196771560281,0.04922528564929962,0.0
1785946196932579171,0.05010736361145973,0.0
1785946197061208151,0.05054128170013428,0.0
1785946197212498569,0.04789559170603752,0.0
1785946197341072187,0.049467120319604874,0.0
1785946197488260541,0.050768591463565826,0.0
1785946197643476058,0.04824119061231613,0.0
1785946197771502713,0.049375057220458984,0.0
1785946197938983142,0.04946529492735863,0.0
1785946198066791869,0.05146586149930954,0.0
1785946198212207585,0.052731942385435104,0.0
1785946198365092588,0.0433802455663681,0.0
1785946198493162220,0.02023509331047535,0.0
1785946198640924194,0.004428122192621231,0.0
1785946198768356396,-0.026833873242139816,0.0
1785946198913959286,-0.0417790450155735,0.0
1785946199072813715,-0.06672119349241257,0.0
1785946199208954000,-0.07880639284849167,0.0
1785946199362903520,-0.11604814976453781,0.0
1785946199492899845,-0.13747254014015198,0.0
1785946199641580987,-0.15490806102752686,0.0
1785946199793106774,-0.19330471754074097,0.0
1785946199920806569,-0.21490179002285004,0.0
1785946200070289724,-0.257769912481308,0.0
1785946200196250706,-0.2799040973186493,0.0
1785946200344949162,-0.30510273575782776,0.0
1785946200497794835,-0.3442575931549072,0.0
1785946200627287173,-0.36244672536849976,0.0
1785946200776430060,-0.39267227053642273,0.0
1785946200903193471,-0.40285974740982056,0.0
1785946201050599336,-0.42210379242897034,0.0
1785946201201445163,-0.42631685733795166,0.0
1785946201327774254,-0.43261027336120605,0.0
1785946201477224544,-0.42728301882743835,0.0
1785946201603335003,-0.42424440383911133,0.0
1785946201750915595,-0.41311758756637573,0.0
1785946201905521555,-0.4003134071826935,0.0
1785946202032723220,-0.3702632486820221,0.0
1785946202185127630,-0.35538068413734436,0.0
1785946202312687293,-0.3383606970310211,0.0
1785946202459436239,-0.3155326843261719,0.0
1785946202613564550,-0.29902034997940063,0.0
1785946202740934477,-0.2632719874382019,0.0
1785946202891813393,-0.24661067128181458,0.0
1785946203019557574,-0.22948792576789856,0.0
1785946203166409660,-0.19369103014469147,0.0
1785946203317396772,-0.17586517333984375,0.0
1785946203446901815,-0.13409142196178436,0.0
1785946203595367750,-0.11634603142738342,0.0
1785946203723669135,-0.10110440850257874,0.0
1785946203872356038,-0.06645023822784424,0.0
1785946204024013029,-0.05037882179021835,0.0
1785946204151336011,-0.02120879851281643,0.0
1785946204300934146,-0.006397542078047991,0.0
1785946204426476553,0.02101013995707035,0.0
1785946204578513366,0.036581914871931076,0.0
1785946204731764494,0.055569298565387726,0.0
1785946204861386789,0.08620195090770721,0.0
1785946205012496593,0.10791448503732681,0.0
1785946205140206501,0.1434839367866516,0.0
1785946205286280544,0.16705937683582306,0.0
1785946205413433184,0.18873484432697296,0.0
1785946205559798597,0.2295212596654892,0.0
1785946205711142073,0.2510380446910858,0.0
1785946205839226778,0.2976718842983246,0.0
1785946205985898442,0.3152693808078766,0.0
1785946206112571385,0.3360294997692108,0.0
1785946206257468138,0.36751607060432434,0.0
1785946206405165310,0.35857152938842773,0.0
1785946206531152853,0.3809218108654022,0.0
1785946206682714993,0.38530582189559937,0.0
1785946206807994480,0.389220267534256,0.0
1785946206956558210,0.3881174325942993,0.0
1785946207111524438,0.3853496313095093,0.0
1785946207239840191,0.3694671094417572,0.0
1785946207389909255,0.3593181371688843,0.0
1785946207515097697,0.34408244490623474,0.0
1785946207672713331,0.3263923227787018,0.0
1785946207852868638,0.3120294213294983,0.0
1785946207990343626,0.2799833416938782,0.0
1785946208142723907,0.26613175868988037,0.0
1785946208275870550,0.2325202077627182,0.0
1785946208435614195,0.22059689462184906,0.0
1785946208597005641,0.18750782310962677,0.0
1785946208730765042,0.15240086615085602,0.0
1785946208887752813,0.13728107511997223,0.0
1785946209026487782,0.11968456953763962,0.0
1785946209182741415,0.08875317126512527,0.0
1785946209376509010,0.07369165867567062,0.0
1785946209509502368,0.04670761898159981,0.0
1785946209692096450,0.014864012598991394,0.0
1785946209833648381,0.008769148029386997,0.0
1785946209989070785,-0.01927812770009041,0.0
1785946210141260979,-0.03053957410156727,0.0
1785946210276088738,-0.06599920988082886,0.0
1785946210432277057,-0.08223472535610199,0.0
1785946210564752541,-0.11453104764223099,0.0
1785946210714763746,-0.137170672416687,0.0
1785946210848743667,-0.17578178644180298,0.0
1785946211005052310,-0.19600887596607208,0.0
1785946211172418367,-0.23915515840053558,0.0
1785946211309781351,-0.264428049325943,0.0
1785946211498941392,-0.30450958013534546,0.0
1785946211649496680,-0.3317629098892212,0.0
1785946211805765930,-0.347180038690567,0.0
1785946211965223677,-0.3663158416748047,0.0
1785946212097820188,-0.3720562756061554,0.0
1785946212254306822,-0.3790232241153717,0.0
1785946212388125649,-0.37446632981300354,0.0
1785946212532278728,-0.37068116664886475,0.0
1785946212681419471,-0.35796502232551575,0.0
1785946212808487756,-0.3472999334335327,0.0
1785946212956223393,-0.3283059895038605,0.0
1785946213086847324,-0.3147932291030884,0.0
1785946213232613836,-0.2959657907485962,0.0
1785946213383569682,-0.2671745717525482,0.0
1785946213510355365,-0.2473018765449524,0.0
1785946213658314435,-0.21069200336933136,0.0
1785946213784406109,-0.19896124303340912,0.0
1785946213932950415,-0.18076327443122864,0.0
1785946214082590408,-0.14150173962116241,0.0
1785946214213799639,-0.1243545189499855,0.0
1785946214359411617,-0.0865337997674942,0.0
1785946214486649636,-0.07250477373600006,0.0
1785946214631030691,-0.05198470875620842,0.0
1785946214781204142,-0.023854272440075874,0.0
1785946214909246574,-0.01292359083890915,0.0
1785946215062105976,0.013390048407018185,0.0
1785946215189887438,0.029176058247685432,0.0
1785946215341151295,0.0404626727104187,0.0
1785946215472033827,0.07137776166200638,0.0
1785946215617594796,0.09519792348146439,0.0
1785946215768893855,0.13272078335285187,0.0
1785946215896577905,0.15155836939811707,0.0
1785946216046557206,0.17338548600673676,0.0
1785946216174316971,0.21158969402313232,0.0
1785946216319075032,0.23423929512500763,0.0
1785946216470144162,0.27547547221183777,0.0
1785946216598286149,0.29574793577194214,0.0
1785946216750367028,0.3164925277233124,0.0
1785946216878773248,0.35915765166282654,0.0
