t_ns,enabled
1785946192300688516,0
1785946192337351998,0
1785946192441284350,0
1785946192538556183,0
1785946192637314456,0
1785946192737943409,0
1785946192838025016,0
1785946192938126143,0
1785946193040555896,0
1785946193137720407,0
1785946193237963139,0
1785946193338130892,0
1785946193437853510,0
1785946193537715524,0
1785946193638349246,0
1785946193739541324,0
1785946193838487594,0
1785946193938333512,0
1785946194039314254,0
1785946194137624374,0
1785946194238977449,0
1785946194337399732,0
1785946194449238489,0
1785946194537097521,0
1785946194637793260,0
1785946194739959228,0
1785946194837573323,0
1785946194939122821,0
1785946195037989409,0
1785946195139934825,0
1785946195238283282,0
1785946195348771079,0
1785946195443487664,0
1785946195539886709,0
1785946195637321886,0
1785946195739397194,0
1785946195838334120,0
1785946195938640374,0
1785946196037797948,0
1785946196138464503,0
1785946196239706246,0
1785946196358349370,1
1785946196449295551,1
1785946196542000769,1
1785946196643669535,1
1785946196742763331,1
1785946196841757891,1
1785946196944416484,1
1785946197056580372,1
1785946197156186601,1
1785946197244553299,1
1785946197348460288,1
1785946197445556797,1
1785946197542377072,1
1785946197648059548,1
1785946197752815879,1
1785946197850504761,1
1785946197941945646,1
1785946198043614637,1
1785946198154702583,1
1785946198243028831,1
1785946198342011838,1
1785946198446470175,1
1785946198544016300,1
1785946198648308806,1
1785946198750204109,1
1785946198843747596,1
1785946198945498253,1
1785946199044096319,1
1785946199156761889,1
1785946199242220516,1
1785946199344427381,1
1785946199443282288,1
1785946199543773829,1
1785946199646635757,1
1785946199744314271,1
1785946199846343210,1
1785946199944257508,1
1785946200043890330,1
1785946200154860352,1
1785946200243006690,1
1785946200344061994,1
1785946200442040198,1
1785946200557443785,1
1785946200643975697,1
1785946200745200864,1
1785946200843132154,1
1785946200950205847,1
1785946201042817398,1
1785946201160683343,1
1785946201242905312,1
1785946201347067414,1
1785946201443435001,1
1785946201542714435,1
1785946201644111928,1
1785946201745111039,1
1785946201841989364,1
1785946201943508141,1
1785946202044593943,1
1785946202155503738,1
1785946202245771399,1
1785946202344686596,1
1785946202446039351,1
1785946202543226551,1
1785946202643767054,1
1785946202747577783,1
1785946202853028763,1
1785946202944026305,1
1785946203043962306,1
1785946203157172919,1
1785946203246267610,1
1785946203345417376,1
1785946203442531517,1
1785946203543293916,1
1785946203642589798,1
1785946203745820475,1
1785946203850331870,1
1785946203944857152,1
1785946204045614718,1
1785946204160642195,1
1785946204244515166,1
1785946204344330075,1
1785946204444329374,1
1785946204544456742,1
1785946204642175929,1
1785946204745357101,1
1785946204853615763,1
1785946204944427667,1
1785946205043185419,1
1785946205154236019,1
1785946205244592739,1
1785946205343097554,1
1785946205443117526,1
1785946205543136058,1
1785946205653218624,1
1785946205742807605,1
1785946205844320238,1
1785946205942464368,1
1785946206044076940,1
1785946206155392638,1
1785946206244958226,1
1785946206346301988,1
1785946206443574568,1
1785946206543905367,1
1785946206645867327,1
1785946206741901975,1
1785946206847731432,1
1785946206943248461,1
1785946207042795072,1
1785946207145607047,1
1785946207249297740,1
1785946207346940765,1
1785946207443456101,1
1785946207550411198,1
1785946207644635030,1
1785946207743115427,1
1785946207844152267,1
1785946207942183529,1
1785946208044335385,1
1785946208143635203,1
1785946208242558721,1
1785946208346057951,1
1785946208444927995,1
1785946208550121749,1
1785946208642926011,1
1785946208745182414,1
1785946208853209804,1
1785946208943995787,1
1785946209045860656,1
1785946209143264888,1
1785946209245170687,1
1785946209349608638,1
1785946209443408807,1
1785946209555811552,1
1785946209644336687,1
1785946209742694168,1
1785946209844072652,1
1785946209944631171,1
1785946210049775676,1
1785946210145153436,1
1785946210243362753,1
1785946210342043702,1
1785946210446312655,1
1785946210544328781,1
1785946210646281781,1
1785946210746082002,1
1785946210844219475,1
1785946210944888686,1
1785946211048531762,1
1785946211157983618,1
1785946211244065851,1
1785946211355329420,1
1785946211466954473,1
1785946211546181168,1
1785946211643311886,1
1785946211743359443,1
1785946211843049164,1
1785946211943663269,1
1785946212046590959,1
1785946212142357726,1
1785946212245199077,1
1785946212343319846,1
1785946212443824155,1
1785946212543826879,1
1785946212643367090,1
1785946212752302832,1
1785946212842139246,1
1785946212944162360,1
1785946213043572967,1
1785946213143934807,1
1785946213243740692,1
1785946213343172387,1
1785946213443349325,1
1785946213543295982,1
1785946213647650923,1
1785946213743196881,1
1785946213842052300,1
1785946213943706122,1
1785946214043292095,1
1785946214143994075,1
1785946214243948157,1
1785946214345204748,1
1785946214442359180,1
1785946214546833389,1
1785946214641623992,1
1785946214744035409,1
1785946214843783691,1
1785946214942074386,1
1785946215043369796,1
1785946215144322504,1
1785946215246554010,1
1785946215343258186,1
1785946215442346381,1
1785946215541644376,1
1785946215643168049,1
1785946215750643675,1
1785946215844095672,1
1785946215944872631,1
1785946216043393382,1
1785946216142777844,1
1785946216242635250,1
1785946216351052990,1
1785946216448990649,1
1785946216542211789,1
1785946216644174326,1
1785946216746016538,1
1785946216844794067,1
1785946216942371777,1
1785946217044976800,1
1785946217151825172,1
1785946217243987876,1
1785946217343502550,1
1785946217443730305,1
1785946217545697994,1
1785946217649653817,1
1785946217746198659,1
1785946217844923097,1
1785946217945275849,1
1785946218048578081,1
1785946218144495316,1
1785946218262455888,1
1785946218349681682,1
1785946218442540569,1
1785946218544208632,1
1785946218643127861,1
1785946218743644778,1
1785946218845755672,1
1785946218943906074,1
