t_s,x,y,yaw,vx,hitch_deg,steer_rad,steer_rate_cmd,vel_cmd,trailer_x,trailer_y,e_y,e_y_t,e_psi_deg,e_psi_t_deg,s_path,enabled,reverse,in_window,progress_m
0.0,10.019691282605809,0.4027862155168198,-3.0939358593116557,0.0,2.762766696153727,0.0,0.029587909579277,0.0,12.819690839509432,0.4012109887041774,0.10313997336172932,-0.10733084889677331,0.18264093775377055,-5.16841442495485,41.00237005988393,False,False,False,0.000766449197605823
0.092919552,10.019691282605809,0.4027862155168198,-3.0939358593116557,0.0,2.762766696153727,0.0,0.029856650998444204,0.0,12.819690839509432,0.4012109887041774,0.10313997336172932,-0.10733084889677331,0.18264093775377055,-5.16841442495485,41.00237005988393,False,False,False,0.000766449197605823
0.192159488,10.01790286290125,0.40262755594996785,-3.0939529205885457,0.0,2.790943094956355,0.0,0.030251599949180003,0.0,12.817901255804536,0.39962759944760506,0.10306097386480036,-0.10874767106299486,0.18166339859492378,-5.197568362916387,41.00416376470282,False,False,False,0.0010272556212811423
0.295341568,10.017125366956453,0.402552689533265,-3.093957787206512,0.0,2.7489504614588167,0.0,0.030538755690355378,0.0,12.817125201892177,0.40159125315065874,0.10302074461762958,-0.10672242708305779,0.18138456192489605,-5.155854566088789,41.004943820170205,False,False,False,0.0018073110886689392
0.394048256,10.017256837921973,0.4024874601160351,-3.093958661137169,0.0,2.6045397918593114,0.0,0.030509255562466624,0.0,12.817250207754286,0.40858080854583534,0.10294973521545803,-0.09977212755617977,0.1813344893866783,-5.011493969027553,41.00481537891339,False,False,False,0.0016788698318563888
0.492494336,10.017310570444048,0.4024559111135172,-3.093958915085658,0.0,2.7566853933662427,0.0,0.0304780639708042,0.0,12.81731024855832,0.4011133166200909,0.10291582875198561,-0.10721501055036271,0.18131993921005035,-5.163654120711088,41.00476310200431,False,False,False,0.0016265929227756715
0.593221888,10.017571246818365,0.40245551729206475,-3.0940096507509502,0.0,2.8448811496953708,0.0,0.030481181935738098,0.0,12.817565250626071,0.3966608092849822,0.1029038470940408,-0.11167246849135327,0.17841299971802332,-5.254756816532257,41.004502700838614,False,False,False,0.0013661917570786386
0.692443648,10.018332955027166,0.4024498613151798,-3.0941363193017817,0.0,2.8525319253601475,0.0,0.0312231369316577,0.0,12.818325356267872,0.3959265956984507,0.10286433538626563,-0.11247178114497039,0.1711554263583439,-5.269665165556727,41.003741997078684,False,False,False,0.0006054879971486571
0.79194112,10.018257000731575,0.40246219496267593,-3.094029936799785,0.0,2.8446013453338828,0.0,0.031219749260737693,0.0,12.818250914953918,0.39662435993253353,0.1028800333475859,-0.11177015439240261,0.17725069473680857,-5.25563931715205,41.00381732800122,False,False,False,0.0006808189196831904
0.893142272,10.018017678752608,0.402507758230258,-3.093769232058525,0.0,2.8098317906276904,0.0,0.0292630642652511,0.0,12.818015603883262,0.3990990540735355,0.10293619049971321,-0.10928433099806836,0.19218797611005345,-5.205932481072562,41.0040543878992,False,False,False,0.0009178788176669173
0.994302208,10.018017678752608,0.402507758230258,-3.093769232058525,0.0,2.763141747444789,0.0,0.0292630642652511,0.0,12.818017451944243,0.40138075921001976,0.10293619049971321,-0.1070119529631515,0.19218797611005345,-5.159242437889649,41.0040543878992,False,False,False,0.0009178788176669173
1.092220672,10.016731588774796,0.4024477763374556,-3.093599488472069,0.0,2.713788902752492,0.0,0.028720236769262587,0.0,12.816731035557801,0.40420789419124203,0.10293344033168866,-0.10408100550366282,0.20191356721339912,-5.100164002094001,41.00534187292633,False,False,False,0.002205363844794306
1.192607488,10.016147357444606,0.4024206462465971,-3.093535248166727,0.0,2.651011560656298,0.0,0.02839262792281197,0.0,12.816142879094546,0.4074285140840224,0.10293230874594209,-0.1008206635811118,0.2055942655841224,-5.033705961627081,41.00592673274588,False,False,False,0.0027902236643413403
1.292600576,10.016709058248383,0.4024022432422574,-3.093729998908019,0.0,2.650030302284809,0.0,0.029234455488181283,0.0,12.816705425247996,0.4069127630534504,0.10288895383220036,-0.10138470469596654,0.19443587005105653,-5.043883098788692,41.00536640532821,False,False,False,0.0022298962466749117
1.39264128,10.016995391654987,0.402389075596936,-3.093800024143971,0.0,2.716684533026958,0.0,0.02965757171205011,0.0,12.816995192104374,0.4034461864700155,0.10286307040907965,-0.10486330291830971,0.19042371957154774,-5.114549480010315,41.005080940347824,False,False,False,0.0019444312662884045
1.492482304,10.017713446201126,0.40239762671665313,-3.0936509070988327,0.0,2.8357357686577442,0.0,0.028802932511091044,0.0,12.817710077581307,0.3980543261700995,0.10283969235266974,-0.11029751233014871,0.19896749691144128,-5.22505693830121,41.00436321552635,False,False,False,0.0012267064448110432
1.603247616,10.018041827563929,0.4023995275620937,-3.0936042070421146,0.0,2.762895339183564,0.0,0.0283122863620519,0.0,12.818041751445763,0.40174664034258384,0.10282699330486052,-0.1066497163117852,0.20164321306443778,-5.1495407926740695,41.00403507429633,False,False,False,0.0008985652147970313
1.69150848,10.018263229300876,0.40239083955924565,-3.0936493678606807,0.0,2.740583833671266,0.0,0.028313672393639192,0.0,12.818263212028343,0.40270184789154306,0.10280847159759691,-0.10571817004914819,0.19905568876121918,-5.129816811464963,41.00381427765488,False,False,False,0.000677768573346782
1.794612736,10.0189460316999,0.4023572582020215,-3.093767254592496,0.0,2.811626167670934,0.0,0.0289985816925764,0.0,12.818943855612883,0.3988664012077403,0.10274456983084451,-0.10959914981666233,0.192301276567654,-5.207613557658238,41.00313364310693,False,False,False,2.8659746078574244e-06
1.895344384,10.019605957951912,0.4024214975892784,-3.09368290403675,0.0,2.802043327582449,0.0,0.028995506807864592,0.0,12.819604571548423,0.3996351276180987,0.1027794090507895,-0.10889265948991968,0.19713420741145504,-5.193197786725903,41.00247151352314,False,False,False,0.000664995558395276
1.991778048,10.021241867372336,0.4025909442781359,-3.0935151703459938,0.0,2.7815667464629037,0.0,0.0271032247692346,0.0,12.821241558092805,0.4012749027578905,0.10287596476707454,-0.10740601685037607,0.20674463997394926,-5.163110773043858,41.000829688682956,False,False,False,0.0023068203985801006
2.093395968,10.021218085205165,0.4025703033314744,-3.0935660221345533,0.0,2.7613815984847667,0.0,0.0271032247692346,0.0,12.821218045423292,0.4020983091752597,0.1028564014490528,-0.10658381169955972,0.2038310471087943,-5.145839217930889,41.00085436492137,False,False,False,0.0022821441601621473
2.192644864,10.021154286241131,0.4025084871139521,-3.0936787528482954,0.0,2.7559662935549274,0.0,0.0280116386711597,0.0,12.82115423739696,0.4019854886829359,0.10279748249038831,-0.10669046688517854,0.19737205298985075,-5.146882907119967,41.000920848820705,False,False,False,0.002215660260830532
2.292782848,10.021154286241131,0.4025084871139521,-3.0936787528482954,0.0,2.692856202633673,0.0,0.028008266244305104,0.0,12.821153114910764,0.4050696291806238,0.10279748249038831,-0.10361860954886193,0.19737205298985075,-5.083772816198719,41.000920848820705,False,False,False,0.002215660260830532
2.391662592,10.02114990536278,0.4025448196004394,-3.093519397453284,0.0,2.6889693343470253,0.0,0.027265623508892507,0.0,12.821148079892236,0.40574210465319227,0.1028339738085738,-0.10294838349414771,0.20650244456663366,-5.070755556335295,41.00092361022733,False,False,False,0.0022128988542036154
2.491566592,10.021147765772106,0.4025639966849481,-3.0934629648156338,0.0,2.8326930250382674,0.0,0.0268202219158411,0.0,12.821145362751142,0.39889563034346887,0.1028532270491837,-0.10976712412880908,0.20973579653081967,-5.211245895062379,41.00092489519602,False,False,False,0.002211613885513941
2.597507328,10.02115052594243,0.40254287536215266,-3.0935629288451008,0.0,2.807848336890733,0.0,0.02683539870658491,0.0,12.821149191041483,0.39980874963069685,0.1028320039048081,-0.10885801398105296,0.20400827953926506,-5.192128723906408,41.00092307669124,False,False,False,0.0022134323902989195
2.696744704,10.021157189846296,0.4024880046883751,-3.09374619265667,0.0,2.80979532483957,0.0,0.0283806379884481,0.0,12.821155194896155,0.3991455928632576,0.10277689123530757,-0.1095190454810996,0.1935080365988379,-5.2045759547956765,41.00091885862105,False,False,False,0.002217650460487164
2.792759296,10.021157189846296,0.4024880046883751,-3.09374619265667,0.0,2.8493479697941693,0.0,0.0283806379884481,0.0,12.821152220384246,0.3972126883198251,0.10277689123530757,-0.11144392260719604,0.1935080365988379,-5.244128599750241,41.00091885862105,False,False,False,0.002217650460487164
2.894240256,10.019847838335384,0.40236358459292465,-3.093833620105527,0.0,2.747912599474617,0.0,0.028416645030317086,0.0,12.81984778172392,0.4018005355826323,0.10271080064620791,-0.10675771918480641,0.18849881276571478,-5.147702453263807,41.002232446750305,False,False,False,0.0009040623312301932
2.99246336,10.01898591289577,0.4022749596786351,-3.09387579583112,0.0,2.711504571815701,0.0,0.029573954641819,0.0,12.818985697573723,0.40337305048379646,0.10266057977000463,-0.1051143417728022,0.1860823216913431,-5.113710916679217,41.003097459873025,False,False,False,3.904920851027782e-05
3.093000448,10.019249509384949,0.40227786731760207,-3.093886769058012,0.0,2.72493669761244,0.0,0.029573859262648685,0.0,12.819249479228073,0.4026888156161916,0.10265176649658457,-0.10581944384650889,0.18545360210281575,-5.127771762064568,41.002833994714635,False,False,False,0.0003025143669006525
3.194488576,10.020372546551181,0.40228598688254175,-3.0939254953599744,0.0,2.7513520766608126,0.0,0.0295552273043723,0.0,12.820372372104128,0.40129760261247766,0.1026099540308825,-0.10730559578281966,0.18323474844421214,-5.156405994771547,41.00171170681851,False,False,False,0.0014248022630241053
3.29193856,10.02043035481315,0.4022862106603083,-3.093927123735329,0.0,2.7454969725165004,0.0,0.029500202119021154,0.0,12.820430265602528,0.40157940129325714,0.10260760775271843,-0.10703011141362946,0.18314144940893293,-5.150644189662468,41.00165394575717,False,False,False,0.0014825633243660263
3.392796928,10.020751432987758,0.40225215855022595,-3.093902308167451,0.0,2.656907171832104,0.0,0.029327407449199244,0.0,12.820748998920298,0.4059441460716578,0.10255931595128406,-0.10271142629843856,0.18456327671455833,-5.060632561672467,41.00133469876451,False,False,False,0.001801810317026309
3.49821824,10.020873091917874,0.4022369489401068,-3.0938947234352407,0.0,2.773863026121789,0.0,0.0292121656239032,0.0,12.82087237597736,0.40023463368906725,0.10253871309592204,-0.10840905857563134,0.1849978498589453,-5.177153842817778,41.00121383623985,False,False,False,0.00192267284168679
3.592542208,10.020966479315156,0.40222945089224643,-3.0939187186581485,0.0,2.9013052547628284,0.0,0.029213941168856405,0.0,12.82095418493549,0.39393195880235304,0.10252707097480981,-0.11469375033912929,0.1836230248578812,-5.305970896459865,41.001120874485835,False,False,False,0.002015634595700533
3.700261632,10.021262572085522,0.4022014782579581,-3.0939806569973407,0.0,2.853515171349549,0.0,0.0295909754931926,0.0,12.821255849952177,0.39606601563891053,0.1024859633515701,-0.1125952683464757,0.1800742194320922,-5.261729618472365,41.00082631793737,False,False,False,0.0023101911441685274
3.795537664,10.021262572085522,0.4022014782579581,-3.0939806569973407,0.0,2.8000301303609336,0.0,0.029589433451544113,0.0,12.821260357382581,0.3986797838417735,0.1024859633515701,-0.10999239864272084,0.1800742194320922,-5.2082445774837565,41.00082631793737,False,False,False,0.0023101911441685274
3.892065024,10.021357207943087,0.40216090894362744,-3.09388408276117,0.0,2.7919707474268045,0.0,0.029086856737032134,0.0,12.821355749922478,0.3993034777062465,0.10244122715822106,-0.10937974892681096,0.18560751557437355,-5.194651898407339,41.000733579122375,False,False,False,0.0024029299591603603
3.99206144,10.021405255255605,0.4021368414614651,-3.0938492705596263,0.0,2.929081316792559,0.0,0.02929827270449818,0.0,12.82138927312777,0.39267641544299614,0.10241504755184898,-0.11598320286689447,0.1876021077983844,-5.329767875549091,41.000686649215616,False,False,False,0.0024498598659192794
4.192375296,10.022308209075252,0.4021266340864287,-3.093941877870761,0.0,2.863470629757966,0.0,0.4363323152065277,0.0,12.822300633293224,0.3956132385084079,0.10236470994890808,-0.11313975986108095,0.182296099718286,-5.26946319659458,40.99978504180846,True,True,False,0.0033514672730774464
4.204610816,10.022308209075252,0.4021266340864287,-3.093941877870761,0.0,2.865244946543364,0.0,0.4363323152065277,0.0,12.82230043024595,0.39552652927048776,0.10236470994890808,-0.11322610276073829,0.182296099718286,-5.271237513380006,40.99978504180846,True,True,False,0.0033514672730774464
4.30041472,10.021576928300302,0.4020729310034853,-3.093953845828277,0.0,2.8791378154180673,0.007588969927978348,0.4363323152065277,0.0,12.821567379473837,0.39476038445476697,0.10234356864355197,-0.11392354620861267,0.18161038626324572,-5.285816095709732,41.00051798698931,True,True,False,0.002618522092227238
4.392538624,10.019976375738304,0.4019502064212682,-3.0939749966510885,0.0,2.8475170433590495,0.04258300913447725,0.4363323152065277,0.0,12.819970313590344,0.3961237158973771,0.10229211707517202,-0.11242271437038116,0.18039853338292347,-5.2554071765310235,41.0021224129187,True,True,False,0.0010140961628337664
4.492784128,10.019976375738304,0.4019502064212682,-3.0939749966510885,0.0,2.8310106149221212,0.11464783406635694,0.4363323152065277,0.0,12.819971875957691,0.3969303706486663,0.10229211707517202,-0.11161943842214006,0.18039853338292347,-5.238900748094151,41.0021224129187,True,True,False,0.0010140961628337664
4.593102848,10.019960792422788,0.4018871362017841,-3.09406220489355,0.0,2.8624978687347498,0.17678673473626993,0.4363323152065277,0.0,12.81995252853351,0.3950843638497361,0.10222980195392115,-0.1134563009650471,0.1754018691511418,-5.275384666138573,41.002140784580895,True,True,False,0.0009957245006404492
4.69326848,10.01995411094925,0.4018551406640045,-3.0940902123039105,0.0,2.8851017414852307,0.22614559034085377,0.43632926910622266,0.0,12.819942722825695,0.39386931808807285,0.10219813506779864,-0.11466559015372267,0.1737971627423835,-5.299593245297781,41.00214888179337,True,True,False,0.000987627288168369
4.794393088,10.019355431384689,0.40177580118833023,-3.094015558844341,0.0,2.849949450600016,0.2766481041720096,0.4346724115026857,0.0,12.81934887589826,0.395716867204636,0.10214548799916763,-0.11277229633165628,0.1780744909017267,-5.260163626253188,41.002750496503616,True,True,False,0.00038601257791981425
4.89371136,10.01905998379826,0.401732880748161,-3.0939878458405734,0.0,2.7504367006091175,0.31954495562315244,0.34823532254038025,0.0,12.819059760504935,0.40061464885440873,0.10211574395068464,-0.10786829803566693,0.1796623290552775,-5.159063038108765,41.003047560018864,True,True,False,8.894906267187253e-05
4.992906752,10.018971768356113,0.4017144162485619,-3.094029823294342,0.0,2.8093348659999338,0.3613631600603724,0.22383998485116555,-0.0008184909428762846,12.818968745924069,0.39760034158836083,0.10210121927415688,-0.1108623541293133,0.1772571981196595,-5.220366334435226,41.003136509081536,True,True,True,0.0
5.09418624,10.018692130089304,0.4016512131632906,-3.09414466384122,0.0,2.867538259615868,0.3771179914474487,0.1906402536756099,-0.25,12.81868266613607,0.39437123730119766,0.10205050983708137,-0.11405288190422264,0.17067731946656037,-5.2851496067042465,41.00341868055997,True,True,True,0.0002821714784317919
5.193796608,10.018692130089304,0.4016512131632906,-3.09414466384122,0.0,2.8919263778499844,0.3771179914474487,0.20419579265639073,-0.25,12.818679313741116,0.3931794137326973,0.10205050983708137,-0.11523961986463277,0.17067731946656037,-5.3095377249383855,41.00341868055997,True,True,True,0.0002821714784317919
5.294263296,10.019169254311713,0.40160405946495314,-3.094209159816666,0.0,2.7981951839681507,0.3771179914474487,0.20500423179639357,-0.25,12.81916629363252,0.39753223005853405,0.1019821924576523,-0.110947877287,0.1669819722779443,-5.219501878245157,41.00294412420869,True,True,True,0.00019238487284667372
5.39471488,10.02584599988207,0.40188450148558175,-3.0955992322000463,-0.10918010621265381,2.796399869592,0.3771179914474487,0.18613334167246373,-0.25,12.825834922019972,0.3940082139692661,0.10196554615970381,-0.11505474082805582,0.08733669149253045,-5.29735184465437,40.996261512291255,True,True,True,0.006874996790280363
5.49319168,10.03694778355132,0.4023521907338114,-3.1022689820304006,-0.16269675439679987,2.8300402418395425,0.3777750134468078,0.21573714026600715,-0.25,12.836805822159068,0.37415709109632866,0.10193924932761592,-0.1358083068182516,-0.2948118241948416,-5.713140732589322,40.985149912840754,True,True,True,0.017986596240781694
5.593529088,10.062857996850468,0.4031931854615623,-3.120810952937546,-0.2791020547470694,2.8331377261477257,0.3777750134468078,0.2832199859602425,-0.25,12.861707649813471,0.32293971133815497,0.10162758828004705,-0.18904932775008815,-1.3571885010286493,-6.7786148937312865,40.95922792810326,True,True,True,0.043908580978275324
5.69366656,10.087893120559212,0.4035992548678175,-3.136242642251677,-0.2667069044620775,2.8944753845645406,0.3771179914474487,0.3702727718284998,-0.25,12.885037384160004,0.2771715339946633,0.1009203335025867,-0.23672228736397222,-2.2413591694854667,-7.724123220604973,40.934199502220785,True,True,True,0.06893700686075022
5.793755392,10.115157061344311,0.40354539965795416,3.1295359201112163,-0.2976127674712837,2.9685020625250984,0.3771179914474487,0.4363323152065277,-0.25,12.909448434569565,0.2248397155879611,0.09965652680675048,-0.29102933619826127,-3.134482217776188,-8.795482911623264,40.907146162561666,True,True,True,0.09599034651986926
5.893779456,10.143801115831147,0.4030800230682692,3.1117400574402856,-0.25911047558739964,3.0183993965577076,0.3771179914474487,0.4363323152065277,-0.25,12.934270013951576,0.17224820415554376,0.09797026621022342,-0.34563178721113735,-4.154110041614926,-9.865008069494614,40.878547999018956,True,True,True,0.12458851006257987
5.99302912,10.169355933431397,0.40223660580591647,3.0968654443676424,-0.252930675451471,2.693982333499227,0.3771179914474487,0.4363323152065277,-0.25,12.957579918992854,0.1457078426237262,0.09603802566912019,-0.3741448555262128,-5.006362592567499,-10.36548862123262,40.85305238171417,True,True,True,0.15008412736736432
6.092653312,10.195591572525947,0.4009573687151871,3.0820016875412346,-0.2359868050916734,2.069881214552639,0.3771179914474487,0.4363323152065277,-0.25,12.982774864766995,0.13335823670547953,0.09364133318871044,-0.3886889535908249,-5.857993126429435,-10.593018036147948,40.82689514425706,True,True,True,0.1762413648244774
6.193803008,10.216204439585113,0.39970562226249035,3.0721499608148974,-0.23128066258499744,1.0783637498461403,0.3771179914474487,0.4363323152065277,-0.25,13.005304847683963,0.15288805088065355,0.09151184657107615,-0.3712429681295459,-6.42245548876479,-10.165962933776827,40.80635439343519,True,True,True,0.19678211564634296
6.296351744,10.24324925448308,0.3977320495934432,3.0573458514557323,-0.2201024361468302,0.4498148389363995,0.3771179914474487,0.4363323152065277,-0.25,13.031382902790497,0.14022329406080547,0.08838694880162866,-0.38617960399452295,-7.270668474495071,-10.385627008597396,40.77941832067252,True,True,True,0.22371818840901625
