t_s,x,y,yaw,vx,hitch_deg,steer_rad,steer_rate_cmd,vel_cmd,trailer_x,trailer_y,e_y,e_y_t,e_psi_deg,e_psi_t_deg,s_path,enabled,reverse,in_window,reversed_m
0.0,9.952013083325458,0.4015316695999276,-3.1053835957093066,0.0,0.7489129178989536,0.0,0.11166000547406191,0.0,12.751263598908125,0.46631246158469253,0.10489526505185788,-0.036364946549355306,-0.47326604280991946,-3.810467627263759,41.07003712347007,False,False,False,0.0013213414787216493
0.098713344,9.952013083325458,0.4015316695999276,-3.1053835957093066,0.0,0.8416791465767259,0.0,0.1115839704871177,0.0,12.751364814908621,0.4617801789784954,0.10489526505185788,-0.04088809201303353,-0.47326604280991946,-3.903233855941509,41.07003712347007,False,False,False,0.0013213414787216493
0.200529408,9.95217624748044,0.40156692900275276,-3.105390502196863,0.0,0.8232079595276158,0.0,0.11158388986530046,0.0,12.75150883276908,0.4626985651760288,0.10492323622428751,-0.039986286329670516,-0.4736617553981424,-3.8851583814806663,41.06987255317971,False,False,False,0.0014859117690875223
0.29837952,9.952292427105837,0.4015957674086582,-3.105393874191811,0.0,0.7569032742219485,0.0,0.1115697547793388,0.0,12.751552611357065,0.46595740866944885,0.10494688141911324,-0.036744447167249554,-0.4738549564772111,-3.8190468972540272,41.069755206412495,False,False,False,0.001603258536299279
0.401065472,9.952930586873366,0.4016132496667148,-3.105387993023181,0.0,0.7753296003518898,0.0,0.11156879140525733,0.0,12.75221095179737,0.46509110841238777,0.10493597735056626,-0.037666205775952595,-0.47351799033608916,-3.837136257242895,41.06911690035775,False,False,False,0.0022415645910456306
0.499170304,9.953408789971704,0.4016256316364237,-3.1053848286270758,0.0,0.8184452700125802,0.0,0.11118995398283,0.0,12.752735935845596,0.46300584321575317,0.10492708882210354,-0.0397900963552718,-0.4733366837945565,-3.8800706203620354,41.0686386195715,False,False,False,0.002719845377292529
0.598354688,9.952852989976648,0.40162072497242907,-3.105349990739704,0.0,0.8121222294980699,0.0,0.11118994440902283,0.0,12.752171194196473,0.4634073863444026,0.10494689479393834,-0.03933960801911097,-0.471340619880975,-3.8717515159339992,41.069194088232486,False,False,False,0.002164376716308425
0.698782976,9.95237970480906,0.4016188246056411,-3.105328569339885,0.0,0.7183336498102496,0.0,0.1111848950386047,0.0,12.751591596533174,0.4680476228056484,0.10496603593941145,-0.034666115880402484,-0.4701132640801171,-3.776735580445285,41.06966698999586,False,False,False,0.0016914749529348683
0.800944128,9.952466477159131,0.40162571861439145,-3.105320140936232,0.0,0.7634159100259794,0.0,0.11118401465905574,0.0,12.751729229375696,0.4658755750573432,0.10496906571540739,-0.03684176361541974,-0.46963035212275456,-3.821334928703646,41.06957999695849,False,False,False,0.0017784679903058986
0.905553408,9.952948666986527,0.4016661578286754,-3.105281326632304,0.0,0.7692302783195449,0.0,0.11093451502916701,0.0,12.752215439960441,0.46574059675882684,0.10498802946660528,-0.0370197270941162,-0.46740645632297756,-3.824925401197381,41.06909648611493,False,False,False,0.0022619788338644753
0.999324672,9.953003972410562,0.4016736941382218,-3.1052796885772707,0.0,0.7747281948290892,0.0,0.1107563373116465,0.0,12.752276776350453,0.46548410960861086,0.10499309975343393,-0.03728067541302813,-0.46731260268292857,-3.830329464066916,41.06904090034264,False,False,False,0.002317564606151734
