t_s,x,y,yaw,vx,hitch_deg,steer_rad,steer_rate_cmd,vel_cmd,trailer_x,trailer_y,e_y,e_y_t,e_psi_deg,e_psi_t_deg,s_path,enabled,reverse,in_window,reversed_m
38.206385408,17.67442687315568,0.9223085455944229,3.099017401094322,-0.24461874388096205,-12.03615920494365,-0.3771179914474487,-0.4363323152065277,-0.25,20.4352420401878,1.3891057322669889,0.19758667385761494,0.5717724927112476,-4.317556634632631,7.817916652263499,33.331242104748114,True,True,True,7.930215759400021
38.300361216,17.69781332125817,0.9227485172490553,3.1165875455616847,-0.2518243239247892,-10.5976620596497,-0.3771179914474487,-0.4363323152065277,-0.25,20.462068007501227,1.3687261283275711,0.19725993103210696,0.5505699789062171,-3.31086151121762,7.386114630384565,33.30785380064044,True,True,True,7.953604063507697
38.405133824,17.726674738027867,0.9226969555565546,3.136000519509108,-0.2536393175277444,-9.892005187431359,-0.3771179914474487,-0.4363323152065277,-0.25,20.487694762655728,1.3882809153360667,0.19626247980437161,0.5693198368517602,-2.1985800362328525,7.792739233151085,33.279009578903484,True,True,True,7.982448285244651
38.500620288,17.749648896730097,0.9248221864251439,-3.1294184109921037,-0.2500079476316906,-9.10670854520055,-0.3771179914474487,-0.4363323152065277,-0.25,20.50875572606124,1.4016130256180268,0.19763360338725086,0.581991748114792,-1.1806416353223552,8.025380991830799,33.25597810924911,True,True,True,8.005479754899028
38.601218304,17.77741413194704,0.9253991126592865,-3.1104291457424216,-0.24211016952854766,-8.024399580217842,-0.3771179914474487,-0.4363323152065277,-0.25,20.536473549730847,1.402464233097239,0.19730022919973392,0.5819821292210827,-0.0926368804610803,8.03107678170929,33.228208881816876,True,True,True,8.033248982331259
38.702236672,17.79972229997703,0.9289938593503623,-3.0914065623586637,-0.24641819038072862,-6.731168980994948,-0.3771179914474487,-0.4363323152065277,-0.25,20.560457231662763,1.3962653403655962,0.2001619066238492,0.5750417228471718,0.9972768628638815,7.827759925811419,33.205794882464964,True,True,True,8.05566298168317
38.800008448,17.827273256668047,0.9321346380291478,-3.070607899667228,-0.25038837525948743,-6.056185147167549,-0.3771179914474487,-0.4363323152065277,-0.25,20.583682148148835,1.4242830129788633,0.20239803037288456,0.6023249458077395,2.1889524545993724,8.344451683719472,33.17815578957322,True,True,True,8.083302074574917
38.902355712,17.848548737876467,0.935315411521604,-3.0547258314910155,-0.2493149193143414,-4.98261338025802,-0.3771179914474487,-0.4363323152065277,-0.25,20.60635161962271,1.4195914334678807,0.2048798027447238,0.5969319219487716,3.0989279310353925,8.180855393245965,33.15678749000225,True,True,True,8.104670374145883
39.00084992,17.875964475537522,0.9389230681140238,-3.036151744106082,-0.2449906056004391,-3.767217509699877,-0.3771179914474487,-0.4363323152065277,-0.25,20.635035553090315,1.4159207505105686,0.20758698531822514,0.5923726018386776,4.163144746499246,8.029676338151688,33.129268241827525,True,True,True,8.13218962232061
39.10934912,17.90044474311678,0.9419123180935971,-3.0194634715471804,-0.24101892438406403,-3.2156900279873617,-0.3771179914474487,-0.4363323152065277,-0.25,20.656078341362825,1.438383336600772,0.20977230193867216,0.6141711529576127,5.119312331488314,8.43431644142822,33.10470315466178,True,True,True,8.156754709486357
39.200767488,17.92154989913142,0.9457242077423391,-3.0037749061879446,-0.24525427569296493,-2.436447688789678,-0.3771179914474487,-0.4363323152065277,-0.25,20.676140748791862,1.4479485111834989,0.2128904337298681,0.6231089410329286,6.018200913187669,8.553962683929859,33.083484404292605,True,True,True,8.17797345985553
39.30570368,17.951836395470448,0.9501608092604499,-2.983745418557069,-0.24822634692803822,-1.2260651569004573,-0.3771179914474487,-0.4363323152065277,-0.25,20.706975865067754,1.449366681688922,0.2163320283435068,0.623569244997126,7.16580602024631,8.491185259099343,33.053068771469334,True,True,True,8.2083890926788
39.400973312,17.971656213880536,0.9540699540248765,-2.9687591741523023,-0.24850031302282483,-0.7368559836049025,-0.3771179914474487,-0.4363323152065277,-0.25,20.723519586033056,1.471030282295192,0.2195894892431678,0.6447088556405719,8.024454575391006,8.860624640948416,33.0331314807034,True,True,True,8.228326383444731
39.501956864,18.00146374098277,0.9599607143649728,-2.9474345354615874,-0.24916631897357452,-0.048250121221759416,-0.3771179914474487,-0.4363323152065277,-0.25,20.748397084637975,1.5025076759408735,0.2245004259334534,0.6753988329072491,9.248892511502993,9.393830575184644,33.00315719045912,True,True,True,8.258300673689014
39.602814208,18.021454226191842,0.9639289460201295,-2.9347028542151317,-0.2485941480899838,1.087117990660592,-0.3771179914474487,-0.4360838369446555,-0.25,20.772162136493854,1.487002547152846,0.22781227019418765,0.6592779930670094,9.978364113030791,9.605236515252866,32.98304753981681,True,True,True,8.278410324331325
39.710279424,18.04295800375739,0.9690738686732263,-2.919126821323281,-0.24450794852417207,1.6468129867284187,-0.3771179914474487,-0.3575080297205353,-0.25,20.790581788000694,1.5081133294370113,0.23225064705971413,0.6800110411159145,10.87080505929082,9.937982465445021,32.961386896024564,True,True,True,8.30007096812357
39.804215552,18.07176743023329,0.976259710378943,-2.899345796091444,-0.24173945303767613,2.1718758243333274,-0.3771179914474487,-0.41255260302494096,-0.25,20.813513512914554,1.544439627396375,0.23848974560923483,0.7158650111610286,12.004174319516826,10.546288888066117,32.93235772062844,True,True,True,8.329100143519696
39.90258432,18.095922034241546,0.9823364536942613,-2.8829248169102755,-0.24605792000358734,3.3243450429318973,-0.3771179914474487,-0.43568574030324353,-0.25,20.83974792931237,1.540386144616844,0.24377268597688576,0.7112805472183741,12.945027122069957,10.334672472020745,32.90801717328069,True,True,True,8.353440690867444
40.001182464,18.115232926561518,0.9878167546152904,-2.869121873415696,-0.24777753219778256,4.695180668018014,-0.3771179914474487,-0.24581711042946114,-0.25,20.864567091713262,1.518063535208411,0.2486180316042284,0.6884594002678637,13.735877529166967,9.754687254031552,32.88853726347263,True,True,True,8.372920600675506
40.100204544,18.143189376760215,0.9960715853157864,-2.8498680321121928,-0.2514713909697014,6.0579047789154705,-0.3771179914474487,0.015125747153614498,-0.25,20.89489743609272,1.513857985489197,0.25595346322223017,0.6836398695390465,14.839041375272316,9.49512698923956,32.86032562083021,True,True,True,8.401132243317925
40.201038848,18.164791382937977,1.0028267647824327,-2.834474430971854,-0.2535518952821464,6.682068458519235,-0.3758040070533752,-0.0705347571623316,-0.25,20.914141608728773,1.5329902640391273,0.26199801935599587,0.7023781060383872,15.721029752121503,9.752951686484963,32.83851409952434,True,True,True,8.422943764623795
40.30074368,18.191094025328898,1.011471835393821,-2.816836939829849,-0.24499863611163933,7.341589642410083,-0.3771179914474487,-0.030045177078466757,-0.25,20.937144532140124,1.5584696544404832,0.26977760871343176,0.7273859541519714,16.731583555757812,10.10398430623038,32.81194260667862,True,True,True,8.449515257469514
40.40699904,18.21465472273248,1.0199674487296941,-2.800138684369165,-0.24498321380964913,8.066955128198453,-0.3771179914474487,-0.1865458419161558,-0.25,20.958473936962292,1.5780499870905467,0.2774975610099088,0.7465298816465564,17.688323118886263,10.335358383570503,32.78811648142427,True,True,True,8.473341382723866
40.500896768,18.230769191832618,1.0279839092735268,-2.7855704423945653,-0.24282266781431122,9.543208548799603,-0.3771179914474487,-0.06843794508763834,-0.25,20.980665254293026,1.555308899829385,0.2849823221779277,0.7233436135126552,18.523021898956127,9.693803743039208,32.771748277360054,True,True,True,8.48970958678808
40.604888576,18.257517861354465,1.0381081842035198,-2.7664472359601584,-0.24678067733860587,10.675809674687027,-0.3771179914474487,0.2534288944846024,-0.25,21.00775316754323,1.5636609984789225,0.2942257255422884,0.7311448800075134,19.618700918405114,9.656881636600708,32.74468258397727,True,True,True,8.516775280170862
40.719362816,18.276820265108125,1.0466798506976884,-2.7504426238980613,-0.2489480884273246,11.921962579543367,-0.36151457525177183,0.07287062622069629,-0.25,21.030029398121158,1.5564243650317118,0.3021610584382791,0.7234581583421178,20.535697642307422,9.327725455646688,32.7251099819789,True,True,True,8.536347882169231
40.80279808,18.300602961605687,1.0571047062874623,-2.7318938564693043,-0.25183365482847714,13.621839534495033,-0.34634438526572975,0.13196740739454166,-0.25,21.059309963138716,1.5362035266707292,0.3118019537144049,0.7026479106876657,21.59846373114493,8.690614589532556,32.70099883507467,True,True,True,8.560459029073463
40.90014464,18.322117785155925,1.0665836327402516,-2.715975477027645,-0.25147823080497766,14.634850181565069,-0.33540873951327027,0.4363323152065277,-0.25,21.081664672040574,1.540820893070189,0.3205716510225825,0.7068111621030511,22.510519689839832,8.589659901157424,32.67918530513983,True,True,True,8.582272559008302
41.000948224,18.341074162709994,1.0755484158530877,-2.702042933423605,-0.24515481516407556,15.82151022209479,-0.3193205090658638,0.4360231056805367,-0.25,21.103772281563543,1.5310691114126318,0.3289112149035374,0.6966132272880319,23.30879563623329,8.20127580702115,32.659945677791356,True,True,True,8.601512186356778
41.104370432,18.365737326909215,1.087560364480489,-2.683369708409357,-0.24318172499840776,17.65308812206767,-0.2729119844418669,0.29622854175275715,-0.25,21.134246769629318,1.506315024836212,0.3401095364552712,0.671246460203017,24.37869261944781,7.4395948902628195,32.6349025914686,True,True,True,8.626555272679532
41.203039744,18.38269220416727,1.0975030221532696,-2.6648871758203443,-0.23957817625655872,18.46159425659704,-0.22831080901213727,0.4363323152065277,-0.25,21.149344640126806,1.52835601169747,0.3494919574180858,0.6929768595625894,25.437663731511282,7.690059867796874,32.61763138765097,True,True,True,8.643826476497168
41.299701248,18.406665946189296,1.1100392244999537,-2.648587068570698,-0.24578162592154176,19.294079014631365,-0.19662491086294656,0.4363321270291328,-0.25,21.17255121790009,1.5457899143827243,0.36123681568723454,0.7099367448267475,26.371591082526585,7.791502460777856,32.593260196049954,True,True,True,8.66819766809818
41.399517696,18.42317047780451,1.1191860739639532,-2.639066059373532,-0.24717517981474574,20.302774527451312,-0.15617790469041695,0.43626724093988456,-0.25,21.192487963566762,1.5325632178065147,0.3698385939791829,0.6963086160814591,26.91710472622944,7.328320591660802,32.57646514233849,True,True,True,8.684992721809643
41.502135552,18.450511546334695,1.1346155528076711,-2.6248382950614277,-0.24894963496239808,22.07637641189751,-0.1119931418440209,0.4360260640127499,-0.25,21.226356018153123,1.5016134659830302,0.38436497070620157,0.6646786638088219,27.732295573219865,6.3699095542050195,32.54863373517058,True,True,True,8.712824128977552
41.602924544,18.466524786772094,1.1443828357446302,-2.617451981654756,-0.2524186421127533,22.98817434007271,-0.06929438283837908,0.2321009033808046,-0.25,21.24539789016778,1.4876965046016075,0.3936019078718689,0.6505884127910555,28.151268494436977,9.580742707972385,32.53228033341302,True,True,True,8.729177530735114
41.698188032,18.490702813151454,1.159069774483476,-2.609963277971621,-0.264085323863752,24.390820550797965,-0.03231631609683844,0.30560919925847885,-0.25,21.27500808894009,1.4551172896150177,0.407487844092055,0.6188533302036047,28.5803396095047,8.607167612314832,32.50763355057208,True,True,True,8.753824313576054
41.804706816,18.512234070865407,1.1718491370024156,-2.606679828192181,-0.25258073314377805,26.256237999203016,-0.002476208894668808,0.4363323152065277,-0.25,21.30401170866193,1.386273065469545,0.41955405117636163,0.5513609013234231,28.768467424109776,6.9298779785148215,32.48569468524742,True,True,True,8.775763178900718
41.900345088,18.52761429683651,1.181671777562193,-2.6044787001689342,-0.23508298319003276,27.14138860620164,0.02690745871755012,0.4363323152065277,-0.25,21.321987492037813,1.3590934389805993,0.4288668964374241,0.5250038952898829,28.89458277000978,6.170842717416187,32.470000529276724,True,True,True,8.79145733487141
41.99846528,18.5514289284877,1.196023678391989,-2.602854193030079,-0.23847642804754063,27.769643782878582,0.0656214670526947,0.4363323152065277,-0.25,21.347337427331002,1.3473368175960572,0.4424298952897318,0.5143812921748702,28.987660172855094,5.635664943584582,32.44572793567319,True,True,True,8.815729928474944
