collided,completed,episode_length,jackknifed,label,max_abs_cte_trailer,max_abs_hitch_angle,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_hitch_angle,mean_inference_ms,n_episodes,p95_inference_ms,rms_cte_trailer,total_reward
1.0,0.0,221.26666666666668,0.0,forward/bev_unet_unfrozen/dense,0.619851661655271,0.13812182551884095,0.29464634611228036,0.3420862049910811,0.054490730307455555,1.384078555961409,30,1.487598044805054,0.36844211858427056,618.9494195302327
0.0,1.0,221.7,0.0,forward/bev_unet_unfrozen/dense,0.6694478629715549,0.1514735085245166,0.30245428844454014,0.3581598590297326,0.06428775020974359,1.3744184853668775,30,1.4142648917913903,0.38757341369353787,618.4886672655741
