algo,direction,obs,reward,n_seeds,completion_mean,completion_ci95,trailer_cte_mean,trailer_cte_ci95,max_hitch_mean,max_hitch_ci95,jackknife_mean,jackknife_ci95,ep_return_mean,ep_return_ci95,steps_to_threshold_mean
td3,forward,bev,multiplicative,3,0.0,0.0,1.1744395432139756,0.0006782739231146615,0.803586988763224,0.0009293675266336995,0.0,0.0,-463.0234960766464,0.060904315554545264,nan
td3,forward,lidar24,multiplicative,3,1.0,0.0,0.4569676673107317,0.08756677672312665,0.10150703832429524,0.012954617277615817,0.0,0.0,641.2630387622752,86.10664805010173,233333.33333333334
td3,forward,lidar64,multiplicative,3,0.6666666666666666,0.6533333333333334,0.9497783151858563,0.44174670305614655,0.3268960489737462,0.4675435300414799,0.0,0.0,186.7867694133854,645.0848796227257,400000.0
td3,forward,lidar8,multiplicative,3,1.0,0.0,0.4138614967397401,0.2037185877965276,0.10419107690783373,0.019982159807551608,0.0,0.0,666.2036292911342,142.0886908663005,233333.33333333334
td3,forward,state,multiplicative,3,1.0,0.0,0.33987319010153155,0.11983160374371811,0.12500676795995483,0.004906010961579838,0.0,0.0,696.9537048982844,114.53715176679137,233333.33333333334
td3,reverse,lidar24,multiplicative,3,0.6312990328531763,0.6187160987001559,1.2136195458647911,0.5424756907557434,0.4474226305744095,0.49550225117083146,0.0,0.0,137.32262991665314,606.6534994275302,850000.0
td3,reverse,lidar64,multiplicative,3,0.3119741100323625,0.6114692556634305,1.0023320689693727,0.1402580695914955,0.7117563102221071,0.47061970610472675,0.007119741100323624,0.013954692556634306,-159.24615558323597,609.1860052087103,1200000.0
td3,reverse,lidar8,multiplicative,3,0.9004345553296392,0.12548632572823176,1.3143402339993644,0.5078761829790169,0.3226364775639518,0.1820976319721585,0.00377478873099572,0.005558436108094273,374.87409825005875,218.51279783865118,750000.0
td3,reverse,state,multiplicative,3,0.9704627160795826,0.0036750073759943083,1.0050570396124394,0.18389727578072912,0.20983007640439122,0.07756794833481122,0.0,0.0,548.7330934667601,84.73657947568546,833333.3333333334
