t_ns,hitch_angle,hitch_rate
1785942415258669348,-0.003741757944226265,0.0
1785942415417145568,-0.006766193080693483,0.0
1785942415550049661,-0.004392888396978378,0.0
1785942415698963238,-0.005886039696633816,0.0
1785942415850170887,-0.004781331866979599,0.0
1785942415975844108,-0.007080438081175089,0.0
1785942416123811665,-0.004518392961472273,0.0
1785942416252576973,-0.005336932837963104,0.0
1785942416398766541,-0.007633276283740997,0.0
1785942416546993883,-0.006223780568689108,0.0
1785942416673140274,-0.009280596859753132,0.0
1785942416821844883,-0.006364981643855572,0.0
1785942416947142153,-0.006569979712367058,0.0
1785942417100900270,-0.004139648284763098,0.0
1785942417247923630,-0.0036368221044540405,0.0
1785942417371726698,-0.008868738077580929,0.0
1785942417518028846,-0.00561514962464571,0.0
1785942417648836153,-0.004507486242800951,0.0
1785942417803889104,-0.007600948214530945,0.0
1785942417965867347,-0.006348301190882921,0.0
1785942418098621066,-0.004848427139222622,0.0
1785942418288361345,-0.007561834529042244,0.0
1785942418429736870,-0.007698158733546734,0.0
1785942418581082989,-0.005419474560767412,0.0
1785942418743616006,-0.006165605038404465,0.0
1785942418889177005,-0.003833894617855549,0.0
1785942419054230439,-0.0068252962082624435,0.0
1785942419202417684,-0.009275450371205807,0.0
1785942419358238889,-0.004447168670594692,0.0
1785942419520925064,-0.006195285357534885,0.0
1785942419653524665,-0.0059367152862250805,0.0
1785942419809618456,-0.00833985861390829,0.0
1785942419967311189,-0.00898878462612629,0.0
1785942420099055717,-0.004642887972295284,0.0
1785942420253478307,-0.0059222262352705,0.0
1785942420384629148,-0.0047156778164207935,0.0
1785942420540693210,-0.007678300142288208,0.0
1785942420697854595,-0.004897569306194782,0.0
1785942420844334413,-0.006526004523038864,0.0
1785942421025178508,0.003813280025497079,0.0
1785942421162255530,0.01298543345183134,0.0
1785942421329373396,0.01709720306098461,0.0
1785942421494837566,0.033702220767736435,0.0
1785942421631875227,0.04265191778540611,0.0
1785942421788745145,0.059571217745542526,0.0
1785942421921811644,0.06350163370370865,0.0
1785942422072298242,0.08366631716489792,0.0
1785942422229672947,0.09240807592868805,0.0
1785942422361016659,0.1175815537571907,0.0
1785942422512607716,0.13193370401859283,0.0
1785942422640279798,0.15687735378742218,0.0
1785942422789329828,0.16637901961803436,0.0
1785942422938938824,0.17828066647052765,0.0
1785942423066027204,0.18695582449436188,0.0
1785942423215970069,0.19076687097549438,0.0
1785942423342639744,0.19379371404647827,0.0
1785942423493725821,0.18422596156597137,0.0
1785942423646621344,0.1773788034915924,0.0
1785942423774521243,0.1444653570652008,0.0
1785942423924537295,0.12858445942401886,0.0
1785942424049613789,0.08416228741407394,0.0
1785942424195603572,0.06206177547574043,0.0
1785942424347707737,0.041146110743284225,0.0
1785942424478085780,-0.004266661591827869,0.0
1785942424624061259,-0.02603165991604328,0.0
1785942424753485729,-0.06926748901605606,0.0
1785942424903158760,-0.0978483334183693,0.0
1785942425055041060,-0.15844346582889557,0.0
1785942425181545801,-0.192905455827713,0.0
1785942425329747926,-0.22634980082511902,0.0
1785942425457398951,-0.28911522030830383,0.0
1785942425605913633,-0.32538899779319763,0.0
1785942425755567815,-0.39620622992515564,0.0
1785942425882213393,-0.4255921542644501,0.0
1785942426031366787,-0.4567068815231323,0.0
1785942426158143731,-0.5347326993942261,0.0
1785942426307813881,-0.5714983344078064,0.0
1785942426461919403,-0.634206235408783,0.0
1785942426594880106,-0.655249297618866,0.0
1785942426747695307,-0.6780786514282227,0.0
1785942426881515019,-0.7053453326225281,0.0
1785942427061219613,-0.7130975127220154,0.0
1785942427220622044,-0.722313642501831,0.0
1785942427363483067,-0.7084829211235046,0.0
1785942427552221163,-0.7009245753288269,0.0
1785942427683823861,-0.6746922135353088,0.0
1785942427838842602,-0.6533541679382324,0.0
1785942427993034048,-0.600847601890564,0.0
1785942428128782187,-0.5762207508087158,0.0
1785942428294516896,-0.5306829810142517,0.0
1785942428427000076,-0.5117493271827698,0.0
1785942428584102930,-0.4569970965385437,0.0
1785942428712808973,-0.43099460005760193,0.0
1785942428863664513,-0.3822530508041382,0.0
1785942429018646517,-0.3563220500946045,0.0
1785942429148843241,-0.30200037360191345,0.0
1785942429304133161,-0.2801287770271301,0.0
1785942429437189548,-0.22741340100765228,0.0
1785942429600941204,-0.19661054015159607,0.0
1785942429752958133,-0.16677574813365936,0.0
1785942429886289698,-0.1068023070693016,0.0
1785942430047870422,-0.07971753180027008,0.0
1785942430185617358,-0.027552273124456406,0.0
1785942430393589960,-0.006129865068942308,0.0
1785942430540511907,0.03605323284864426,0.0
1785942430699888898,0.09164422750473022,0.0
1785942430853000269,0.1603153944015503,0.0
1785942430980077224,0.1937023401260376,0.0
1785942431127824292,0.22644662857055664,0.0
1785942431281460036,0.2986587584018707,0.0
1785942431414736752,0.3332599103450775,0.0
1785942431573437236,0.4073999524116516,0.0
1785942431706446133,0.42620953917503357,0.0
1785942431856520491,0.4635174870491028,0.0
1785942432015774308,0.5451281666755676,0.0
1785942432145520679,0.6158013343811035,0.0
1785942432297324352,0.653987467288971,0.0
1785942432454002806,0.7303909063339233,0.0
1785942432628755240,0.770265519618988,0.0
1785942432765386677,0.8400585651397705,0.0
1785942432919946969,0.8691052198410034,0.0
1785942433093015817,0.9073804616928101,0.0
1785942433242574027,0.9164314866065979,0.0
1785942433397000906,0.911553680896759,0.0
1785942433533418447,0.906560480594635,0.0
1785942433683658059,0.8991116285324097,0.0
1785942433877926642,0.9051045179367065,0.0
1785942434033118798,0.9069716930389404,0.0
1785942434238311771,0.9020556211471558,0.0
1785942434367824213,0.9057005643844604,0.0
1785942434518136980,0.9057327508926392,0.0
1785942434668188009,0.9072426557540894,0.0
1785942434795699925,0.9050959944725037,0.0
1785942434948385808,0.9053900837898254,0.0
1785942435081968391,0.9073895812034607,0.0
1785942435243762179,0.9060055017471313,0.0
1785942435403509520,0.8858691453933716,0.0
1785942435535165564,0.8881340622901917,0.0
1785942435684105510,0.9075344204902649,0.0
1785942435810499271,0.9038150310516357,0.0
1785942435960566589,0.9111908078193665,0.0
1785942436108280311,0.9167080521583557,0.0
1785942436235781059,0.9155320525169373,0.0
1785942436387663967,0.9185791611671448,0.0
1785942436521482527,0.9162272810935974,0.0
1785942436674040309,0.905656635761261,0.0
1785942436846404843,0.9029984474182129,0.0
1785942436979224612,0.875049889087677,0.0
1785942437131039230,0.868313193321228,0.0
1785942437256875337,0.833411693572998,0.0
1785942437406218755,0.8195610642433167,0.0
1785942437534837849,0.798190712928772,0.0
1785942437674251314,0.7673503756523132,0.0
1785942437820860514,0.7503842711448669,0.0
1785942437944735841,0.7122192978858948,0.0
1785942438094398247,0.693484365940094,0.0
1785942438215519099,0.672644317150116,0.0
1785942438360588816,0.6313542127609253,0.0
1785942438509857702,0.6146224141120911,0.0
1785942438637275343,0.5681378841400146,0.0
1785942438786475299,0.5452306270599365,0.0
1785942438916861694,0.5242453217506409,0.0
1785942439063604307,0.4840070307254791,0.0
1785942439191950079,0.4571208655834198,0.0
1785942439341364252,0.42726054787635803,0.0
1785942439488189780,0.37638744711875916,0.0
1785942439619952324,0.35639050602912903,0.0
1785942439771340205,0.3073332607746124,0.0
1785942439899064897,0.28972920775413513,0.0
1785942440045193407,0.2645070552825928,0.0
1785942440194538232,0.20964094996452332,0.0
1785942440329035059,0.18251053988933563,0.0
1785942440494293237,0.12862786650657654,0.0
1785942440629575598,0.10048771649599075,0.0
1785942440879679431,0.050294045358896255,0.0
1785942441050754795,0.00520990090444684,0.0
1785942441179939832,-0.04196413978934288,0.0
1785942441327691316,-0.07163545489311218,0.0
1785942441467787847,-0.1322319060564041,0.0
1785942441631909821,-0.1678883135318756,0.0
1785942441794001221,-0.22833530604839325,0.0
1785942441925478282,-0.2668014168739319,0.0
1785942442077515148,-0.3369089365005493,0.0
1785942442203336183,-0.3748393952846527,0.0
1785942442352792629,-0.4305366277694702,0.0
1785942442507499134,-0.47114109992980957,0.0
1785942442636739725,-0.5490522980690002,0.0
1785942442788174616,-0.5875102877616882,0.0
1785942442919197580,-0.6242357492446899,0.0
1785942443073001522,-0.7018228769302368,0.0
1785942443225163065,-0.7407745122909546,0.0
1785942443353627146,-0.8227437138557434,0.0
1785942443506510765,-0.8607149124145508,0.0
1785942443635062913,-0.8969759941101074,0.0
1785942443783561338,-0.8934945464134216,0.0
1785942443938213729,-0.885463535785675,0.0
1785942444066591983,-0.8712887167930603,0.0
1785942444219574262,-0.8680950999259949,0.0
1785942444347902081,-0.8453068733215332,0.0
1785942444499084610,-0.8415462970733643,0.0
1785942444651778141,-0.8427123427391052,0.0
1785942444778633136,-0.8448477387428284,0.0
1785942444930711924,-0.8491813540458679,0.0
1785942445058342404,-0.8615813851356506,0.0
1785942445206964034,-0.8713862299919128,0.0
1785942445360546944,-0.8856753706932068,0.0
1785942445491364940,-0.8899571895599365,0.0
1785942445641378655,-0.8952154517173767,0.0
1785942445768612129,-0.8962380290031433,0.0
1785942445917424518,-0.8917630314826965,0.0
1785942446066644187,-0.8690299391746521,0.0
1785942446192498534,-0.8503230214118958,0.0
1785942446340253218,-0.8329953551292419,0.0
1785942446464360874,-0.7905253767967224,0.0
