t_ns,steering_tire_angle
1785942415172667008,0.0
1785942415190120709,0.0
1785942415210286322,0.0
1785942415229821703,0.0
1785942415250609100,0.0
1785942415271050436,0.0
1785942415295259694,0.0
1785942415310524669,0.0
1785942415329847530,0.0
1785942415350364869,0.0
1785942415371043782,0.0
1785942415390320528,0.0
1785942415410310935,0.0
1785942415430152952,0.0
1785942415451002847,0.0
1785942415470138277,0.0
1785942415490643999,0.0
1785942415510779243,0.0
1785942415530132377,0.0
1785942415550658452,0.0
1785942415571904075,0.0
1785942415590397848,0.0
1785942415610251929,0.0
1785942415629762989,0.0
1785942415650000605,0.0
1785942415670103944,0.0
1785942415697807225,0.0
1785942415711782774,0.0
1785942415731239464,0.0
1785942415750660408,0.0
1785942415770343667,0.0
1785942415790787243,0.0
1785942415810896726,0.0
1785942415836235052,0.0
1785942415853149179,0.0
1785942415872439846,0.0
1785942415892080063,0.0
1785942415911753465,0.0
1785942415929771443,0.0
1785942415950585274,0.0
1785942415970300021,0.0
1785942415989997840,0.0
1785942416010573326,0.0
1785942416032724872,0.0
1785942416050232462,0.0
1785942416070271030,0.0
1785942416090134264,0.0
1785942416112399638,0.0
1785942416131578077,0.0
1785942416150666945,0.0
1785942416169875593,0.0
1785942416190013173,0.0
1785942416210493167,0.0
1785942416231340886,0.0
1785942416252778229,0.0
1785942416270282971,0.0
1785942416290388070,0.0
1785942416310172068,0.0
1785942416329817469,0.0
1785942416350174194,0.0
1785942416390740022,0.0
1785942416392366229,0.0
1785942416410267946,0.0
1785942416432629548,0.0
1785942416451229021,0.0
1785942416470601771,0.0
1785942416490358281,0.0
1785942416510603609,0.0
1785942416529998889,0.0
1785942416551945947,0.0
1785942416570138716,0.0
1785942416590939617,0.0
1785942416610260462,0.0
1785942416629585147,0.0
1785942416650907797,0.0
1785942416670442057,0.0
1785942416690576917,0.0
1785942416711542402,0.0
1785942416731044437,0.0
1785942416750788146,0.0
1785942416770754360,0.0
1785942416790672187,0.0
1785942416810531709,0.0
1785942416830045137,0.0
1785942416850434823,0.0
1785942416870253638,0.0
1785942416890442452,0.0
1785942416912972605,0.0
1785942416929816458,0.0
1785942416951578453,0.0
1785942416970566997,0.0
1785942416991314104,0.0
1785942417010257974,0.0
1785942417030132824,0.0
1785942417050447659,0.0
1785942417070674907,0.0
1785942417089931749,0.0
1785942417110104754,0.0
1785942417130427910,0.0
1785942417150620116,0.0
1785942417170158185,0.0
1785942417190996464,0.0
1785942417210239898,0.0
1785942417229722860,0.0
1785942417250865056,0.0
1785942417270409429,0.0
1785942417292683860,0.0
1785942417312436625,0.0
1785942417329808850,0.0
1785942417351163661,0.0
1785942417370282962,0.0
1785942417390203862,0.0
1785942417410970458,0.0
1785942417430452269,0.0
1785942417450604922,0.0
1785942417470408249,0.0
1785942417490360126,0.0
1785942417511462415,0.0
1785942417530285064,0.0
1785942417552214810,0.0
1785942417570593186,0.0
1785942417592503379,0.0
1785942417610274659,0.0
1785942417629920316,0.0
1785942417651268631,0.0
1785942417670691240,0.0
1785942417702000581,0.0
1785942417710202851,0.0
1785942417730484436,0.0
1785942417750482267,0.0
1785942417770075602,0.0
1785942417790979644,0.0
1785942417812122191,0.0
1785942417830171882,0.0
1785942417850538591,0.0
1785942417870794800,0.0
1785942417890608976,0.0
1785942417910523763,0.0
1785942417930128619,0.0
