t_ns,v0,v1
1785942415204332523,0.19282759726047516,-1.0
1785942415312778580,0.19301505386829376,-1.0
1785942415404861668,0.19301505386829376,-1.0
1785942415507842425,0.19154150784015656,-1.0
1785942415604024232,0.19154150784015656,-1.0
1785942415708085223,0.19080188870429993,-1.0
1785942415805227162,0.19080188870429993,-1.0
1785942415904900976,0.19143657386302948,-1.0
1785942416014381217,0.19184203445911407,-1.0
1785942416104214553,0.19254454970359802,-1.0
1785942416205335495,0.19292476773262024,-1.0
1785942416306114279,0.19292476773262024,-1.0
1785942416414007483,0.1920577585697174,-1.0
1785942416504116510,0.1920577585697174,-1.0
1785942416606263251,0.19106729328632355,-1.0
1785942416704847774,0.19106729328632355,-1.0
1785942416806355099,0.19157536327838898,-1.0
1785942416906667305,0.19157536327838898,-1.0
1785942417005961584,0.19138264656066895,-1.0
1785942417106701903,0.19127234816551208,-1.0
1785942417205654344,0.19071374833583832,-1.0
1785942417313582237,0.19035597145557404,-1.0
1785942417405451716,0.19035597145557404,-1.0
1785942417508147823,0.19082695245742798,-1.0
1785942417606222534,0.19082695245742798,-1.0
1785942417717341335,0.1903700977563858,-1.0
1785942417807932813,0.1901225447654724,-1.0
1785942417909449514,0.1901225447654724,-1.0
1785942418005582390,0.1926678568124771,-1.0
1785942418107857424,0.1926678568124771,-1.0
1785942418219969351,0.1920342743396759,-1.0
1785942418307370817,0.19160014390945435,-1.0
1785942418414470903,0.19160014390945435,-1.0
1785942418505749095,0.1915641725063324,-1.0
1785942418610354427,0.1916317641735077,-1.0
1785942418704119916,0.1917819082736969,-1.0
1785942418807321354,0.19186021387577057,-1.0
1785942418905790225,0.19186021387577057,-1.0
1785942419079629631,0.12328986078500748,-1.0
1785942419116596311,0.15474864840507507,-1.0
1785942419208619589,0.14787620306015015,-1.0
1785942419309755155,0.11880479753017426,-1.0
1785942419412979058,0.03840532898902893,-1.0
1785942419508417667,0.016062140464782715,-1.0
1785942419613251616,0.025254584848880768,-1.0
1785942419714986822,0.02011837437748909,-1.0
1785942419810825158,0.016176369041204453,-1.0
1785942419909295437,0.04123477265238762,-1.0
1785942420009861957,0.04424174875020981,-1.0
1785942420110320889,0.037479743361473083,-1.0
1785942420214100110,-0.019673286005854607,-1.0
1785942420307926369,0.011080066673457623,-1.0
1785942420411471788,0.03578286990523338,-1.0
1785942420509071473,0.003971083089709282,-1.0
1785942420613498111,0.01018967293202877,-1.0
1785942420720015549,0.009032092988491058,-1.0
