t_ns,enabled
1785942415158262962,0
1785942415186268367,0
1785942415286130828,0
1785942415386703460,0
1785942415488020633,0
1785942415586500833,0
1785942415686162070,0
1785942415787221857,0
1785942415886132921,0
1785942415986385797,0
1785942416086267490,0
1785942416186009530,0
1785942416287144104,0
1785942416391724860,0
1785942416486082371,0
1785942416586665660,0
1785942416688265404,0
1785942416786169229,0
1785942416885987880,0
1785942416991758730,0
1785942417085957771,0
1785942417186454400,0
1785942417286502468,0
1785942417387200737,0
1785942417487539312,0
1785942417587316106,0
1785942417687020129,0
1785942417787110566,0
1785942417890575086,0
1785942417986725499,0
1785942418086859491,0
1785942418196225296,0
1785942418286687744,0
1785942418387745867,0
1785942418486824330,0
1785942418588848634,0
1785942418689884740,0
1785942418786113140,0
1785942418913172719,1
1785942418991287393,1
1785942419094002028,1
1785942419194008750,1
1785942419292044933,1
1785942419393297271,1
1785942419498473058,1
1785942419598257915,1
1785942419691058855,1
1785942419791426871,1
1785942419905570781,1
1785942419991292310,1
1785942420090726690,1
1785942420200444157,1
1785942420292049177,1
1785942420394115052,1
1785942420490851919,1
1785942420604338620,1
1785942420692281483,1
1785942420790468935,1
1785942420910865759,1
1785942420995471309,1
1785942421090974177,1
1785942421202453087,1
1785942421293030260,1
1785942421391012584,1
1785942421502833236,1
1785942421591643173,1
1785942421690640352,1
1785942421793538802,1
1785942421919100243,1
1785942421990163828,1
1785942422093389427,1
1785942422195080470,1
1785942422293358102,1
1785942422390638095,1
1785942422497736260,1
1785942422593554372,1
1785942422693694027,1
1785942422796436696,1
1785942422905193421,1
1785942422990381809,1
1785942423092063092,1
1785942423192718128,1
1785942423290595616,1
1785942423392675730,1
1785942423491028373,1
1785942423595531365,1
1785942423698241232,1
1785942423794595429,1
1785942423908123059,1
1785942423994577000,1
1785942424094319809,1
1785942424196391699,1
1785942424293814033,1
1785942424396097900,1
1785942424501386107,1
1785942424593593103,1
1785942424696152596,1
1785942424794783169,1
1785942424906139643,1
1785942424991951608,1
1785942425092296199,1
1785942425192633206,1
1785942425294548674,1
1785942425391914110,1
1785942425491803420,1
1785942425595277637,1
1785942425694367780,1
1785942425806059275,1
1785942425913200610,1
1785942425991276178,1
1785942426102062294,1
1785942426203355594,1
1785942426291357820,1
1785942426397918300,1
1785942426493284682,1
1785942426591890103,1
1785942426693353169,1
1785942426790011890,1
1785942426916850020,1
1785942426992645404,1
1785942427090302275,1
1785942427191517781,1
1785942427302267095,1
1785942427392974321,1
1785942427514892260,1
1785942427590394097,1
1785942427703619124,1
1785942427791921073,1
1785942427920490470,1
1785942427995319417,1
1785942428119175511,1
1785942428190941459,1
1785942428291573134,1
1785942428399171478,1
1785942428507327956,1
1785942428592253678,1
1785942428693262231,1
1785942428792768966,1
1785942428902704713,1
1785942428990518067,1
1785942429092425279,1
1785942429191758504,1
1785942429291207956,1
1785942429395534366,1
1785942429492081242,1
1785942429610236828,1
1785942429691572587,1
1785942429790803535,1
1785942429905814039,1
1785942429990899063,1
1785942430093936719,1
1785942430191635416,1
1785942430290827834,1
1785942430391508343,1
1785942430498059863,1
1785942430598835831,1
1785942430690297422,1
1785942430790323377,1
1785942430893846620,1
1785942430990749318,1
1785942431094572348,1
1785942431194966317,1
