t_ns,x,y,yaw,vx,vy,wz
1785942415168551201,9.525653954916342,0.43345660076197967,-3.1189476921439154,0.0,0.0,0.0
1785942415212080855,9.52597800863759,0.4334469525751427,-3.1189949644647665,0.0,0.0,0.0
1785942415245085654,9.52597800863759,0.4334469525751427,-3.1189949644647665,0.0,0.0,0.0
1785942415299572117,9.52597800863759,0.4334469525751427,-3.1189949644647665,0.0,0.0,0.0
1785942415345192316,9.52597800863759,0.4334469525751427,-3.1189949644647665,0.0,0.0,0.0
1785942415414254352,9.526452369842152,0.43347632155893484,-3.118851672681257,0.0,0.0,0.0
1785942415460554129,9.526852470124217,0.43350374765591093,-3.1187643045451274,0.0,0.0,0.0
1785942415497197373,9.526852470124217,0.43350374765591093,-3.1187643045451274,0.0,0.0,0.0
1785942415545600912,9.526852470124217,0.43350374765591093,-3.1187643045451274,0.0,0.0,0.0
1785942415615237306,9.527162066599924,0.4335122636401606,-3.1186906784856756,0.0,0.0,0.0
1785942415661493402,9.527420344406268,0.43351958912316674,-3.118648982247604,0.0,0.0,0.0
1785942415696387554,9.527420344406268,0.43351958912316674,-3.118648982247604,0.0,0.0,0.0
1785942415746457878,9.527420344406268,0.43351958912316674,-3.118648982247604,0.0,0.0,0.0
1785942415796764914,9.527420344406268,0.43351958912316674,-3.118648982247604,0.0,0.0,0.0
1785942415869889251,9.527568942896261,0.43348167201319543,-3.1187727863853896,0.0,0.0,0.0
1785942415913850602,9.527695023782272,0.4334437841821162,-3.1188522047032863,0.0,0.0,0.0
1785942415947255321,9.527695023782272,0.4334437841821162,-3.1188522047032863,0.0,0.0,0.0
1785942415997117316,9.527695023782272,0.4334437841821162,-3.1188522047032863,0.0,0.0,0.0
1785942416061731435,9.52798954115461,0.4334229802804703,-3.118990260852188,0.0,0.0,0.0
1785942416115003227,9.528236078107705,0.433401438502128,-3.1190697094304145,0.0,0.0,0.0
1785942416145730402,9.528236078107705,0.433401438502128,-3.1190697094304145,0.0,0.0,0.0
1785942416196311689,9.528236078107705,0.433401438502128,-3.1190697094304145,0.0,0.0,0.0
1785942416246966036,9.528236078107705,0.433401438502128,-3.1190697094304145,0.0,0.0,0.0
1785942416312004267,9.528215990949741,0.4334285044819096,-3.1189725649943463,0.0,0.0,0.0
1785942416361926521,9.528198841155245,0.4334552847028171,-3.11890984217299,0.0,0.0,0.0
1785942416400985506,9.528198841155245,0.4334552847028171,-3.11890984217299,0.0,0.0,0.0
1785942416445859629,9.528198841155245,0.4334552847028171,-3.11890984217299,0.0,0.0,0.0
1785942416512652681,9.529239753333812,0.4335006455515044,-3.1188406415431125,0.0,0.0,0.0
1785942416560928119,9.530112512704065,0.4335418987880201,-3.1188005922894373,0.0,0.0,0.0
1785942416596025638,9.530112512704065,0.4335418987880201,-3.1188005922894373,0.0,0.0,0.0
1785942416646474857,9.530112512704065,0.4335418987880201,-3.1188005922894373,0.0,0.0,0.0
1785942416725652324,9.529606801626025,0.43352700599065425,-3.1188396956398368,0.0,0.0,0.0
1785942416761411502,9.529191830804798,0.4335142274153739,-3.1188599638452623,0.0,0.0,0.0
1785942416796247763,9.529191830804798,0.4335142274153739,-3.1188599638452623,0.0,0.0,0.0
1785942416846061949,9.529191830804798,0.4335142274153739,-3.1188599638452623,0.0,0.0,0.0
1785942416897757040,9.529191830804798,0.4335142274153739,-3.1188599638452623,0.0,0.0,0.0
1785942416962174511,9.529058756686283,0.43350646168508383,-3.1188210666628837,0.0,0.0,0.0
1785942417014713443,9.528947269676927,0.4334992472776413,-3.118796855803612,0.0,0.0,0.0
1785942417046281546,9.528947269676927,0.4334992472776413,-3.118796855803612,0.0,0.0,0.0
1785942417095781287,9.528947269676927,0.4334992472776413,-3.118796855803612,0.0,0.0,0.0
1785942417160649496,9.529170387256913,0.4335287396155237,-3.1186998144381093,0.0,0.0,0.0
1785942417213528761,9.529355548364064,0.4335570688873022,-3.1186444646569043,0.0,0.0,0.0
1785942417245349354,9.529355548364064,0.4335570688873022,-3.1186444646569043,0.0,0.0,0.0
1785942417308778051,9.529355548364064,0.4335570688873022,-3.1186444646569043,0.0,0.0,0.0
1785942417345690329,9.529355548364064,0.4335570688873022,-3.1186444646569043,0.0,0.0,0.0
1785942417417391443,9.528932269843928,0.4335423005594623,-3.1186773598298787,0.0,0.0,0.0
1785942417462032788,9.52857470413289,0.4335290913255519,-3.1186985267549647,0.0,0.0,0.0
1785942417496882714,9.52857470413289,0.4335290913255519,-3.1186985267549647,0.0,0.0,0.0
1785942417549993316,9.52857470413289,0.4335290913255519,-3.1186985267549647,0.0,0.0,0.0
1785942417596894333,9.52857470413289,0.4335290913255519,-3.1186985267549647,0.0,0.0,0.0
