collided,completed,episode_length,jackknifed,label,max_abs_cte_trailer,max_abs_hitch_angle,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_hitch_angle,mean_inference_ms,n_episodes,p95_inference_ms,rms_cte_trailer,total_reward
0.8,0.2,37.266666666666666,0.0,forward_obs/lidar_24/dense,0.9826723561112005,0.12339906141678693,0.455535775068997,0.4874135184327083,0.04688153210466991,0.4956535576774668,30,1.1748409363281092,0.5429611303364191,181.84696088053758
0.7,0.3,39.266666666666666,0.0,forward_obs/lidar_24/dense,0.8554802382715747,0.13339819303324305,0.40607195419752024,0.43795718450807425,0.0517581856356033,0.22447122173217565,30,0.26257177368582535,0.48335501762385547,222.92290156153248
