t_ns,x,y,yaw,vx,vy,wz
1785948350043643104,9.998384010411131,0.3906581355373066,-3.0466952607728275,0.0,0.0,0.0
1785948350107188101,9.998398268451897,0.39065653654689175,-3.0467403676687788,0.0,0.0,0.0
1785948350157685286,9.99841014640816,0.3906547530324739,-3.0467656824761344,0.0,0.0,0.0
1785948350190499096,9.99841014640816,0.3906547530324739,-3.0467656824761344,0.0,0.0,0.0
1785948350241578346,9.99841014640816,0.3906547530324739,-3.0467656824761344,0.0,0.0,0.0
1785948350304602752,9.998403150031798,0.390671067928641,-3.0466161169564536,0.0,0.0,0.0
1785948350355334120,9.998397122481384,0.39068723602724864,-3.0465339093737738,0.0,0.0,0.0
1785948350390586402,9.998397122481384,0.39068723602724864,-3.0465339093737738,0.0,0.0,0.0
1785948350443024893,9.998397122481384,0.39068723602724864,-3.0465339093737738,0.0,0.0,0.0
1785948350491605157,9.998397122481384,0.39068723602724864,-3.0465339093737738,0.0,0.0,0.0
1785948350557859387,9.998346506099681,0.3906721442605939,-3.0466566982732948,0.0,0.0,0.0
1785948350605330594,9.998304096240016,0.3906579769653315,-3.0467346263284667,0.0,0.0,0.0
1785948350640724448,9.998304096240016,0.3906579769653315,-3.0467346263284667,0.0,0.0,0.0
1785948350689905338,9.998304096240016,0.3906579769653315,-3.0467346263284667,0.0,0.0,0.0
1785948350742450776,9.998304096240016,0.3906579769653315,-3.0467346263284667,0.0,0.0,0.0
1785948350805378123,9.99885928128039,0.390717991856734,-3.0467151719627874,0.0,0.0,0.0
1785948350855386269,9.999321168844583,0.3907690181968736,-3.04670400405261,0.0,0.0,0.0
1785948350891867036,9.999321168844583,0.3907690181968736,-3.04670400405261,0.0,0.0,0.0
1785948350943409756,9.999321168844583,0.3907690181968736,-3.04670400405261,0.0,0.0,0.0
1785948351005928163,9.999576692866649,0.39080722187415656,-3.0466066700039174,0.0,0.0,0.0
1785948351054136352,9.999787558398326,0.39084098203776874,-3.046552764926811,0.0,0.0,0.0
1785948351089757925,9.999787558398326,0.39084098203776874,-3.046552764926811,0.0,0.0,0.0
1785948351139350635,9.999787558398326,0.39084098203776874,-3.046552764926811,0.0,0.0,0.0
1785948351193489241,9.999787558398326,0.39084098203776874,-3.046552764926811,0.0,0.0,0.0
1785948351257548461,9.999495563310074,0.3908148874158198,-3.046584667122065,0.0,0.0,0.0
1785948351306388797,9.999252592371237,0.3907934416636045,-3.0466034932374186,0.0,0.0,0.0
1785948351340772094,9.999252592371237,0.3907934416636045,-3.0466034932374186,0.0,0.0,0.0
1785948351389120830,9.999252592371237,0.3907934416636045,-3.0466034932374186,0.0,0.0,0.0
1785948351453901001,9.999278393108105,0.39081157395797333,-3.046549702936281,0.0,0.0,0.0
1785948351508827918,9.999299738591857,0.3908290755585022,-3.0465173145215583,0.0,0.0,0.0
1785948351540324024,9.999299738591857,0.3908290755585022,-3.0465173145215583,0.0,0.0,0.0
1785948351589758777,9.999299738591857,0.3908290755585022,-3.0465173145215583,0.0,0.0,0.0
1785948351640056820,9.999299738591857,0.3908290755585022,-3.0465173145215583,0.0,0.0,0.0
1785948351706501040,9.998987898808865,0.3907950390366654,-3.0465401875389135,0.0,0.0,0.0
1785948351755886800,9.998728992473016,0.39076610218290186,-3.046553225960608,0.0,0.0,0.0
1785948351791690363,9.998728992473016,0.39076610218290186,-3.046553225960608,0.0,0.0,0.0
1785948351842108889,9.998728992473016,0.39076610218290186,-3.046553225960608,0.0,0.0,0.0
1785948351905680896,9.998397632162035,0.3907343714436519,-3.0465605920922916,0.0,0.0,0.0
1785948351970626543,9.998117685044457,0.39070754103383476,-3.0465653280043976,0.0,0.0,0.0
1785948351989866348,9.998117685044457,0.39070754103383476,-3.0465653280043976,0.0,0.0,0.0
1785948352039896735,9.998117685044457,0.39070754103383476,-3.0465653280043976,0.0,0.0,0.0
1785948352110793696,9.997586922991344,0.3906567916171535,-3.046603049764536,0.0,0.0,0.0
1785948352155788701,9.997143701287252,0.3906143826045731,-3.0466248106812865,0.0,0.0,0.0
1785948352189969015,9.997143701287252,0.3906143826045731,-3.0466248106812865,0.0,0.0,0.0
1785948352243341518,9.997143701287252,0.3906143826045731,-3.0466248106812865,0.0,0.0,0.0
1785948352293843503,9.997143701287252,0.3906143826045731,-3.0466248106812865,0.0,0.0,0.0
1785948352375042242,9.997063149244216,0.3906089141778354,-3.0466336377503005,0.0,0.0,0.0
1785948352409136730,9.996994798312867,0.3906045801979668,-3.0466393388603668,0.0,0.0,0.0
1785948352442334616,9.996994798312867,0.3906045801979668,-3.0466393388603668,0.0,0.0,0.0
1785948352500724996,9.996994798312867,0.3906045801979668,-3.0466393388603668,0.0,0.0,0.0
1785948352540647049,9.996994798312867,0.3906045801979668,-3.0466393388603668,0.0,0.0,0.0
1785948352607253322,9.997398441567167,0.3906549524417055,-3.046594150073206,0.0,0.0,0.0
1785948352656533607,9.997736335860843,0.39069891482991526,-3.0465680113351454,0.0,0.0,0.0
1785948352689608704,9.997736335860843,0.39069891482991526,-3.0465680113351454,0.0,0.0,0.0
1785948352741092414,9.997736335860843,0.39069891482991526,-3.0465680113351454,0.0,0.0,0.0
1785948352807553307,9.998137177319604,0.3907511029204569,-3.046520357507519,0.0,0.0,0.0
1785948352855816921,9.998469724903156,0.39079661650340664,-3.046493817788789,0.0,0.0,0.0
1785948352893920329,9.998469724903156,0.39079661650340664,-3.046493817788789,0.0,0.0,0.0
1785948352940443891,9.998469724903156,0.39079661650340664,-3.046493817788789,0.0,0.0,0.0
1785948352994004783,9.998469724903156,0.39079661650340664,-3.046493817788789,0.0,0.0,0.0
1785948353043661719,9.998469724903156,0.39079661650340664,-3.046493817788789,0.0,0.0,0.0
1785948353103722933,9.998181844499273,0.3907584205626296,-3.0466154509734245,0.0,0.0,0.0
1785948353173939041,9.99794420498238,0.39072513940130166,-3.046682844647339,0.0,0.0,0.0
1785948353197975885,9.99794420498238,0.39072513940130166,-3.046682844647339,0.0,0.0,0.0
1785948353241786983,9.99794420498238,0.39072513940130166,-3.046682844647339,0.0,0.0,0.0
