t_ns,path_id
1785948350018205738,0
1785948350042614145,0
1785948350131269523,0
1785948350231508126,0
1785948350334710145,0
1785948350431050616,0
1785948350531037756,0
1785948350633115358,0
1785948350731335629,0
1785948350831325008,0
1785948350931845156,0
1785948351032537500,0
1785948351131338492,0
1785948351231694315,0
1785948351331556715,0
1785948351431796406,0
1785948351531816667,0
1785948351631870496,0
1785948351731756641,0
1785948351832296949,0
1785948351931235577,0
1785948352031014390,0
1785948352132145404,0
1785948352232517643,0
1785948352342451319,0
1785948352431373137,0
1785948352532592697,0
1785948352637368524,0
1785948352730357439,0
1785948352830998390,0
1785948352931658125,0
1785948353030835513,0
1785948353142815586,0
1785948353235790804,0
1785948353332110891,0
1785948353431869191,0
1785948353531514049,0
1785948353630738414,0
1785948353731247105,0
1785948353849481380,1
1785948353932107074,1
1785948354031203179,1
1785948354136675442,1
1785948354230583137,1
1785948354338468176,1
1785948354432095062,1
1785948354531566090,1
1785948354630559856,1
1785948354731059555,1
1785948354842150033,1
1785948354930458649,1
1785948355037107683,1
1785948355131066355,1
1785948355232545283,1
1785948355331493415,1
1785948355432291395,1
1785948355532300327,1
1785948355644685692,1
1785948355731032489,1
1785948355856520709,1
1785948355932127922,1
1785948356032449856,1
1785948356132337952,1
1785948356232528106,1
1785948356341888869,1
1785948356432215176,1
1785948356531324786,1
1785948356638095776,1
1785948356731406588,1
1785948356843917365,1
1785948356939788062,1
1785948357031769555,1
1785948357130460144,1
1785948357232275466,1
1785948357331257455,1
1785948357430708323,1
1785948357531257655,1
1785948357632335804,1
1785948357742328137,1
1785948357845135585,1
1785948357932392105,1
1785948358034545261,1
1785948358130963526,1
1785948358231286356,1
1785948358334669885,1
1785948358431638982,1
1785948358531713645,1
1785948358631049501,1
1785948358732984602,1
1785948358853017075,1
1785948358930620220,1
1785948359033908322,1
1785948359150584695,1
1785948359230617288,1
1785948359330650189,1
1785948359431286756,1
1785948359531154500,1
1785948359634675248,1
1785948359731934755,1
1785948359845063822,1
1785948359931224117,1
1785948360031061173,1
1785948360134629187,1
1785948360239281585,1
1785948360333043803,1
1785948360430681753,1
1785948360531069545,1
1785948360630818917,1
1785948360731303511,1
1785948360845008884,1
1785948360931924498,1
1785948361031380870,1
1785948361132114239,1
1785948361235042587,1
1785948361332296973,1
1785948361431785666,1
1785948361532852837,1
1785948361631099573,1
1785948361747867821,1
1785948361843461133,1
1785948361931540206,1
1785948362033213380,1
1785948362130943140,1
1785948362231867268,1
1785948362330720165,1
1785948362430600070,1
1785948362530556712,1
1785948362632497830,1
1785948362732474250,1
1785948362844320270,1
1785948362932564372,1
1785948363031273906,1
1785948363131906888,1
1785948363232060049,1
1785948363333015857,1
1785948363430496330,1
1785948363531022110,1
1785948363633966490,1
1785948363731353296,1
1785948363842924909,1
1785948363931413465,1
1785948364031607875,1
1785948364134630561,1
1785948364233451682,1
1785948364333656204,1
1785948364431597747,1
1785948364532297804,1
1785948364632100330,1
1785948364730923402,1
1785948364836296175,1
1785948364933089491,1
1785948365037304053,1
1785948365133183262,1
1785948365246340970,1
1785948365330725852,1
1785948365431509560,1
1785948365531396728,1
1785948365631784168,1
1785948365730615593,1
1785948365834549506,1
1785948365931421865,1
1785948366031857594,1
1785948366131537748,1
1785948366232114857,1
1785948366333589273,1
1785948366434951270,1
1785948366531268220,1
1785948366631863762,1
1785948366731619694,1
1785948366830946558,1
1785948366938171514,1
1785948367031440565,1
1785948367132132046,1
1785948367230832715,1
1785948367333283928,1
1785948367439532950,1
1785948367530826870,1
1785948367631377707,1
1785948367730970595,1
1785948367831076362,1
1785948367931042573,1
1785948368032911560,1
1785948368131826444,1
1785948368230859763,1
1785948368331865973,1
1785948368433777746,1
1785948368538784523,1
1785948368634713878,1
1785948368732081451,1
1785948368832175250,1
1785948368938685176,1
1785948369032140857,1
1785948369131447560,1
1785948369234056666,1
1785948369331719544,1
1785948369433224617,1
1785948369533856256,1
1785948369633183632,1
1785948369732369596,1
1785948369835896329,1
1785948369932883635,1
1785948370033203744,1
1785948370132314154,1
1785948370237588587,1
1785948370331187376,1
1785948370431564767,1
1785948370534028109,1
1785948370638893378,1
1785948370733146234,1
1785948370831854744,1
1785948370932200166,1
1785948371031649114,1
1785948371133394225,1
1785948371230803496,1
1785948371334303989,1
1785948371430963477,1
1785948371533363104,1
1785948371635821230,1
1785948371731501617,1
1785948371833194535,1
1785948371932232879,1
1785948372031536894,1
1785948372132459517,1
1785948372230739470,1
1785948372333461763,1
1785948372432353190,1
1785948372531219368,1
1785948372634679507,1
1785948372734662519,1
1785948372831535741,1
1785948372932508158,1
1785948373031827054,1
1785948373133725579,1
1785948373238604128,1
1785948373331700150,1
1785948373431351984,1
1785948373533974946,1
1785948373631973834,1
1785948373734411383,1
1785948373834386170,1
1785948373931854290,1
1785948374031537357,1
1785948374131619923,1
1785948374232647702,1
1785948374338473704,1
1785948374431399225,1
1785948374531626691,1
1785948374632452160,1
1785948374731881107,1
1785948374833427749,1
1785948374930330861,1
1785948375032063268,1
1785948375131614331,1
1785948375230527678,1
1785948375330504930,1
1785948375432742600,1
1785948375530832819,1
1785948375631187650,1
1785948375732393322,1
1785948375832292971,1
1785948375939719948,1
1785948376038389544,1
1785948376131506527,1
1785948376232021490,1
1785948376332497765,1
1785948376431636463,1
1785948376531288393,1
1785948376631952768,1
1785948376731751902,1
1785948376831191986,1
1785948376934169070,1
1785948377031768843,1
1785948377130512745,1
1785948377231881270,1
1785948377331225190,1
1785948377439621796,1
1785948377530530714,1
1785948377631554652,1
1785948377732230868,1
1785948377831611014,1
1785948377931682796,1
1785948378031980505,1
1785948378131886266,1
1785948378231524531,1
1785948378337400934,1
1785948378432381140,1
1785948378531379226,1
1785948378631903406,1
1785948378731231774,1
1785948378831947703,1
1785948378932574734,1
1785948379030708026,1
1785948379131467957,1
1785948379232273233,1
1785948379331160820,1
1785948379453881469,1
1785948379530724750,1
1785948379634318558,1
1785948379730756855,1
1785948379831468721,1
1785948379931679547,1
1785948380031087981,1
1785948380130751175,1
1785948380238465969,1
1785948380332463810,1
1785948380431369829,1
1785948380530998270,1
1785948380637041398,1
1785948380736815091,1
1785948380831220721,1
1785948380932042413,1
1785948381033961834,1
1785948381131281534,1
1785948381232204670,1
1785948381340376693,1
1785948381430929792,1
1785948381530711997,1
1785948381631375445,1
1785948381730322138,1
1785948381831680230,1
1785948381932405888,1
1785948382030413640,1
1785948382130973213,1
1785948382231710487,1
1785948382332842268,1
1785948382437400648,1
1785948382531156754,1
1785948382638339692,1
1785948382731037814,1
1785948382834083957,1
1785948382931076544,1
1785948383031672277,1
1785948383130911555,1
1785948383230888774,1
1785948383333068715,1
1785948383434166991,1
1785948383531545573,1
1785948383636041647,1
1785948383732011003,1
1785948383831349419,1
1785948383931550837,1
1785948384036445803,1
1785948384131438554,1
1785948384231690405,1
1785948384330998293,1
1785948384432804110,1
1785948384531879927,1
1785948384632774805,1
1785948384731789788,1
1785948384832210477,1
1785948384931573566,1
1785948385031139381,1
1785948385144353986,1
1785948385232218301,1
1785948385331980634,1
1785948385432835319,1
1785948385531425681,1
1785948385631143052,1
1785948385733655163,1
1785948385834730399,1
1785948385931748618,1
1785948386036390489,1
1785948386134427362,1
1785948386231060450,1
1785948386333441165,1
1785948386431276528,1
1785948386531548828,1
1785948386631033649,1
1785948386731721289,1
1785948386840948000,1
1785948386933307616,1
1785948387032971514,1
1785948387131918975,1
1785948387232002917,1
1785948387331854501,1
1785948387432307094,1
1785948387531203001,1
1785948387631203005,1
1785948387731762098,1
1785948387838463774,1
1785948387931195209,1
1785948388031910178,1
1785948388132166510,1
1785948388231807079,1
1785948388331397407,1
1785948388434856138,1
1785948388531487497,1
1785948388631258439,1
1785948388732107972,1
1785948388832809437,1
1785948388930638144,1
1785948389032089935,1
1785948389132943149,1
1785948389234871434,1
1785948389334585958,1
1785948389434543624,1
1785948389531236394,1
1785948389632848798,1
1785948389742168567,1
1785948389831021327,1
1785948389930967409,1
1785948390032560901,1
1785948390130617679,1
1785948390230835993,1
1785948390331181672,1
1785948390431146667,1
1785948390550471214,1
1785948390631906249,1
1785948390730919088,1
1785948390837513624,1
1785948390931857332,1
1785948391030929692,1
1785948391131192520,1
1785948391232172105,1
1785948391332277264,1
1785948391431287446,1
1785948391531588707,1
1785948391631113337,1
1785948391736316344,1
1785948391830758966,1
1785948391930453201,1
1785948392031985251,1
1785948392131071340,1
1785948392234446228,1
1785948392330544868,1
1785948392431768396,1
1785948392531351844,1
1785948392633615179,1
1785948392733137121,1
1785948392831772732,1
1785948392932124395,1
1785948393030674851,1
1785948393131196983,1
1785948393230672011,1
1785948393332977940,1
1785948393430828600,1
1785948393531007681,1
1785948393631734491,1
1785948393731612347,1
1785948393832023787,1
1785948393936855391,1
1785948394039645846,1
1785948394132283583,1
1785948394232966935,1
1785948394331991070,1
1785948394431401681,1
1785948394531126444,1
1785948394631217555,1
1785948394731609699,1
1785948394830907762,1
1785948394931779920,1
1785948395031700081,1
1785948395131277993,1
1785948395231140520,1
1785948395333510611,1
1785948395441157019,1
1785948395531068050,1
1785948395630644041,1
1785948395734011634,1
1785948395831437929,1
1785948395931417036,1
1785948396031111111,1
1785948396131801408,1
1785948396231645407,1
1785948396345689606,1
1785948396431532164,1
1785948396534373692,1
1785948396632983607,1
1785948396731177445,1
1785948396834475339,1
1785948396933440720,1
1785948397031556732,1
1785948397131442397,1
1785948397237857152,1
1785948397330535978,1
1785948397431309765,1
1785948397530860155,1
1785948397631323021,1
1785948397732709370,1
1785948397830570686,1
1785948397932962250,1
1785948398031155224,1
1785948398131440164,1
1785948398230332871,1
1785948398330708886,1
1785948398432007041,1
1785948398533874461,1
1785948398631313396,1
1785948398732348311,1
1785948398831585028,1
1785948398932564997,1
1785948399031426375,1
1785948399134562057,1
1785948399231968607,1
1785948399331028167,1
1785948399433859040,1
1785948399532128816,1
1785948399631382622,1
1785948399731537798,1
1785948399832444869,1
1785948399932346662,1
1785948400031228233,1
1785948400139110328,1
1785948400231977831,1
1785948400331762501,1
1785948400430184154,1
1785948400534388987,1
1785948400631906869,1
1785948400733286946,1
1785948400831672438,1
1785948400932016740,1
1785948401031818754,1
1785948401131424186,1
1785948401232852873,1
1785948401331117657,1
1785948401430731314,1
1785948401531761972,1
1785948401631447663,1
1785948401733655157,1
1785948401832319249,1
1785948401931098064,1
1785948402041359110,1
1785948402134648226,1
1785948402232180669,1
1785948402332522987,1
1785948402430747226,1
1785948402531072871,1
1785948402631323283,1
1785948402730821736,1
1785948402831634820,1
1785948402931989971,1
1785948403036937226,1
1785948403131839286,1
1785948403231062979,1
1785948403331020869,1
1785948403440356768,1
1785948403530435548,1
1785948403631359035,1
1785948403732992816,1
1785948403832204957,1
1785948403931762899,1
1785948404036450211,1
1785948404131621335,1
1785948404231198734,1
1785948404332777025,1
1785948404432130162,1
1785948404530852720,1
1785948404631854354,1
1785948404734821006,1
1785948404833088510,1
1785948404932453168,1
1785948405032522390,1
1785948405131232851,1
1785948405232990443,1
1785948405331491619,1
1785948405432036375,1
1785948405531796532,1
1785948405631448813,1
1785948405731838109,1
1785948405830745120,1
1785948405932085100,1
1785948406032187315,1
1785948406131329662,1
1785948406234218840,1
1785948406331957528,1
1785948406431461741,1
1785948406532409998,1
1785948406636778644,1
1785948406730355416,1
1785948406830719623,1
1785948406931889966,1
1785948407031693292,1
1785948407134003573,1
1785948407231735797,1
1785948407331501746,1
1785948407431123563,1
1785948407531883077,1
1785948407631127603,1
1785948407732611587,1
1785948407831246366,1
1785948407932057626,1
1785948408036997810,1
1785948408130567894,1
1785948408232264461,1
1785948408332242288,1
1785948408433093741,1
1785948408531470849,1
1785948408636277940,1
1785948408730613391,1
1785948408831687987,1
1785948408931043940,1
1785948409035261382,1
1785948409132097867,1
1785948409231542207,1
1785948409333479164,1
1785948409432219259,1
1785948409541749595,1
1785948409637951309,1
1785948409737324895,1
1785948409834756886,1
1785948409931443959,1
1785948410034324721,1
1785948410131285339,1
1785948410233570915,1
1785948410332449413,1
1785948410431726164,1
1785948410530416849,1
1785948410631753628,1
1785948410732283888,1
1785948410831480924,1
1785948410931241625,1
1785948411038455156,1
1785948411131494472,1
1785948411231307175,1
1785948411330372335,1
1785948411430829472,1
1785948411531131693,1
1785948411632500762,1
1785948411731692230,1
1785948411830860369,1
1785948411933746603,1
1785948412031465259,1
1785948412130265707,1
1785948412234635314,1
1785948412333943681,1
1785948412430917291,1
1785948412531124597,1
1785948412631983186,1
1785948412730409191,1
1785948412831237252,1
1785948412936158939,1
1785948413032928670,1
1785948413131713438,1
1785948413230680547,1
1785948413333240084,1
1785948413432038612,1
1785948413530792146,1
1785948413637953548,1
1785948413730825147,1
1785948413831247244,1
1785948413934530802,1
1785948414033531384,1
1785948414132507101,1
1785948414231990770,1
1785948414332590568,1
1785948414431212931,1
1785948414531349259,1
1785948414633603602,1
1785948414732675034,1
1785948414831437785,1
1785948414931595906,1
1785948415033740614,1
1785948415130620461,1
1785948415234177435,1
1785948415333121695,1
1785948415432620148,1
1785948415531068426,1
1785948415631582589,1
1785948415734049739,1
1785948415830375233,1
1785948415931619242,1
1785948416030984987,1
1785948416135565384,1
1785948416233635154,1
1785948416331350802,1
1785948416436924956,1
1785948416532976778,1
1785948416630754892,1
1785948416730485704,1
1785948416838595006,1
1785948416931453837,1
1785948417032875483,1
1785948417132501204,1
1785948417231504154,1
1785948417330732743,1
1785948417430548198,1
1785948417530685102,1
1785948417632079419,1
1785948417733306276,1
1785948417838524355,1
1785948417931071273,1
1785948418034413169,1
1785948418132033774,1
1785948418230861807,1
1785948418332302270,1
1785948418432986198,1
1785948418531418379,1
1785948418631502162,1
1785948418732132072,1
1785948418831774914,1
1785948418932102799,1
1785948419034525595,1
1785948419134138740,1
1785948419234508739,1
1785948419338949835,1
1785948419433295751,1
1785948419533343020,1
1785948419631594812,1
1785948419734740286,1
1785948419830935056,1
1785948419931323616,1
1785948420031292099,1
1785948420132444585,1
1785948420235700046,1
1785948420332893822,1
1785948420432513623,1
1785948420532751714,1
1785948420633149138,1
1785948420733122677,1
1785948420831331172,1
1785948420932041341,1
1785948421032785143,1
1785948421135523692,1
1785948421232848673,1
1785948421333788225,1
1785948421432668419,1
1785948421531304990,1
1785948421630761938,1
1785948421731000253,1
1785948421831003713,1
1785948421931166026,1
1785948422031377652,1
1785948422133559225,1
1785948422231903948,1
1785948422332062101,1
1785948422434733352,1
1785948422532299204,1
1785948422631436238,1
1785948422733848826,1
1785948422832313936,1
1785948422930738181,1
1785948423031720070,1
1785948423136022858,1
1785948423241158471,1
1785948423331371656,1
1785948423431125412,1
1785948423530307792,1
1785948423633945568,1
1785948423731443962,1
1785948423830877453,1
1785948423934290454,1
1785948424030640430,1
1785948424131047774,1
1785948424231714454,1
1785948424331444465,1
1785948424432521334,1
1785948424542583493,1
1785948424633617342,1
1785948424734451803,1
1785948424831343778,1
1785948424934322271,1
1785948425030643157,1
1785948425132542866,1
1785948425231353298,1
1785948425336078819,1
1785948425436561173,1
1785948425531561348,1
1785948425632083896,1
1785948425731466986,1
1785948425831948124,1
1785948425932753048,1
1785948426032058471,1
1785948426131579421,1
1785948426238411852,1
1785948426331860045,1
1785948426437390710,1
1785948426531591789,1
1785948426632029022,1
1785948426731485970,1
1785948426831518135,1
1785948426934246316,1
1785948427030896556,1
1785948427131232282,1
1785948427231791727,1
1785948427350401725,1
1785948427431647666,1
1785948427531891965,1
1785948427632677465,1
1785948427734858686,1
1785948427833272242,1
1785948427931395583,1
1785948428032460770,1
1785948428131275747,1
1785948428231358153,1
1785948428331762329,1
1785948428431872705,1
1785948428531043468,1
1785948428632164593,1
1785948428731771753,1
1785948428831790958,1
1785948428930938104,1
1785948429032094271,1
1785948429131631701,1
1785948429231521622,1
1785948429333404562,1
1785948429430857738,1
1785948429532797096,1
1785948429631013078,1
1785948429731919221,1
1785948429831299623,1
1785948429932373547,1
1785948430031658746,1
1785948430130656672,1
1785948430233432854,1
1785948430331777513,1
1785948430437037258,1
1785948430531599692,1
1785948430630845529,1
1785948430733693522,1
1785948430833150566,1
1785948430931106445,1
1785948431030681700,1
1785948431132163924,1
1785948431231364416,1
1785948431331272929,1
1785948431433177598,1
1785948431531059363,1
1785948431633864539,1
1785948431738545994,1
1785948431830824264,1
1785948431932384314,1
1785948432031050263,1
1785948432130595565,1
1785948432231530317,1
1785948432334359429,1
1785948432432138663,1
1785948432532058152,1
1785948432632168560,1
1785948432730727273,1
1785948432833950733,1
1785948432932887633,1
1785948433031698417,1
1785948433131374476,1
1785948433241070033,1
1785948433331285297,1
1785948433433286257,1
1785948433531407069,1
1785948433630862000,1
1785948433731462822,1
1785948433831782036,1
1785948433936966162,1
1785948434035351846,1
1785948434135915963,1
1785948434231611102,1
1785948434330883277,1
1785948434431870254,1
1785948434531825713,1
1785948434630847383,1
1785948434732626704,1
1785948434835851796,1
1785948434930940230,1
1785948435033340882,1
1785948435130758665,1
1785948435230314623,1
1785948435330718447,1
1785948435431338790,1
1785948435530888060,1
1785948435632263401,1
1785948435734000833,1
1785948435830844967,1
1785948435931305657,1
1785948436030755052,1
1785948436130793169,1
1785948436231731153,1
1785948436331860793,1
1785948436431681432,1
1785948436530941669,1
1785948436630474427,1
1785948436730582499,1
1785948436830948242,1
1785948436932719626,1
1785948437032693101,1
1785948437131426124,1
1785948437234009853,1
1785948437334845881,1
1785948437432243600,1
1785948437532201203,1
1785948437633344441,1
1785948437732719402,1
1785948437838545212,1
1785948437931863896,1
1785948438031081541,1
1785948438138709132,1
1785948438231754305,1
1785948438332109072,1
1785948438440731636,1
1785948438532634727,1
1785948438633044311,1
1785948438731208645,1
1785948438834059773,1
1785948438932357455,1
1785948439030453850,1
1785948439130995374,1
1785948439232581153,1
1785948439332269884,1
1785948439432794767,1
1785948439548058106,1
1785948439630891903,1
1785948439731121481,1
1785948439831135182,1
1785948439931173683,1
1785948440031401950,1
1785948440130705773,1
1785948440233378305,1
1785948440331521133,1
1785948440430853821,1
1785948440532625238,1
1785948440630968233,1
1785948440730508543,1
1785948440830829356,1
1785948440931485924,1
1785948441030326533,1
1785948441130960636,1
1785948441232274311,1
1785948441331327407,1
1785948441431409589,1
1785948441533896291,1
1785948441632701892,1
1785948441731194779,1
1785948441831435814,1
1785948441932000123,1
1785948442030504850,1
1785948442131234540,1
