t_ns,reverse
1785948350018215210,0
1785948350042817895,0
1785948350131833828,0
1785948350232848934,0
1785948350339048547,0
1785948350431769678,0
1785948350531804115,0
1785948350634504103,0
1785948350731959455,0
1785948350831795966,0
1785948350932603802,0
1785948351033899333,0
1785948351131860204,0
1785948351234307065,0
1785948351332077626,0
1785948351432533676,0
1785948351532518159,0
1785948351633002914,0
1785948351732425045,0
1785948351832951528,0
1785948351932115859,0
1785948352031953042,0
1785948352133446147,0
1785948352233230400,0
1785948352342519833,0
1785948352432114567,0
1785948352533872255,0
1785948352656525830,0
1785948352731220024,0
1785948352831709899,0
1785948352931666125,0
1785948353035245116,0
1785948353143463573,0
1785948353237457702,0
1785948353333307470,0
1785948353432186801,0
1785948353532493086,0
1785948353631517861,0
1785948353731853939,0
1785948353854478457,1
1785948353937071158,1
1785948354035723538,1
1785948354136682706,1
1785948354241442340,1
1785948354342931477,1
1785948354436884644,1
1785948354537316341,1
1785948354634716716,1
1785948354735452422,1
1785948354847395309,1
1785948354934541714,1
1785948355041562440,1
1785948355136042439,1
1785948355237087370,1
1785948355336042319,1
1785948355437715333,1
1785948355538179703,1
1785948355650826483,1
1785948355735553136,1
1785948355861708512,1
1785948355938586258,1
1785948356040494639,1
1785948356137651551,1
1785948356237217878,1
1785948356354533950,1
1785948356436311682,1
1785948356535207654,1
1785948356645356056,1
1785948356735712156,1
1785948356848890633,1
1785948356944817652,1
1785948357036357980,1
1785948357134587403,1
1785948357236559594,1
1785948357336088095,1
1785948357434869311,1
1785948357535409075,1
1785948357636774432,1
1785948357742335337,1
1785948357850603076,1
1785948357936331038,1
1785948358040576993,1
1785948358135628881,1
1785948358235895517,1
1785948358339864856,1
1785948358435968263,1
1785948358536234419,1
1785948358635402238,1
1785948358738073778,1
1785948358859713787,1
1785948358934528368,1
1785948359041831342,1
1785948359154997722,1
1785948359243616011,1
1785948359335169107,1
1785948359437955082,1
1785948359536238843,1
1785948359638887086,1
1785948359737616012,1
1785948359849504530,1
1785948359936582805,1
1785948360036800384,1
1785948360138470901,1
1785948360239288946,1
1785948360344711447,1
1785948360436040345,1
1785948360541779272,1
1785948360638010459,1
1785948360735538166,1
1785948360850416181,1
1785948360937354452,1
1785948361037092944,1
1785948361139916968,1
1785948361238598021,1
1785948361341596962,1
1785948361436112194,1
1785948361538743189,1
1785948361636679323,1
1785948361753457203,1
1785948361848212443,1
1785948361936451264,1
1785948362037439714,1
1785948362136074493,1
1785948362237101696,1
1785948362335488980,1
1785948362435002345,1
1785948362535519452,1
1785948362638651070,1
1785948362737858346,1
1785948362849317987,1
1785948362937092507,1
1785948363038817778,1
1785948363136428943,1
1785948363236404114,1
1785948363338031111,1
1785948363435509024,1
1785948363535165785,1
1785948363634907478,1
1785948363736624365,1
1785948363848932192,1
1785948363935811708,1
1785948364037936224,1
1785948364139724217,1
1785948364238722591,1
1785948364341082953,1
1785948364436195484,1
1785948364536766673,1
1785948364636285638,1
1785948364739430440,1
1785948364842537609,1
1785948364937758910,1
1785948365042656724,1
1785948365137506303,1
1785948365265921969,1
1785948365340328026,1
1785948365437522123,1
1785948365535629654,1
1785948365641638765,1
1785948365734462972,1
1785948365838475127,1
1785948365935798123,1
1785948366035931411,1
1785948366135631118,1
1785948366236426186,1
1785948366337796215,1
1785948366441380293,1
1785948366535674463,1
1785948366636311254,1
1785948366735817228,1
1785948366835178908,1
1785948366949295269,1
1785948367035601521,1
1785948367150517841,1
1785948367236090375,1
1785948367337692283,1
1785948367439540438,1
1785948367535439872,1
1785948367635605577,1
1785948367735206881,1
1785948367835234918,1
1785948367934808733,1
1785948368038040449,1
1785948368137001606,1
1785948368234836842,1
1785948368336028977,1
1785948368444197065,1
1785948368538792555,1
1785948368644745473,1
1785948368739562250,1
1785948368837351020,1
1785948368945492291,1
1785948369036162769,1
1785948369135608196,1
1785948369239208596,1
1785948369336217214,1
1785948369438721517,1
1785948369539657709,1
1785948369637576115,1
1785948369737200491,1
1785948369839658009,1
1785948369940775102,1
1785948370038387163,1
1785948370137858383,1
1785948370247038116,1
1785948370337316231,1
1785948370435713371,1
1785948370538740985,1
1785948370638900610,1
1785948370737566846,1
1785948370836886446,1
1785948370937646760,1
1785948371035437546,1
1785948371137086496,1
1785948371234694716,1
1785948371335631164,1
1785948371435055119,1
1785948371537618719,1
1785948371639391128,1
1785948371735186495,1
1785948371839053206,1
1785948371937136161,1
1785948372035559350,1
1785948372136547351,1
1785948372235273205,1
1785948372339358195,1
1785948372437737830,1
1785948372535038810,1
1785948372640525409,1
1785948372735507280,1
1785948372835287021,1
1785948372936980964,1
1785948373035696769,1
1785948373138440951,1
1785948373238613280,1
1785948373336828975,1
1785948373435769779,1
1785948373548992481,1
1785948373636442511,1
1785948373735129004,1
1785948373838847071,1
1785948373936639009,1
1785948374036108501,1
1785948374136093337,1
1785948374237309505,1
1785948374338659213,1
1785948374435228139,1
1785948374536526869,1
1785948374646646823,1
1785948374741355277,1
1785948374838348472,1
1785948374934256162,1
1785948375034859064,1
1785948375136049311,1
1785948375237469261,1
1785948375341108926,1
1785948375443985943,1
1785948375540030757,1
1785948375638574750,1
1785948375736529477,1
1785948375837326017,1
1785948375948025828,1
1785948376044887402,1
1785948376135245775,1
1785948376236007401,1
1785948376336866215,1
1785948376438166866,1
1785948376535712684,1
1785948376636955189,1
1785948376736270597,1
1785948376837136515,1
1785948376938175590,1
1785948377038143369,1
1785948377134444478,1
1785948377236014897,1
1785948377335035800,1
1785948377444360498,1
1785948377537235329,1
1785948377636473711,1
1785948377736404976,1
1785948377836410101,1
1785948377935508382,1
1785948378039131534,1
1785948378136631367,1
1785948378236033305,1
1785948378344438712,1
1785948378436537872,1
1785948378538475822,1
1785948378635866276,1
1785948378735234069,1
1785948378840133675,1
1785948378937156406,1
1785948379034611311,1
1785948379136097887,1
1785948379236869274,1
1785948379337122117,1
1785948379455149538,1
1785948379537280178,1
1785948379640111594,1
1785948379736151672,1
1785948379835867284,1
1785948379936615182,1
1785948380035067492,1
1785948380134767615,1
1785948380238473169,1
1785948380337792769,1
1785948380435806058,1
1785948380536789579,1
1785948380653576963,1
1785948380740299515,1
1785948380835270377,1
1785948380937758904,1
1785948381052135560,1
1785948381136093550,1
1785948381236861513,1
1785948381348308322,1
1785948381435955990,1
1785948381535029214,1
1785948381636745717,1
1785948381734335153,1
1785948381836478581,1
1785948381939078374,1
1785948382034943247,1
1785948382140943206,1
1785948382239220855,1
1785948382338753517,1
1785948382461086922,1
1785948382535830045,1
1785948382644721162,1
1785948382736974407,1
1785948382873551469,1
1785948382954731328,1
1785948383039105395,1
1785948383135171297,1
1785948383235617651,1
1785948383342538213,1
1785948383438604980,1
1785948383537292401,1
1785948383641681655,1
1785948383741021064,1
1785948383835740014,1
1785948383936250433,1
1785948384045557723,1
1785948384135574293,1
1785948384236081128,1
1785948384335153744,1
1785948384437081422,1
1785948384536771593,1
1785948384637432576,1
1785948384736428070,1
1785948384836690994,1
1785948384936187591,1
1785948385035327377,1
1785948385148430492,1
1785948385238493432,1
1785948385336907692,1
1785948385439602081,1
1785948385537121147,1
1785948385635547472,1
1785948385742730762,1
1785948385837588052,1
1785948385935909734,1
1785948386040033157,1
1785948386135892622,1
1785948386236815533,1
1785948386337661738,1
1785948386435708660,1
1785948386536464239,1
1785948386634968518,1
1785948386736293745,1
1785948386845366340,1
1785948386937751525,1
1785948387037243930,1
1785948387136191102,1
1785948387235954011,1
1785948387335893757,1
1785948387436481331,1
1785948387535474169,1
1785948387635319672,1
1785948387745257636,1
1785948387838471742,1
1785948387938409024,1
1785948388036212483,1
1785948388136998686,1
1785948388236021093,1
1785948388335656862,1
1785948388439626712,1
1785948388538322389,1
1785948388635501765,1
1785948388736287904,1
1785948388837636589,1
1785948388941447810,1
1785948389036790523,1
1785948389139409165,1
1785948389234937804,1
1785948389339583514,1
1785948389447449513,1
1785948389535826610,1
1785948389638243102,1
1785948389746481624,1
1785948389836554324,1
1785948389935431478,1
1785948390037077163,1
1785948390143441421,1
1785948390236011252,1
1785948390335255617,1
1785948390435624752,1
1785948390550543953,1
1785948390636545459,1
1785948390735119885,1
1785948390842965947,1
1785948390936937547,1
1785948391035156506,1
1785948391135331139,1
1785948391236238242,1
1785948391336132963,1
1785948391435031782,1
1785948391535594523,1
1785948391635827974,1
1785948391741741018,1
1785948391844096516,1
1785948391934119775,1
1785948392036360069,1
1785948392135774584,1
1785948392235741179,1
1785948392334923814,1
1785948392435975338,1
1785948392535009713,1
1785948392637099955,1
1785948392737819276,1
1785948392839046229,1
1785948392937733778,1
1785948393034723388,1
1785948393135097163,1
1785948393235234227,1
1785948393340511092,1
1785948393435805132,1
1785948393535540264,1
1785948393636395270,1
1785948393735850137,1
1785948393836800442,1
1785948393940698834,1
1785948394046849037,1
1785948394136901129,1
1785948394236879692,1
1785948394336350368,1
1785948394435559212,1
1785948394535300361,1
1785948394636874364,1
1785948394737725657,1
1785948394835160848,1
1785948394936212564,1
1785948395043660470,1
1785948395135611914,1
1785948395235259843,1
1785948395339075513,1
1785948395450038851,1
1785948395535348978,1
1785948395635249907,1
1785948395739083273,1
1785948395835185849,1
1785948395935737165,1
1785948396036476231,1
1785948396136994234,1
1785948396235918270,1
1785948396349998566,1
1785948396436457750,1
1785948396536655584,1
1785948396637776454,1
1785948396735163164,1
1785948396835994456,1
1785948396944002283,1
1785948397036089091,1
1785948397137296683,1
1785948397255430539,1
1785948397334357115,1
1785948397435275963,1
1785948397535894161,1
1785948397635832499,1
1785948397738713773,1
1785948397835386734,1
1785948397936737018,1
1785948398034896807,1
1785948398135767653,1
1785948398235544706,1
1785948398334834353,1
1785948398436906163,1
1785948398541052210,1
1785948398635287755,1
1785948398736511443,1
1785948398836543608,1
1785948398937072588,1
1785948399035140918,1
1785948399134865778,1
1785948399238821068,1
1785948399335330376,1
1785948399441735210,1
1785948399536559508,1
1785948399636243727,1
1785948399735746660,1
1785948399836927435,1
1785948399937616803,1
1785948400035382085,1
1785948400158503258,1
1785948400236715284,1
1785948400335940801,1
1785948400434651391,1
1785948400539816445,1
1785948400637426585,1
1785948400738209429,1
1785948400837448962,1
1785948400937221983,1
1785948401037751635,1
1785948401136721976,1
1785948401246897547,1
1785948401335219379,1
1785948401435579650,1
1785948401542426002,1
1785948401636527782,1
1785948401741114995,1
1785948401838324868,1
1785948401935203467,1
1785948402047437979,1
1785948402140606836,1
1785948402237160529,1
1785948402338130674,1
1785948402435014937,1
1785948402535344679,1
1785948402635979390,1
1785948402735252492,1
1785948402835978149,1
1785948402936569403,1
1785948403050335865,1
1785948403159239270,1
1785948403236849775,1
1785948403336505321,1
1785948403454860048,1
1785948403534901889,1
1785948403635764255,1
1785948403738743707,1
1785948403838322867,1
1785948403936300667,1
1785948404041224849,1
1785948404136438695,1
1785948404235190565,1
