t_ns,steering_tire_angle
1785948350018143880,0.0
1785948350018232458,0.0
1785948350018244459,0.0
1785948350027385947,0.0
1785948350046456339,0.0
1785948350065533964,0.0
1785948350085880426,0.0
1785948350105464626,0.0
1785948350126369121,0.0
1785948350145845669,0.0
1785948350166857495,0.0
1785948350185709993,0.0
1785948350205561753,0.0
1785948350226527305,0.0
1785948350245948460,0.0
1785948350265436145,0.0
1785948350285876082,0.0
1785948350306972967,0.0
1785948350326401578,0.0
1785948350346330844,0.0
1785948350365796448,0.0
1785948350385792788,0.0
1785948350405585793,0.0
1785948350425921215,0.0
1785948350447000211,0.0
1785948350465444601,0.0
1785948350486285222,0.0
1785948350505476354,0.0
1785948350528786457,0.0
1785948350545709361,0.0
1785948350565298937,0.0
1785948350585559412,0.0
1785948350607234618,0.0
1785948350625994793,0.0
1785948350653816615,0.0
1785948350665326077,0.0
1785948350686043079,0.0
1785948350705695696,0.0
1785948350728214000,0.0
1785948350745850813,0.0
1785948350766261533,0.0
1785948350787010888,0.0
1785948350806112865,0.0
1785948350826280794,0.0
1785948350846142314,0.0
1785948350866144446,0.0
1785948350885796999,0.0
1785948350913945390,0.0
1785948350926895504,0.0
1785948350946695326,0.0
1785948350966854327,0.0
1785948350985834157,0.0
1785948351007460977,0.0
1785948351026130973,0.0
1785948351045959564,0.0
1785948351066088772,0.0
1785948351087375838,0.0
1785948351105468346,0.0
1785948351125852697,0.0
1785948351148775460,0.0
1785948351166031686,0.0
1785948351189722568,0.0
1785948351205768870,0.0
1785948351232971537,0.0
1785948351245930131,0.0
1785948351265695200,0.0
1785948351285801559,0.0
1785948351306248569,0.0
1785948351326487732,0.0
1785948351345922103,0.0
1785948351365698084,0.0
1785948351387450893,0.0
1785948351407656071,0.0
1785948351426613532,0.0
1785948351445893562,0.0
1785948351466887884,0.0
1785948351486258765,0.0
1785948351506990775,0.0
1785948351526366136,0.0
1785948351546359244,0.0
1785948351565426052,0.0
1785948351586246481,0.0
1785948351605352970,0.0
1785948351633273802,0.0
1785948351652261632,0.0
1785948351665680752,0.0
1785948351685735845,0.0
1785948351706003073,0.0
1785948351725821104,0.0
1785948351745896806,0.0
1785948351765457197,0.0
1785948351786039922,0.0
1785948351805651835,0.0
1785948351828808973,0.0
1785948351845777126,0.0
1785948351865630166,0.0
1785948351886553990,0.0
1785948351906621692,0.0
