t_ns,steer_angle_cmd,steer_rate_cmd,vel_cmd,accel_cmd
1785948350055102165,0.0,-0.22980040311813354,0.0,0.0
1785948350154205630,0.0,-0.22956518828868866,0.0,0.0
1785948350254494443,0.0,-0.2294178307056427,0.0,0.0
1785948350353312332,0.0,-0.2302454710006714,0.0,0.0
1785948350453356209,0.0,-0.23069064319133759,0.0,0.0
1785948350553493593,0.0,-0.23069064319133759,0.0,0.0
1785948350653837767,0.0,-0.22956915199756622,0.0,0.0
1785948350753582852,0.0,-0.22956915199756622,0.0,0.0
1785948350853965715,0.0,-0.2298164665699005,0.0,0.0
1785948350954289344,0.0,-0.22998613119125366,0.0,0.0
1785948351054840501,0.0,-0.23059840500354767,0.0,0.0
1785948351155509421,0.0,-0.23094506561756134,0.0,0.0
1785948351254033349,0.0,-0.23094506561756134,0.0,0.0
1785948351355365136,0.0,-0.230538010597229,0.0,0.0
1785948351453714339,0.0,-0.230538010597229,0.0,0.0
1785948351554431324,0.0,-0.2310064136981964,0.0,0.0
1785948351654821612,0.0,-0.2310064136981964,0.0,0.0
1785948351753705903,0.0,-0.23079779744148254,0.0,0.0
1785948351853565903,0.0,-0.2306683510541916,0.0,0.0
1785948351957084315,0.0,-0.2305345982313156,0.0,0.0
1785948352053378321,0.0,-0.23045426607131958,0.0,0.0
1785948352155797245,0.0,-0.23009470105171204,0.0,0.0
1785948352254477786,0.0,-0.2298630326986313,0.0,0.0
1785948352361596274,0.0,-0.2298630326986313,0.0,0.0
1785948352453565318,0.0,-0.22973641753196716,0.0,0.0
1785948352553243745,0.0,-0.22973641753196716,0.0,0.0
1785948352660331160,0.0,-0.23009595274925232,0.0,0.0
1785948352754910234,0.0,-0.2303284853696823,0.0,0.0
1785948352853570582,0.0,-0.230690598487854,0.0,0.0
1785948352953873187,0.0,-0.23091678321361542,0.0,0.0
1785948353054030668,0.0,-0.23091678321361542,0.0,0.0
1785948353164156094,0.0,-0.23017899692058563,0.0,0.0
1785948353259764959,0.0,-0.2297443300485611,0.0,0.0
1785948353354490949,0.0,-0.2297443300485611,0.0,0.0
1785948353455795120,0.0,-0.2297443300485611,0.0,0.0
1785948353558664202,0.0,-0.22980892658233643,0.0,0.0
1785948353656963355,0.0,-0.22980892658233643,0.0,0.0
1785948353755327406,0.0,-0.22983458638191223,0.0,0.0
1785948353854231186,0.0,-0.22987161576747894,0.0,0.0
1785948353957593498,-0.04363323003053665,-0.4363323152065277,0.0,0.0
1785948354056331576,-0.0872664600610733,-0.4363323152065277,0.0,0.0
1785948354155385184,-0.13089969754219055,-0.4363323152065277,0.0,0.0
1785948354256233309,-0.1745329201221466,-0.4363323152065277,0.0,0.0
1785948354367382221,-0.21816615760326385,-0.4363323152065277,0.0,0.0
1785948354455411788,-0.25911566615104675,-0.409495085477829,0.0,0.0
1785948354556014914,-0.28853127360343933,-0.2941560745239258,0.0,0.0
1785948354655340882,-0.3090757727622986,-0.2054448425769806,0.0,0.0
1785948354755260852,-0.32156902551651,-0.12493254989385605,0.0,0.0
1785948354866441285,-0.3318345546722412,-0.10265552997589111,0.0,0.0
1785948354957796135,-0.34014829993247986,-0.08313721418380737,-0.25,1.0
1785948355060494684,-0.3498111367225647,-0.0966285690665245,-0.25,1.0
1785948355155724306,-0.35416266322135925,-0.0435151569545269,-0.25,1.0
1785948355255842713,-0.3621119260787964,-0.07949280738830566,-0.25,0.5657386779785156
1785948355354791678,-0.3734579384326935,-0.11345992982387543,-0.25,0.21644264459609985
1785948355454484888,-0.3779999911785126,-0.321969598531723,-0.25,-0.14265626668930054
1785948355558363408,-0.3779999911785126,-0.3111601173877716,-0.25,-0.11852820962667465
