t_ns,steering_tire_angle
1785945590310167464,0.0
1785945590310288076,0.0
1785945590313292646,0.0
1785945590330572811,0.0
1785945590350131893,0.0
1785945590370543608,0.0
1785945590392496585,0.0
1785945590410731659,0.0
1785945590432163213,0.0
1785945590450176200,0.0
1785945590471329122,0.0
1785945590490968686,0.0
1785945590510896546,0.0
1785945590530500269,0.0
1785945590556211151,0.0
1785945590570328566,0.0
1785945590591150981,0.0
1785945590612199803,0.0
1785945590632765027,0.0
1785945590650207533,0.0
1785945590670202724,0.0
1785945590693281943,0.0
1785945590710834500,0.0
1785945590737851789,0.0
1785945590750782640,0.0
1785945590771628512,0.0
1785945590791048934,0.0
1785945590816769544,0.0
1785945590831845291,0.0
1785945590851599259,0.0
1785945590870253097,0.0
1785945590894470462,0.0
1785945590911238484,0.0
1785945590931088231,0.0
1785945590950409929,0.0
1785945590990458136,0.0
1785945590991892451,0.0
1785945591011212198,0.0
1785945591031967187,0.0
1785945591050476669,0.0
1785945591071559028,0.0
1785945591091198528,0.0
1785945591110707752,0.0
1785945591132489109,0.0
1785945591152247012,0.0
1785945591177000937,0.0
1785945591191536444,0.0
1785945591210907520,0.0
1785945591230655696,0.0
1785945591251278425,0.0
1785945591270973447,0.0
1785945591291456364,0.0
1785945591310460133,0.0
1785945591330790054,0.0
1785945591350160490,0.0
1785945591370219170,0.0
1785945591417829204,0.0
1785945591430443309,0.0
1785945591450131163,0.0
1785945591470652481,0.0
1785945591490916608,0.0
1785945591510786611,0.0
1785945591532470268,0.0
1785945591552301806,0.0
1785945591570591825,0.0
1785945591591609831,0.0
1785945591611268723,0.0
1785945591630746138,0.0
1785945591650062653,0.0
1785945591675188973,0.0
1785945591691052680,0.0
1785945591710852825,0.0
1785945591732480768,0.0
1785945591750324919,0.0
1785945591773534445,0.0
1785945591790827795,0.0
1785945591810827626,0.0
1785945591830682716,0.0
1785945591851516428,0.0
1785945591870437763,0.0
1785945591892080011,0.0
1785945591911113317,0.0
1785945591939393107,0.0
1785945591950165942,0.0
1785945591970356530,0.0
1785945591998495133,0.0
1785945592010639720,0.0
1785945592030530844,0.0
1785945592050075525,0.0
1785945592070257281,0.0
1785945592104782251,0.0
1785945592110088906,0.0
1785945592131662288,0.0
1785945592150296190,0.0
1785945592170955336,0.0
1785945592191219559,0.0
1785945592211156060,0.0
1785945592233609276,0.0
1785945592250750813,0.0
1785945592270664754,0.0
1785945592290689033,0.0
1785945592310955816,0.0
1785945592330083525,0.0
1785945592350145917,0.0
1785945592370245687,0.0
1785945592394382090,0.0
1785945592410630832,0.0
1785945592431587204,0.0
1785945592450100270,0.0
1785945592471747190,0.0
1785945592491008855,0.0
1785945592517403245,0.0
1785945592530892705,0.0
1785945592550988026,0.0
1785945592571181431,0.0
1785945592591656572,0.0
1785945592611073569,0.0
1785945592631496517,0.0
1785945592650376890,0.0
1785945592673458381,0.0
1785945592692204830,0.0
1785945592711143733,0.0
1785945592730315315,0.0
1785945592750348747,0.0
1785945592770347970,0.0
1785945592790938538,0.0
1785945592811693112,0.0
1785945592833533862,0.0
1785945592850352797,0.0
1785945592873203017,0.0
1785945592890828857,0.0
1785945592910787023,0.0
1785945592931887398,0.0
1785945592953133027,0.0
1785945592972199645,0.0
1785945592991926412,0.0
1785945593010794209,0.0
1785945593030234567,0.0
1785945593052739433,0.0
1785945593070216084,0.0
1785945593090951617,0.0
1785945593111293410,0.0
1785945593131510431,0.0
1785945593150419957,0.0
1785945593171107105,0.0
1785945593190599016,0.0
1785945593210517565,0.0
1785945593230516403,0.0
1785945593250971704,0.0
1785945593270486336,0.0
1785945593290778048,0.0
