t_ns,v0,v1
1785945590345993785,0.11166021972894669,-1.0
1785945590444855209,0.11158397048711777,-1.0
1785945590545811192,0.11158397048711777,-1.0
1785945590644609158,0.11156975477933884,-1.0
1785945590747077569,0.11156975477933884,-1.0
1785945590845087192,0.11118995398283005,-1.0
1785945590944570746,0.11118995398283005,-1.0
1785945591045018458,0.11118489503860474,-1.0
1785945591146985159,0.11118489503860474,-1.0
1785945591250857325,0.11093513667583466,-1.0
1785945591344485632,0.11075732856988907,-1.0
1785945591445997727,0.11067663133144379,-1.0
1785945591544947218,0.11061981320381165,-1.0
1785945591645139529,0.11082325130701065,-1.0
1785945591745001207,0.11083336919546127,-1.0
1785945591847626744,0.11083336919546127,-1.0
1785945591945075645,0.11143575608730316,-1.0
1785945592045813894,0.11143575608730316,-1.0
1785945592144739703,0.11141833662986755,-1.0
1785945592245031730,0.11141833662986755,-1.0
1785945592345009859,0.11198142170906067,-1.0
1785945592445061943,0.11224736273288727,-1.0
1785945592545290992,0.11213658004999161,-1.0
1785945592644666735,0.11210472136735916,-1.0
1785945592746433910,0.11210472136735916,-1.0
1785945592845892696,0.11165498942136765,-1.0
1785945592944647685,0.11165498942136765,-1.0
1785945593044786875,0.11153409630060196,-1.0
1785945593144652393,0.11143755912780762,-1.0
1785945593247470447,0.11143755912780762,-1.0
1785945593344619212,0.11174899339675903,-1.0
1785945593449606419,0.11174899339675903,-1.0
1785945593545426344,0.11174899339675903,-1.0
1785945593645001357,0.11190829426050186,-1.0
1785945593745333897,0.11190829426050186,-1.0
1785945593845279033,0.11235692352056503,-1.0
1785945593944815389,0.11235692352056503,-1.0
1785945594045930705,0.11253207176923752,-1.0
1785945594234921259,-0.4363323152065277,-1.0
1785945594250917066,-0.4363323152065277,-1.0
1785945594346857347,-0.4363323152065277,-1.0
1785945594446503370,-0.4363323152065277,-1.0
1785945594545845736,-0.4063199758529663,-1.0
1785945594648250146,-0.2554919123649597,-1.0
1785945594745877645,-0.15101094543933868,-1.0
1785945594846152679,-0.09450893104076385,-1.0
1785945594946394689,-0.08845672756433487,-1.0
1785945595046889858,-0.0725765973329544,-1.0
1785945595145664175,-0.023150470107793808,-1.0
1785945595245527869,-0.058049749583005905,-1.0
1785945595346556558,-0.040320105850696564,-1.0
1785945595445643108,-0.06620907783508301,-1.0
1785945595546646292,-0.07847540825605392,-1.0
1785945595645717706,-0.20039017498493195,-1.0
1785945595746693370,-0.24874041974544525,-1.0
1785945595845527049,-0.4014870524406433,-1.0
1785945595946452758,-0.4363323152065277,-1.0
1785945596048893361,-0.4363323152065277,-1.0
1785945596145762374,-0.4363323152065277,-1.0
1785945596247053214,-0.21464769542217255,-1.0
1785945596347563392,-0.3563065826892853,-1.0
1785945596446048100,-0.2331283837556839,-1.0
1785945596545532487,-0.08890129625797272,-1.0
1785945596647673369,-0.16217291355133057,-1.0
1785945596745813395,-0.016968101263046265,-1.0
1785945596846717024,0.16163817048072815,-1.0
1785945596946226628,-0.03721414506435394,-1.0
1785945597046565920,0.30497828125953674,-1.0
1785945597147672883,0.3680993914604187,-1.0
1785945597245703402,0.15202301740646362,-1.0
1785945597345910914,0.4363323152065277,-1.0
1785945597445310434,0.4363323152065277,-1.0
1785945597546315954,0.43167799711227417,-1.0
1785945597645186114,0.4363323152065277,-1.0
1785945597745560192,0.4363323152065277,-1.0
1785945597845325962,0.4363323152065277,-1.0
1785945597945145367,0.4363323152065277,-1.0
1785945598045319918,0.4363323152065277,-1.0
1785945598146927664,0.4363323152065277,-1.0
1785945598245984806,0.4363323152065277,-1.0
1785945598346304098,0.4363323152065277,-1.0
1785945598445227732,0.4363323152065277,-1.0
1785945598544510288,0.4363323152065277,-1.0
1785945598645530785,0.4363323152065277,-1.0
1785945598745635702,0.4363323152065277,-1.0
1785945598844431844,0.4363323152065277,-1.0
1785945598952362307,0.4363323152065277,-1.0
1785945599044590924,0.4363323152065277,-1.0
1785945599145311668,0.4363323152065277,-1.0
1785945599244587632,0.4363323152065277,-1.0
1785945599344842794,0.4363323152065277,-1.0
1785945599444571540,0.4363323152065277,-1.0
1785945599544485091,0.4363323152065277,-1.0
1785945599646336845,0.4363323152065277,-1.0
1785945599745260670,0.4363323152065277,-1.0
1785945599845265777,0.4363323152065277,-1.0
1785945599945259682,0.4363323152065277,-1.0
1785945600045742147,0.4363323152065277,-1.0
1785945600144970078,0.4363323152065277,-1.0
1785945600245219191,0.4363323152065277,-1.0
1785945600345270347,0.4363323152065277,-1.0
1785945600445884687,0.4363323152065277,-1.0
1785945600547020995,0.4363323152065277,-1.0
1785945600647199578,0.4363323152065277,-1.0
1785945600746027561,0.4363323152065277,-1.0
1785945600845241476,0.4363323152065277,-1.0
1785945600946096079,0.4363323152065277,-1.0
1785945601045713238,0.4363323152065277,-1.0
1785945601145766793,0.4363323152065277,-1.0
1785945601247103171,0.4363323152065277,-1.0
1785945601345484197,0.4363323152065277,-1.0
1785945601445752319,0.4363323152065277,-1.0
1785945601545512522,0.4363323152065277,-1.0
1785945601645786916,0.4363323152065277,-1.0
1785945601746057630,0.4363323152065277,-1.0
1785945601845900331,0.4363323152065277,-1.0
1785945601945597716,0.4363323152065277,-1.0
1785945602045704874,0.4363323152065277,-1.0
1785945602146641080,0.4363323152065277,-1.0
1785945602249674308,0.4363323152065277,-1.0
1785945602348307981,0.4363323152065277,-1.0
1785945602445727154,0.2602488696575165,-1.0
1785945602546314710,-0.2038084864616394,-1.0
1785945602645308234,0.02037842757999897,-1.0
1785945602745737480,-0.08900187164545059,-1.0
1785945602846574740,-0.265300452709198,-1.0
1785945602946876623,-0.01674528233706951,-1.0
1785945603045810049,-0.4363323152065277,-1.0
1785945603145371237,-0.4363323152065277,-1.0
