log10_q_psi1_offset,log10_r_offset,q_psi1,r,mean_cte,completion_rate
-1.5,-1.5,272.7988656653279,0.04411315115574665,0.38818225521151095,0.0
-1.5,-1.0714285714285714,272.7988656653279,0.11834216512206053,0.4603506073256905,0.0
-1.5,-0.6428571428571429,272.7988656653279,0.31747602877725073,0.3524278145958126,0.0
-1.5,-0.2142857142857144,272.7988656653279,0.8516916075028355,0.32408616416895397,0.0
-1.5,0.2142857142857142,272.7988656653279,2.2848294943228877,0.393465198567693,0.0
-1.5,0.6428571428571428,272.7988656653279,6.129502477351113,0.3654418854972124,0.0
-1.5,1.0714285714285712,272.7988656653279,16.443590523146487,0.4152238612490017,0.0
-1.5,1.5,272.7988656653279,44.11315115574665,0.29000635128328833,0.0
-1.0714285714285714,-1.5,731.8363698774541,0.04411315115574665,0.38366155586191886,0.0
-1.0714285714285714,-1.0714285714285714,731.8363698774541,0.11834216512206053,0.4483035602413038,0.0
-1.0714285714285714,-0.6428571428571429,731.8363698774541,0.31747602877725073,0.3584162170878856,0.0
-1.0714285714285714,-0.2142857142857144,731.8363698774541,0.8516916075028355,0.4472617862304763,0.0
-1.0714285714285714,0.2142857142857142,731.8363698774541,2.2848294943228877,0.40079033121869834,0.0
-1.0714285714285714,0.6428571428571428,731.8363698774541,6.129502477351113,0.3961406261499413,0.0
-1.0714285714285714,1.0714285714285712,731.8363698774541,16.443590523146487,0.3510320475452434,0.0
-1.0714285714285714,1.5,731.8363698774541,44.11315115574665,0.4212827255775487,0.0
-0.6428571428571429,-1.5,1963.2943523030237,0.04411315115574665,0.3941225292362942,0.0
-0.6428571428571429,-1.0714285714285714,1963.2943523030237,0.11834216512206053,0.3826814062621036,0.0
-0.6428571428571429,-0.6428571428571429,1963.2943523030237,0.31747602877725073,0.42081809089077354,0.0
-0.6428571428571429,-0.2142857142857144,1963.2943523030237,0.8516916075028355,0.34515868826538476,0.0
-0.6428571428571429,0.2142857142857142,1963.2943523030237,2.2848294943228877,0.368974872843608,0.0
-0.6428571428571429,0.6428571428571428,1963.2943523030237,6.129502477351113,0.3319754150200884,0.0
-0.6428571428571429,1.0714285714285712,1963.2943523030237,16.443590523146487,0.4107935574944392,0.0
