k_y,k_theta,mean_cte,completion_rate
0.02,0.1,0.49250407989767797,0.0
0.02,0.3111111111111111,1.1044589653026389,0.0
0.02,0.5222222222222223,1.0021457382651726,0.0
0.02,0.7333333333333333,1.0184807179768174,0.0
0.02,0.9444444444444444,0.7023335899455818,0.0
0.02,1.1555555555555557,0.5654671538591487,0.0
0.02,1.3666666666666667,0.5283165640458084,0.0
0.02,1.577777777777778,0.5982533030192716,0.0
0.02,1.788888888888889,0.524325959616861,0.0
0.02,2.0,0.4738565213488289,0.0
0.10666666666666667,0.1,1.2681011730430372,0.0
0.10666666666666667,0.3111111111111111,0.8908339796534965,0.0
0.10666666666666667,0.5222222222222223,0.6243957639223268,0.0
0.10666666666666667,0.7333333333333333,0.6052009749386469,0.0
0.10666666666666667,0.9444444444444444,0.38794141647726077,0.0
0.10666666666666667,1.1555555555555557,0.49476903859394217,0.0
0.10666666666666667,1.3666666666666667,0.45861844535516905,0.0
0.10666666666666667,1.577777777777778,0.4089621296189344,0.0
0.10666666666666667,1.788888888888889,0.34920009050255424,0.0
0.10666666666666667,2.0,0.36260218529652777,0.0
0.19333333333333333,0.1,1.2457975783629407,0.0
0.19333333333333333,0.3111111111111111,0.9447274317935139,0.0
0.19333333333333333,0.5222222222222223,0.4686505667322585,0.0
0.19333333333333333,0.7333333333333333,0.5570899537489467,0.0
0.19333333333333333,0.9444444444444444,0.4250249590202534,0.0
0.19333333333333333,1.1555555555555557,0.43204066299939087,0.0
0.19333333333333333,1.3666666666666667,0.3895648818582446,0.0
0.19333333333333333,1.577777777777778,0.4018445256857692,0.0
0.19333333333333333,1.788888888888889,0.3764633901826322,0.0
0.19333333333333333,2.0,0.32949595150228256,0.0
0.28,0.1,1.131452733119496,0.0
0.28,0.3111111111111111,1.0090073314918748,0.0
0.28,0.5222222222222223,0.9381337453355769,0.0
0.28,0.7333333333333333,0.5435402617843244,0.0
0.28,0.9444444444444444,0.4866464110103884,0.0
0.28,1.1555555555555557,0.4425289861086618,0.0
0.28,1.3666666666666667,0.3974064862920613,0.0
0.28,1.577777777777778,0.4007711791070273,0.0
0.28,1.788888888888889,0.40852872019946496,0.0
0.28,2.0,0.3793669036934383,0.0
0.3666666666666667,0.1,1.0895379855592953,0.0
0.3666666666666667,0.3111111111111111,1.07050022639326,0.0
0.3666666666666667,0.5222222222222223,1.0825383126361974,0.0
0.3666666666666667,0.7333333333333333,0.9968076583342477,0.0
0.3666666666666667,0.9444444444444444,0.7106105970445122,0.0
0.3666666666666667,1.1555555555555557,0.5715665175462223,0.0
0.3666666666666667,1.3666666666666667,0.4968099011850173,0.0
0.3666666666666667,1.577777777777778,0.4223095297469238,0.0
0.3666666666666667,1.788888888888889,0.45666151458695614,0.0
0.3666666666666667,2.0,0.40422786230006835,0.0
0.45333333333333337,0.1,1.1804685797296675,0.0
0.45333333333333337,0.3111111111111111,0.9407307674748555,0.0
0.45333333333333337,0.5222222222222223,1.0066991701160213,0.0
0.45333333333333337,0.7333333333333333,1.0518479184991878,0.0
0.45333333333333337,0.9444444444444444,0.9732986231488614,0.0
0.45333333333333337,1.1555555555555557,0.8811388418332211,0.0
0.45333333333333337,1.3666666666666667,0.7797630642934619,0.0
0.45333333333333337,1.577777777777778,0.4739905216732655,0.0
0.45333333333333337,1.788888888888889,0.4498894587214764,0.0
0.45333333333333337,2.0,0.49128236877952797,0.0
0.54,0.1,1.073759350156328,0.0
0.54,0.3111111111111111,1.1774190468685675,0.0
0.54,0.5222222222222223,1.0492521827156758,0.0
0.54,0.7333333333333333,1.104029366110882,0.0
0.54,0.9444444444444444,0.9337298037540368,0.0
0.54,1.1555555555555557,1.025186113048112,0.0
0.54,1.3666666666666667,0.9951869629948862,0.0
0.54,1.577777777777778,0.8568877024994007,0.0
0.54,1.788888888888889,0.821064052320638,0.0
0.54,2.0,0.5933555789372671,0.0
0.6266666666666667,0.1,1.1204902743605856,0.0
0.6266666666666667,0.3111111111111111,1.2116369886056502,0.0
0.6266666666666667,0.5222222222222223,1.1829021662177184,0.0
0.6266666666666667,0.7333333333333333,1.053148411034956,0.0
0.6266666666666667,0.9444444444444444,0.9792738662289733,0.0
0.6266666666666667,1.1555555555555557,0.9508725722334095,0.0
0.6266666666666667,1.3666666666666667,1.0434960011659415,0.0
0.6266666666666667,1.577777777777778,1.0052187305994633,0.0
0.6266666666666667,1.788888888888889,0.8955221454361307,0.0
0.6266666666666667,2.0,0.9776526105837533,0.0
0.7133333333333334,0.1,1.2181215532683005,0.0
0.7133333333333334,0.3111111111111111,1.3264493683273977,0.0
0.7133333333333334,0.5222222222222223,1.1224493156917943,0.0
0.7133333333333334,0.7333333333333333,1.1052395006956701,0.0
0.7133333333333334,0.9444444444444444,1.081108361018689,0.0
0.7133333333333334,1.1555555555555557,0.9457787647403405,0.0
0.7133333333333334,1.3666666666666667,0.8471372399407298,0.0
0.7133333333333334,1.577777777777778,1.0952338807824311,0.0
0.7133333333333334,1.788888888888889,1.0556890906043992,0.0
0.7133333333333334,2.0,1.0398361253757802,0.0
0.8,0.1,1.071256545942291,0.0
0.8,0.3111111111111111,1.1147776294952947,0.0
0.8,0.5222222222222223,1.3879906565514457,0.0
0.8,0.7333333333333333,1.2081848381418578,0.0
0.8,0.9444444444444444,1.0545491001089147,0.0
0.8,1.1555555555555557,1.0412996981037097,0.0
0.8,1.3666666666666667,0.9397420109689192,0.0
0.8,1.577777777777778,0.9359719300800415,0.0
0.8,1.788888888888889,0.9909808344773976,0.0
0.8,2.0,1.1690485784849884,0.0
