k_hitch,Kp,mean_cte,completion_rate
1.1555555555555557,0.5555555555555556,0.6174257887805559,0.0
1.1555555555555557,0.6666666666666666,0.8653113347683249,0.0
1.1555555555555557,0.7777777777777777,1.0133319964903493,0.0
1.1555555555555557,0.8888888888888888,0.9894398383639837,0.0
1.1555555555555557,1.0,0.9584908196368176,0.0
1.3666666666666667,0.0,0.8317117444397024,0.0
1.3666666666666667,0.1111111111111111,1.1766046270443287,0.0
1.3666666666666667,0.2222222222222222,1.045061633863977,0.0
1.3666666666666667,0.3333333333333333,0.8323704033366172,0.0
1.3666666666666667,0.4444444444444444,0.8391183253804353,0.0
1.3666666666666667,0.5555555555555556,0.7425643608542457,0.0
1.3666666666666667,0.6666666666666666,0.9473684733496347,0.0
1.3666666666666667,0.7777777777777777,1.043845589845224,0.0
1.3666666666666667,0.8888888888888888,1.024726394738971,0.0
1.3666666666666667,1.0,1.1982253967852767,0.0
1.577777777777778,0.0,0.7813053616865988,0.0
1.577777777777778,0.1111111111111111,0.7987252658607638,0.0
1.577777777777778,0.2222222222222222,1.0459330573861094,0.0
1.577777777777778,0.3333333333333333,1.311368558653463,0.0
1.577777777777778,0.4444444444444444,1.107985485642212,0.0
1.577777777777778,0.5555555555555556,1.0462682335138438,0.0
1.577777777777778,0.6666666666666666,0.9788516303014596,0.0
1.577777777777778,0.7777777777777777,0.7911229261649406,0.0
1.577777777777778,0.8888888888888888,1.3360141021355745,0.0
1.577777777777778,1.0,0.9524406277935478,0.0
1.788888888888889,0.0,1.1763873450653939,0.0
1.788888888888889,0.1111111111111111,1.3120915100233486,0.0
1.788888888888889,0.2222222222222222,1.404956096321061,0.0
1.788888888888889,0.3333333333333333,0.7264895181405426,0.0
1.788888888888889,0.4444444444444444,0.8980682963478592,0.0
1.788888888888889,0.5555555555555556,0.4992543399324507,0.0
1.788888888888889,0.6666666666666666,1.496784228260464,0.0
1.788888888888889,0.7777777777777777,1.0393991278546444,0.0
1.788888888888889,0.8888888888888888,1.3291307718839793,0.0
1.788888888888889,1.0,1.1344719725057149,0.0
2.0,0.0,1.0841601595971482,0.0
2.0,0.1111111111111111,1.0690555947816214,0.0
2.0,0.2222222222222222,0.9057887656499373,0.0
2.0,0.3333333333333333,1.5495681300684423,0.0
2.0,0.4444444444444444,1.0319744972085545,0.0
2.0,0.5555555555555556,1.3041840909072664,0.0
2.0,0.6666666666666666,1.0265287446521796,0.0
2.0,0.7777777777777777,1.0839510705903828,0.0
2.0,0.8888888888888888,0.7936682618286278,0.0
2.0,1.0,1.4200058945015979,0.0
