Kp,Kd,mean_cte,completion_rate
0.05,0.1,0.345070377106609,0.0
0.05,0.3111111111111111,0.31514122473337974,0.0
0.05,0.5222222222222223,0.3880251008361958,0.0
0.05,0.7333333333333333,0.3661141976458657,0.0
0.05,0.9444444444444444,0.3804758192127221,0.0
0.05,1.1555555555555557,0.4040203097779543,0.0
0.05,1.3666666666666667,0.41370790133981633,0.0
0.05,1.577777777777778,0.46259046853731584,0.0
0.05,1.788888888888889,0.4487432781010928,0.0
0.05,2.0,0.4655323996467424,0.0
0.15555555555555556,0.1,0.3865011114136371,0.0
0.15555555555555556,0.3111111111111111,0.3696189833177551,0.0
0.15555555555555556,0.5222222222222223,0.42317398341573986,0.0
0.15555555555555556,0.7333333333333333,0.41080115232665343,0.0
0.15555555555555556,0.9444444444444444,0.4344909310066363,0.0
0.15555555555555556,1.1555555555555557,0.4759001147331482,0.0
0.15555555555555556,1.3666666666666667,0.5120993191920296,0.0
0.15555555555555556,1.577777777777778,0.540200081048848,0.0
0.15555555555555556,1.788888888888889,0.5170749182788461,0.0
0.15555555555555556,2.0,0.49095660444556033,0.0
0.2611111111111111,0.1,0.4388934119922451,0.0
0.2611111111111111,0.3111111111111111,0.4786484310204169,0.0
0.2611111111111111,0.5222222222222223,0.5311895789996335,0.0
0.2611111111111111,0.7333333333333333,0.5888562809493841,0.0
0.2611111111111111,0.9444444444444444,0.5749596309019605,0.0
0.2611111111111111,1.1555555555555557,0.5968338271918631,0.0
0.2611111111111111,1.3666666666666667,0.5945522309286193,0.0
0.2611111111111111,1.577777777777778,0.5834956708558643,0.0
0.2611111111111111,1.788888888888889,0.6417163576068481,0.0
0.2611111111111111,2.0,0.6505474182416808,0.0
0.36666666666666664,0.1,0.6231436615162245,0.0
0.36666666666666664,0.3111111111111111,0.6743526159954941,0.0
0.36666666666666664,0.5222222222222223,0.5725191927967371,0.0
0.36666666666666664,0.7333333333333333,0.7083046433126148,0.0
0.36666666666666664,0.9444444444444444,0.623049708502771,0.0
0.36666666666666664,1.1555555555555557,0.6670029944656328,0.0
0.36666666666666664,1.3666666666666667,0.6883496091111683,0.0
0.36666666666666664,1.577777777777778,0.7308555294797527,0.0
0.36666666666666664,1.788888888888889,0.7209221628606979,0.0
0.36666666666666664,2.0,0.6840963175280612,0.0
0.4722222222222222,0.1,0.7653194615419276,0.0
0.4722222222222222,0.3111111111111111,0.7560926351333762,0.0
0.4722222222222222,0.5222222222222223,0.7308831149235209,0.0
0.4722222222222222,0.7333333333333333,0.8552298743473183,0.0
0.4722222222222222,0.9444444444444444,0.8147577873063725,0.0
0.4722222222222222,1.1555555555555557,0.8364567612018494,0.0
0.4722222222222222,1.3666666666666667,0.8009511107716423,0.0
0.4722222222222222,1.577777777777778,0.7061577488144123,0.0
0.4722222222222222,1.788888888888889,0.857632793263431,0.0
0.4722222222222222,2.0,0.7338446539548479,0.0
0.5777777777777778,0.1,0.9389926745728856,0.0
0.5777777777777778,0.3111111111111111,0.87620918264724,0.0
0.5777777777777778,0.5222222222222223,0.8615309865793226,0.0
0.5777777777777778,0.7333333333333333,0.7106469241657883,0.0
0.5777777777777778,0.9444444444444444,0.9222131382659686,0.0
0.5777777777777778,1.1555555555555557,0.7649137394347696,0.0
0.5777777777777778,1.3666666666666667,0.9988440580209907,0.0
0.5777777777777778,1.577777777777778,0.8888112750487668,0.0
0.5777777777777778,1.788888888888889,0.8744665470103836,0.0
0.5777777777777778,2.0,0.9577434472870475,0.0
0.6833333333333333,0.1,1.1493384143675591,0.0
0.6833333333333333,0.3111111111111111,1.0572301789814713,0.0
0.6833333333333333,0.5222222222222223,1.0522211383943536,0.0
0.6833333333333333,0.7333333333333333,1.2173065514951311,0.0
0.6833333333333333,0.9444444444444444,1.3403717885643995,0.0
0.6833333333333333,1.1555555555555557,1.028857017123745,0.0
0.6833333333333333,1.3666666666666667,0.7178932080600151,0.0
0.6833333333333333,1.577777777777778,0.8936400274319027,0.0
0.6833333333333333,1.788888888888889,0.7378838387056363,0.0
0.6833333333333333,2.0,0.8132942263558753,0.0
0.788888888888889,0.1,0.81338670025096,0.0
0.788888888888889,0.3111111111111111,1.1262533691345702,0.0
0.788888888888889,0.5222222222222223,1.004808524794565,0.0
0.788888888888889,0.7333333333333333,0.6735790683128323,0.0
0.788888888888889,0.9444444444444444,1.6036646643243706,0.0
0.788888888888889,1.1555555555555557,1.077444661141542,0.0
0.788888888888889,1.3666666666666667,1.015550296455908,0.0
0.788888888888889,1.577777777777778,1.1823100929844266,0.0
0.788888888888889,1.788888888888889,0.8012912862792412,0.0
0.788888888888889,2.0,0.6978013980852884,0.0
0.8944444444444445,0.1,1.2974608348087076,0.0
0.8944444444444445,0.3111111111111111,1.3205552142397137,0.0
0.8944444444444445,0.5222222222222223,1.079364686948224,0.0
0.8944444444444445,0.7333333333333333,1.1121688535152516,0.0
0.8944444444444445,0.9444444444444444,1.065077662170579,0.0
0.8944444444444445,1.1555555555555557,1.0736364101504756,0.0
0.8944444444444445,1.3666666666666667,1.1562617996752707,0.0
0.8944444444444445,1.577777777777778,1.1705000023397996,0.0
0.8944444444444445,1.788888888888889,1.2300816387116917,0.0
0.8944444444444445,2.0,1.097423815961462,0.0
1.0,0.1,1.1272535475351515,0.0
1.0,0.3111111111111111,1.2546223058048314,0.0
1.0,0.5222222222222223,1.5081763323120252,0.0
1.0,0.7333333333333333,1.4099708388166765,0.0
1.0,0.9444444444444444,0.9865180079799283,0.0
1.0,1.1555555555555557,1.100292078356698,0.0
1.0,1.3666666666666667,1.0747193369864543,0.0
1.0,1.577777777777778,1.3027268493341997,0.0
1.0,1.788888888888889,1.1487737100022781,0.0
1.0,2.0,1.1644040101218152,0.0
