collided,completed,episode,episode_length,hitch_angle_variance,jackknifed,label,max_abs_cte_tractor,max_abs_cte_trailer,max_abs_hitch_angle,max_inference_ms,max_progress,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_heading_err_tractor,mean_abs_heading_err_trailer,mean_abs_hitch_angle,mean_inference_ms,mean_min_lidar,min_clearance_m,p95_inference_ms,rms_cte_tractor,rms_cte_trailer,speed_variance,steering_rate_rms,steering_rate_variance,total_reward,truncated
False,False,1,1000,1.2754239473339843e-05,False,reverse_obs/state/dense,0.5014262507465439,0.4123967898947592,0.017146843574030513,0.5010059976484627,0.1983970145353293,0.4669383581710925,0.23446062942711365,3.1281253825641313,3.21072154303977,0.013217984403656104,0.1916858397598844,nan,nan,0.19752805310417898,0.4680423981913604,0.23549377499176594,0.15953847056761156,0.43531394770012144,0.18949773548795987,-12676.384579726155,True
True,False,2,35,0.0027659983959816728,False,reverse_obs/state/dense,0.7391211536921146,1.8572571263511222,0.15128515266699027,0.4875169979641214,0.28060565418254696,0.5530062390177227,1.4133462751001182,3.171942815156212,2.850749501522934,0.11967654787921404,0.2030181424093566,nan,nan,0.24482339940732328,0.5657334156853132,1.510165235003061,14.170736579504196,0.17328708884819308,0.03002461557655845,-213.23440616771055,False
True,False,3,39,0.005962068043074909,False,reverse_obs/state/dense,0.7535058941807857,1.7595755807987314,0.22161456751013242,0.4922459920635447,0.2935093091341794,0.5593995113847796,1.416190116393842,3.1848724511483053,2.896025075433031,0.16175654943909884,0.20104823134039554,nan,nan,0.2042050939053297,0.5902022015815964,1.4906057826810448,12.859550352018866,0.11809281452525831,0.013772103824488041,-248.18085130276694,False
True,False,4,37,0.00012485149430112067,False,reverse_obs/state/dense,0.4976932039624768,1.5341057332983368,0.04449000733908193,0.4912759904982522,0.231749088627015,0.20431641083740076,1.3532408132079992,3.1483070997547293,2.8373289434722038,0.035965364708866146,0.19745078375185462,nan,nan,0.19639281090348956,0.24081077976605805,1.3726147848672017,3.480161853164914,0.10344030233339896,0.010194533374661462,-234.52448765473346,False
True,False,5,42,0.0009390400053319861,False,reverse_obs/state/dense,0.4974971875453367,1.0017025486199345,0.0754211537803946,0.5410360026871786,0.24277907368572732,0.3244196768003213,0.7649156481465188,3.1079625766615147,3.345555313643894,0.0475362524400096,0.19738733507914558,nan,nan,0.19765350807574578,0.3535122101563303,0.7921465134754034,1.9398345874230876,0.29475192235427516,0.08672523197011933,-251.86624173008494,False
True,False,6,28,0.0010661957320673497,False,reverse_obs/state/dense,0.4422904316301781,1.6854796032669004,0.10074845485351869,0.4942759987898171,0.23256850402316295,0.29637090373550234,1.5108627403383321,3.1826701656896494,2.78377316367459,0.080531126702346,0.2062543223603695,nan,nan,0.22403649418265556,0.30784896608783935,1.531000568779407,5.413923964076772,0.09123749745773972,0.008164634972621262,-174.1756837502076,False
True,False,7,8,0.0004805208435520016,False,reverse_obs/state/dense,0.49998702431879916,0.876756330590847,0.06339624296140034,0.49031600065063685,0.2381394976553762,0.27006708373225147,0.570764138625326,3.1198489230566016,3.034563202253837,0.025120985186756095,0.22954937594477087,nan,nan,0.38925805347389525,0.3064560016219859,0.6078930641878268,6.767155737478378,0.18254914136034317,0.03098711751895365,-541.1769520153713,False
True,False,8,31,0.005623638872010489,False,reverse_obs/state/dense,0.735710135453923,1.6917855695169133,0.20588495422477227,0.5098559922771528,0.2787547906355103,0.5383354911792831,1.3712894307576589,3.1845363690481006,2.887750629310229,0.14659611035568296,0.20440961346931516,nan,nan,0.22923300275579095,0.5642414101662149,1.4306398891272245,11.369725176814317,0.13450049775868997,0.017646688813417275,-189.06714858349,False
True,False,9,54,0.00610701860297476,False,reverse_obs/state/dense,0.6280025935214745,1.4262543192743677,0.20903123956984038,0.5075259978184476,0.26874325056152054,0.3981191681791345,1.1440063990064553,3.0926970230136788,3.3624506499930154,0.11569270646102275,0.1975285184151424,nan,nan,0.19803550094366074,0.43446374141134786,1.1767098571888726,1.9613140192437466,0.2563628122084832,0.06570634616142622,-364.29805344521907,False
True,False,10,54,0.01415183259569902,False,reverse_obs/state/dense,0.7743573780807701,1.1794670287320637,0.2598578760683643,0.5004859995096922,0.30193490713759763,0.46962711295290666,0.9370762679885712,3.077783382720718,3.311124860062707,0.1442635254997183,0.19778679685529182,nan,nan,0.2049726506811566,0.5250737941714101,0.9681964421733533,5.848333232580562,0.32864256313650775,0.10301466453477764,-303.4519997060431,False
True,False,11,161,0.00517976326844206,False,reverse_obs/state/dense,0.621752368939738,0.7343837530043392,0.2379864235111011,0.4926370020257309,0.3521343978330159,0.3214144905199777,0.3826841182171786,3.100029386713138,3.1781854008184696,0.08736982178922759,0.1905532918945649,nan,nan,0.194167994777672,0.34689164444236353,0.41024200221448764,7.8016047540646225,0.31472526112620763,0.09847807274871426,-1360.1074298823755,False
True,False,12,130,0.015205882120593796,False,reverse_obs/state/dense,1.1009968382541857,2.1104852001385135,0.4455254924020866,0.5804459942737594,0.4080004687314382,0.6746747489624603,1.2849608809220876,3.148064573112308,3.0046789387109314,0.23176560885898642,0.1914064857723693,nan,nan,0.19372494716662914,0.7293623421885875,1.4434213146447217,13.07105349986856,0.3274036434860992,0.1070839180421227,-925.6351429515237,False
True,False,13,34,0.0032507979731813377,False,reverse_obs/state/dense,0.5421272591874474,0.571574893357358,0.16380331664557435,0.4953759926138446,0.23511003593250485,0.40655420881307824,0.3951046621086672,3.059346780391469,3.265481789990683,0.11160550800497891,0.19757461953250802,nan,nan,0.19618600344983858,0.42909551725872336,0.4036456564671891,1.974629344997687,0.18518261249811882,0.027782228649115503,-342.88728000600014,False
True,False,14,42,0.014612944694167577,False,reverse_obs/state/dense,1.0453231067137647,0.9999195603481837,0.2879817098997095,0.4893459990853444,0.3763954716814026,0.6455829814376285,0.5557975074231842,3.0528981463442313,3.1517258785506193,0.13469784875893562,0.1957661425833413,nan,nan,0.1951705497049261,0.7007475755174813,0.6484151151111458,20.155021739017254,0.29207561906480345,0.07470823095861723,-737.1406348175599,False
True,False,15,135,0.00047642168177487184,False,reverse_obs/state/dense,0.5604449714417579,1.7103852852976529,0.1210171891706655,0.4894659941783175,0.23650995311903694,0.4909922824905091,1.5902222472994447,3.209914641893917,2.7440667579484836,0.11429202419350766,0.1935130372186433,nan,nan,0.19677200325531885,0.49658284516683815,1.59609089194282,1.7445371037055029,0.043505100195976525,0.0018926454222545678,-1074.1355139888283,False
True,False,16,76,0.006657586165107959,False,reverse_obs/state/dense,0.6918031184687418,1.535524472996287,0.2148301336850058,0.4879260086454451,0.27769665026692747,0.42304574174267656,1.2335540430662817,3.091723312481572,3.366039232828615,0.12927990187504435,0.1937128413134671,nan,nan,0.19780625007115304,0.4588618368614524,1.268225308623157,1.6978701955797058,0.25139973439942626,0.0631974805560002,-485.2252497216938,False
True,False,17,50,0.0008736410445341876,False,reverse_obs/state/dense,0.5212090093220196,1.0955306015128556,0.08944493060839687,0.49683600082062185,0.2442520463178126,0.3270930308044481,0.8654042510821628,3.110298008293985,3.3478991144592185,0.05616181535532072,0.19729079998796806,nan,nan,0.19901150226360187,0.3567587973534492,0.8865198588774391,1.5523091549716304,0.30221336795874587,0.091258425669891,-303.97648105467397,False
True,False,18,130,0.004934145874819616,False,reverse_obs/state/dense,0.6029236010743069,1.5681243849214648,0.18437913340174594,0.4883170040557161,0.34245437089700625,0.4480440056751664,1.2587311611557357,3.111332442731656,3.3293838598875447,0.13684617702841267,0.19172291616156983,nan,nan,0.1960580499144271,0.46908762484566974,1.3214639735903915,4.7326499823722665,0.20637263176290002,0.04258627569389016,-869.330103780155,False
True,False,19,50,0.006911694129796367,False,reverse_obs/state/dense,0.6340364463194518,1.3327653433308182,0.21127685604232527,0.5022459954489022,0.29313091771649774,0.44820847970084793,1.085599750409304,3.084675191180173,3.3335444378006707,0.143089929555025,0.20764488028362393,nan,nan,0.2701055032957809,0.4774695262329038,1.1179572005062135,8.621403392678857,0.2487680812107233,0.06188531264288537,-339.43993324516333,False
True,False,20,191,0.027694443498329082,False,reverse_obs/state/dense,1.030363932931886,1.5014308317571787,0.45043195921612966,0.4656060045817867,0.45441681099142167,0.6776656149719937,0.890674897516115,3.0789252047346958,3.2888685322878772,0.2196278035436439,0.1928974346791672,nan,nan,0.19701300334418193,0.7264208472841753,0.9804855224671537,9.769089033115549,0.3134419363535389,0.09403288866805658,-1345.9658388335865,False
True,False,21,69,0.0013946098372941737,False,reverse_obs/state/dense,0.5528336800316631,0.941191135785709,0.09244136338434705,0.4962860111845657,0.25270836361151106,0.37354363640379173,0.8077629992858014,3.102008368801315,3.348916365824385,0.05661060371826301,0.2007661606657548,nan,nan,0.2153939945856109,0.397415104118863,0.8277917625724465,1.8834170627482394,0.27653437418637883,0.07596607405711668,-447.7151560198437,False
True,False,22,105,0.00779664123189792,False,reverse_obs/state/dense,0.8669058272167565,0.6597580483893274,0.2357539729827316,0.4558460059342906,0.34279240441732023,0.4257270744506973,0.4646721245554765,3.177658333187129,3.2002303160465018,0.06871074216237887,0.19326720073530895,nan,nan,0.19843499758280814,0.44514526905467866,0.4831198804552033,13.110517790917548,0.23621979581486335,0.05426953740319402,-702.2788968323249,False
True,False,23,33,0.00363843377325372,False,reverse_obs/state/dense,0.6545131038657633,1.7908628501216421,0.17826316983734314,0.5057069938629866,0.252699419164253,0.48422981674573656,1.5351645125289137,3.19857601546768,2.8276783639944694,0.13569899951236672,0.20036081674113643,nan,nan,0.20503400301095095,0.508798865355826,1.5701632402187637,6.052009170185807,0.10533657259593424,0.011043166086063677,-214.35764910341652,False
True,False,24,1,0.0,False,reverse_obs/state/dense,0.12835466887541283,0.32976421364079017,0.0002733576677149685,0.4834459978155792,0.2016543064544468,0.12835466887541283,0.32976421364079017,3.141862548073337,3.093215242074926,0.0002733576677149685,0.4834459978155792,nan,nan,0.4834459978155792,0.12835466887541283,0.32976421364079017,0.0,0.09097585082054138,0.0,-500.0,False
True,False,25,52,0.016977128598506776,False,reverse_obs/state/dense,0.9218084928491194,0.7610652393241135,0.2847515798157545,0.49169600242748857,0.3207936077297635,0.6050205940544174,0.5140441489039727,3.0475904174855235,3.2755253964646576,0.17698017494416673,0.19996038463432342,nan,nan,0.20562455174513153,0.6633104859389395,0.5323528091358131,10.16006840813387,0.4112129885036546,0.12145220721927462,-297.32462443503385,False
True,False,26,187,0.011095230755680027,False,reverse_obs/state/dense,0.9283013676058034,1.35403372149261,0.37808655441061667,0.49591599963605404,0.3901746305809426,0.41307099513228396,0.6648159399649385,3.0366048587895946,3.253288040659566,0.1711753541650269,0.19280552945938959,nan,nan,0.1991366982110776,0.44216306475702016,0.798220791125561,6.024202890554912,0.3194861562167017,0.1000229258362708,-1235.2795391740412,False
True,False,27,6,9.736106066914584e-06,False,reverse_obs/state/dense,0.32194221427297004,0.712465812349388,0.006470186480776796,0.5004659906262532,0.20840448344727563,0.1601901276338967,0.5884276621362521,3.141445908787837,3.2590709457263602,0.0024936049002413085,0.24833116913214326,nan,nan,0.4271314937795978,0.20017748281272904,0.5925650826898139,3.005279916451707,0.3016717717876139,0.08984763880513108,-530.9822348854686,False
True,False,28,32,0.0010049671618361715,False,reverse_obs/state/dense,0.47355622486647286,1.8975835952143576,0.08889137716779327,0.4979359946446493,0.24243463723693992,0.25881955114668165,1.5977556608340255,3.1614797779588697,2.8093189660751414,0.06333808028206805,0.2012810950873245,nan,nan,0.20814455492654815,0.27699334960209276,1.6350364096929086,5.104053793213049,0.09397046357425268,0.0063499060607856385,-319.54126518264,False
True,False,29,68,0.0017983957816967151,False,reverse_obs/state/dense,0.5247908181062915,1.2097981792460581,0.11677056367610295,0.4975159972673282,0.26004469415371523,0.3329907484739797,0.9579766260165047,3.1078359300529534,3.3529491911646176,0.06356880679694632,0.1987644849149921,nan,nan,0.1997036422835663,0.36010129564939,0.987574002825058,1.7123446323945268,0.2867123864430364,0.08215482057923865,-416.4961694264736,False
True,False,30,120,0.027053761505911923,False,reverse_obs/state/dense,1.1518020495948544,1.1757990868642363,0.45349302818873083,0.4894559970125556,0.36720550114550454,0.6275346001742277,0.6241354712689794,3.0052583365705536,3.2767049887626407,0.24814848043243576,0.1946932918751069,nan,nan,0.20019148869323544,0.6759798476186669,0.6685988692679682,8.47997176821727,0.3464564123077124,0.0974372820743906,-785.5414369883827,False
