collided,completed,episode,episode_length,hitch_angle_variance,jackknifed,label,max_abs_cte_tractor,max_abs_cte_trailer,max_abs_hitch_angle,max_inference_ms,max_progress,mean_abs_cte_tractor,mean_abs_cte_trailer,mean_abs_heading_err_tractor,mean_abs_heading_err_trailer,mean_abs_hitch_angle,mean_inference_ms,mean_min_lidar,min_clearance_m,p95_inference_ms,rms_cte_tractor,rms_cte_trailer,speed_variance,steering_rate_rms,steering_rate_variance,total_reward,truncated
False,True,1,224,0.008122063595067456,False,forward/lidar_32/dense,0.5229413908449044,0.7133585122448743,0.17857513010083376,0.555025995709002,1.0,0.26870880043086875,0.39730129279806764,0.014751885321502253,0.047953398868236914,0.07609135196213135,0.2026077902753189,0.3138616058443274,nan,0.20510349786491133,0.29769711785030534,0.41897840158954086,2.7786875256550225e-05,0.24194866661658174,0.05851577768011589,627.3367730791933,False
False,True,2,220,0.0010476068037635641,False,forward/lidar_32/dense,0.5001722684885243,0.4984938379878321,0.0686856695951359,0.5165350012248382,1.0,0.2941752081788959,0.30341551674718026,0.005684364086892859,0.01818238210770542,0.02778890741497704,0.20417500861433588,0.3140681803226471,nan,0.20801798746106215,0.33628835600251866,0.3207382572012705,1.0083255244053809e-06,0.2965159772490862,0.08792160829022624,617.2202325258926,False
False,True,3,221,0.003933389093073974,False,forward/lidar_32/dense,0.5114443956525019,0.746875329149643,0.1640092420475392,0.5236150027485564,1.0,0.2708912803409836,0.34633928315279944,0.00966681494035612,0.03813695664786552,0.0509150523019558,0.20320268317043563,0.31455882156596465,nan,0.2085390005959198,0.2963419212926289,0.3823234003402468,1.7787863012714725e-05,0.21051912660028732,0.04429844557218955,622.3571580717369,False
False,True,4,225,0.017574116716283145,False,forward/lidar_32/dense,0.5467111366527344,0.9520743412550446,0.2484965771747914,0.5164150061318651,1.0,0.2843202546820769,0.5276687593006618,0.0190416432999686,0.07654556826899614,0.11439578105291517,0.20307685759487665,0.3120222226778666,nan,0.20884679979644716,0.3195315554646071,0.5620659070226673,0.00018820986798411105,0.26668243261017305,0.07110317717104582,618.5601064243411,False
False,True,5,223,0.012488580364518408,False,forward/lidar_32/dense,0.5199892031193157,0.8429873526382907,0.21302126822844142,0.5085559969302267,1.0,0.2644645802350886,0.4653835203260906,0.015737509677723225,0.06503623471518769,0.09985334363077787,0.20238193759022305,0.3146076213083994,nan,0.20719810854643583,0.3066191888735164,0.4983942176469548,6.60377172989993e-05,0.26243666468219473,0.06886951196678952,620.2284923400447,False
False,True,6,220,0.002811694760811651,False,forward/lidar_32/dense,0.5059816474701163,0.5298408287908337,0.11351051122078641,0.5143260059412569,1.0,0.2739287149916073,0.32370319155412675,0.006863158354638667,0.02951505614811204,0.04589446744190214,0.20245674591437404,0.31595454216003416,nan,0.20722399567603134,0.3276302083272781,0.3532017141697642,6.094459549736655e-06,0.25450382691899887,0.06477206542874048,617.5004502548666,False
False,True,7,222,0.009933433348023634,False,forward/lidar_32/dense,0.5192541487053051,0.765167829103508,0.17538607917079285,0.5125850002514198,1.0,0.2670343847459901,0.4816724559171209,0.017222664310743957,0.06885864051221165,0.08789547414767653,0.20172753559293327,0.313862611313124,nan,0.20592050786945038,0.2992263911442598,0.5061331782838897,5.83024613592831e-05,0.2709479819138763,0.07339218032158218,617.7786840821666,False
False,True,8,221,0.005902168809723425,False,forward/lidar_32/dense,0.5054957303147917,0.6726692036592504,0.15187113779435207,0.509385994519107,1.0,0.26622069127446757,0.40844220767847084,0.014261933154552861,0.05252318214428529,0.06807893905093367,0.20184509081626942,0.31446832391471347,nan,0.20706899522338063,0.3172376283283503,0.43444124926553335,2.7521784400214917e-05,0.2450115389359842,0.060011236809228645,617.2796318419036,False
False,True,9,222,0.008037960965188147,False,forward/lidar_32/dense,0.509799737444832,0.7693389540763141,0.2113808599360117,0.5344759993022308,1.0,0.2720934506092737,0.419384484004177,0.014035198776460187,0.05254437932436395,0.0711135724713284,0.2052926303460137,0.31538288013355154,nan,0.21090099471621215,0.3221008200165082,0.4553674651173726,7.700907864092527e-05,0.2425308061143239,0.058784184698752094,617.7148296744567,False
False,True,10,222,0.004977865556171308,False,forward/lidar_32/dense,0.5070358500333407,0.6168909762921361,0.14765437065888234,0.5066260055173188,1.0,0.26146635562305265,0.35462644825670236,0.010351347240059552,0.03757681450227479,0.05781508246044615,0.20233734251526478,0.31599098766172257,nan,0.20751844567712396,0.312626914184541,0.3857045768621235,1.9469653167992386e-05,0.23067474044973862,0.05320163237509166,622.7754737835182,False
False,True,11,221,0.004341176144846417,False,forward/lidar_32/dense,0.5157649946584351,0.7011296061523921,0.1354440727038773,0.518914996064268,1.0,0.2659034205928553,0.38271080334796803,0.014906249521555885,0.043083799987683594,0.056237435901549344,0.20223877898931536,0.3152828027759742,nan,0.2082680002786219,0.3038663749055907,0.4058562192266002,1.996524644204506e-05,0.2226765910072349,0.04956886319103425,620.3658814620686,False
False,True,12,220,0.00042101169267226227,False,forward/lidar_32/dense,0.5140334949398957,0.49641171345970525,0.04455442242208411,0.5312260036589578,1.0,0.3186572912528318,0.298399314079451,0.00410819129507142,0.012995195123761068,0.01660487668001723,0.20377972329945557,0.3130681812763214,nan,0.2082755003357306,0.3627565847147673,0.32309453616296424,1.1594092091284946e-06,0.321822537244999,0.10356912246376787,613.0813068358507,False
False,True,13,220,0.00025864881910983464,False,forward/lidar_32/dense,0.5000329056026547,0.46164431141806117,0.03876136691201748,0.5280949990265071,1.0,0.303736299309531,0.29140665282332945,0.0036719335000778256,0.011672027259486064,0.01593645591260532,0.2038082136343953,0.31356818079948423,nan,0.208323555852985,0.3457230634855489,0.3097899287766531,1.4055420655120326e-07,0.2887387933962497,0.08336975701695035,616.0069268545874,False
False,True,14,222,0.0032966134617677945,False,forward/lidar_32/dense,0.5131496449228969,0.7041442750315687,0.14912755780543757,0.5143260059412569,1.0,0.2792651749356561,0.35312637178985606,0.010930817744947476,0.036999902412922135,0.04876159284992296,0.20274922510227272,0.31424549383086126,nan,0.20753445714944974,0.29795786244570444,0.37376009464470095,1.2889569705674727e-05,0.2755716117103974,0.07592739517223196,624.8105415000543,False
False,True,15,222,0.007038039983783533,False,forward/lidar_32/dense,0.5104930453570025,0.7702851442286189,0.19782427808367226,0.5110860074637458,1.0,0.26781569724127213,0.4501005354735136,0.016441722921151983,0.060061509913591354,0.07600350070092093,0.20244415344194266,0.3131306300292144,nan,0.20582554352586158,0.30473213362319246,0.47837033551171804,4.736980585130697e-05,0.25008745839852875,0.06251176470987317,618.7302195286279,False
