t_ns,reverse
1785948164891493454,0
1785948164934664052,0
1785948165030705026,0
1785948165131139603,0
1785948165231243130,0
1785948165332652776,0
1785948165430568334,0
1785948165530421902,0
1785948165631440944,0
1785948165732057446,0
1785948165833661178,0
1785948165931332185,0
1785948166034670912,0
1785948166135321847,0
1785948166232340290,0
1785948166332089919,0
1785948166431164807,0
1785948166530518936,0
1785948166631149263,0
1785948166734130124,0
1785948166833603168,0
1785948166931542502,0
1785948167034515171,0
1785948167133419846,0
1785948167232694357,0
1785948167331942978,0
1785948167437359912,0
1785948167532124464,0
1785948167644515461,0
1785948167730283777,0
1785948167830085791,0
1785948167930685556,0
1785948168031172615,0
1785948168130221199,0
1785948168229823143,0
1785948168331425626,0
1785948168430481250,0
1785948168530634923,0
1785948168629576879,0
1785948168751335932,1
1785948168834666351,1
1785948168942251765,1
1785948169037132576,1
1785948169136216521,1
1785948169236945058,1
1785948169336278835,1
1785948169436870568,1
1785948169538875624,1
1785948169635624139,1
1785948169770041649,1
1785948169840094072,1
1785948169940017242,1
1785948170036129450,1
1785948170136507001,1
1785948170238165230,1
1785948170353920968,1
1785948170438082196,1
1785948170539800715,1
1785948170636043231,1
1785948170758622372,1
1785948170836183947,1
1785948170954750808,1
1785948171036710659,1
1785948171138583455,1
1785948171235071482,1
1785948171336366884,1
1785948171438142365,1
1785948171536526865,1
1785948171635841249,1
1785948171752306703,1
1785948171837460249,1
1785948171936375100,1
1785948172043304783,1
1785948172136572170,1
1785948172235733237,1
1785948172335704088,1
1785948172448497849,1
1785948172537257230,1
1785948172634378717,1
1785948172751512159,1
1785948172850141306,1
1785948172937258558,1
1785948173035183460,1
1785948173145671201,1
1785948173237989472,1
1785948173337889505,1
1785948173436657472,1
1785948173546768977,1
1785948173639627041,1
1785948173749706033,1
1785948173837425383,1
1785948173946731392,1
1785948174039159074,1
1785948174137751580,1
1785948174239020678,1
1785948174336024657,1
1785948174437757929,1
1785948174541114033,1
1785948174642969388,1
1785948174752646640,1
1785948174838087106,1
1785948174938367311,1
1785948175036776771,1
1785948175136023313,1
1785948175249072185,1
1785948175337888144,1
1785948175439371648,1
1785948175541367488,1
1785948175639068127,1
1785948175749381526,1
1785948175837284722,1
1785948175935582435,1
1785948176037105940,1
1785948176138436320,1
1785948176241063954,1
1785948176340036696,1
1785948176439431722,1
1785948176536697180,1
