t_ns,steering_tire_angle
1785948164927675908,0.0
1785948164945756895,0.0
1785948164964758837,0.0
1785948164990233068,0.0
1785948165006779673,0.0
1785948165025428517,0.0
1785948165045180050,0.0
1785948165065307017,0.0
1785948165085290589,0.0
1785948165104750945,0.0
1785948165126755985,0.0
1785948165145080019,0.0
1785948165165200650,0.0
1785948165185664972,0.0
1785948165207049033,0.0
1785948165225067266,0.0
1785948165245127608,0.0
1785948165264537722,0.0
1785948165286813074,0.0
1785948165304761577,0.0
1785948165325597590,0.0
1785948165344944054,0.0
1785948165364957067,0.0
1785948165385314697,0.0
1785948165404686251,0.0
1785948165425853730,0.0
1785948165445145632,0.0
1785948165464600004,0.0
1785948165485299053,0.0
1785948165504867156,0.0
1785948165530790233,0.0
1785948165545251016,0.0
1785948165565175097,0.0
1785948165587147336,0.0
1785948165605350694,0.0
1785948165625965613,0.0
1785948165645411440,0.0
1785948165664486569,0.0
1785948165685065102,0.0
1785948165711029300,0.0
1785948165726442879,0.0
1785948165745108491,0.0
1785948165764835767,0.0
1785948165785246039,0.0
1785948165805255244,0.0
1785948165825905427,0.0
1785948165845388984,0.0
1785948165865350410,0.0
1785948165885247355,0.0
1785948165909736853,0.0
1785948165924953434,0.0
1785948165945207670,0.0
1785948165964436499,0.0
1785948165994628151,0.0
1785948166004846791,0.0
1785948166025184005,0.0
1785948166045712073,0.0
1785948166064993896,0.0
1785948166084875608,0.0
1785948166105721573,0.0
1785948166125129352,0.0
1785948166145304865,0.0
1785948166164696579,0.0
1785948166185065474,0.0
1785948166204795534,0.0
1785948166225260368,0.0
1785948166244945818,0.0
1785948166264475072,0.0
1785948166285731930,0.0
1785948166304728592,0.0
1785948166325028909,0.0
1785948166345235143,0.0
1785948166365458049,0.0
1785948166385250575,0.0
1785948166404789717,0.0
1785948166425049297,0.0
1785948166445036933,0.0
1785948166465261759,0.0
1785948166485698592,0.0
1785948166505106531,0.0
1785948166525631238,0.0
1785948166545991077,0.0
1785948166565491754,0.0
1785948166585653059,0.0
1785948166604987843,0.0
